situationId,sitTerm,findingId,finTerm,Nsit
713651007,History of pregnancy with abortive outcome (situation),363681007,Pregnancy with abortive outcome (disorder),1
415080007,Personal history of primary malignant neoplasm of gastrointestinal tract (situation),363745004,Primary malignant neoplasm of gastrointestinal tract (disorder),1
395682006,Born by elective cesarean section (situation),366343003,Finding of birth details (finding),16
407615002,Born by emergency cesarean section (situation),366343003,Finding of birth details (finding),16
444966004,Born before arrival of midwife (situation),366343003,Finding of birth details (finding),16
445087001,Born before arrival to hospital (situation),366343003,Finding of birth details (finding),16
394699000,Born by cesarean section (situation),366343003,Finding of birth details (finding),16
394698008,Birth history (situation),366343003,Finding of birth details (finding),16
407613009,Born by breech delivery (situation),366343003,Finding of birth details (finding),16
395681004,Born by forceps delivery (situation),366343003,Finding of birth details (finding),16
407614003,Born by ventouse delivery (situation),366343003,Finding of birth details (finding),16
445585003,Livebirth born before admission to hospital (situation),366343003,Finding of birth details (finding),16
169818001,Born before arrival (situation),366343003,Finding of birth details (finding),16
395683001,Born by normal vaginal delivery (situation),366343003,Finding of birth details (finding),16
717804008,Singleton liveborn born outside hospital (situation),366343003,Finding of birth details (finding),16
717805009,Singleton liveborn unspecified as to place of birth (situation),366343003,Finding of birth details (finding),16
717806005,Twin liveborn born outside hospital (situation),366343003,Finding of birth details (finding),16
717808006,Multiple liveborn other than twins born outside hospital (situation),366343003,Finding of birth details (finding),16
442342003,Twin liveborn born in hospital by cesarean section (situation),366344009,Finding of place of birth (finding),10
442311008,Liveborn born in hospital (situation),366344009,Finding of place of birth (finding),10
442423001,Single liveborn born in hospital by cesarean section (situation),366344009,Finding of place of birth (finding),10
442327001,Twin liveborn born in hospital (situation),366344009,Finding of place of birth (finding),10
442365008,Liveborn born in hospital by cesarean section (situation),366344009,Finding of place of birth (finding),10
17561000119102,Single liveborn born in hospital by vaginal delivery (situation),366344009,Finding of place of birth (finding),10
717803002,Singleton liveborn born in hospital (situation),366344009,Finding of place of birth (finding),10
717807001,Multiple liveborn other than twins born in hospital (situation),366344009,Finding of place of birth (finding),10
16089691000119102,Multiple liveborn in hospital by vaginal delivery (situation),366344009,Finding of place of birth (finding),10
16089571000119102,Triplet liveborn in hospital by cesarean section (situation),366344009,Finding of place of birth (finding),10
143491000119100,History of atypical hyperplasia of breast (situation),369462000,Atypical hyperplasia of breast (disorder),1
16847701000119100,History of primary malignant neoplasm of left ovary (situation),369522002,Primary malignant neoplasm of left ovary (disorder),1
16847781000119108,History of primary malignant neoplasm of right ovary (situation),369529006,Primary malignant neoplasm of right ovary (disorder),1
97641000119101,History of retinoblastoma (situation),370967009,Retinoblastoma (disorder),1
266996004,History of thromboembolism (situation),371039008,Thromboembolic disorder (disorder),1
16896851000119101,History of embolic cerebrovascular accident (situation),371041009,Embolic stroke (disorder),1
10995761000119100,History of diabetic foot ulcer (situation),371087003,Ulcer of foot due to diabetes mellitus (disorder),1
895699003,History of disorder of eye proper (situation),371405004,Disorder of eye proper (disorder),1
895701003,History of disorder of eye region (situation),371409005,Disorder of eye region (disorder),1
16775181000119103,History of coma (situation),371632003,Coma (disorder),1
429746005,History of domestic abuse (situation),371772001,Domestic abuse (event),1
313217007,History of emotional abuse (situation),371773006,Emotional abuse (event),1
288391000119107,History of victim of child physical abuse (situation),371779005,Physical child abuse (event),1
428941002,History of malignant neoplasm of uterine body (situation),371972005,Malignant neoplasm of body of uterus (disorder),1
431572009,History of malignant neoplasm of endocrine gland (situation),371982006,Malignant neoplasm of endocrine gland (disorder),1
1321000119109,History of primary malignant neoplasm of larynx (situation),371995001,Primary malignant neoplasm of larynx (disorder),1
431691000,History of malignant neoplasm of nervous system (situation),372063002,Malignant neoplasm of nervous system (disorder),1
16829501000119100,History of gangrenous disorder (situation),372070002,Gangrenous disorder (disorder),1
429050006,History of malignant neoplasm of skin (situation),372130007,Malignant neoplasm of skin (disorder),2
443895001,History of malignant neoplasm of skin excluding melanoma (situation),372130007,Malignant neoplasm of skin (disorder),2
415076002,Personal history of primary malignant neoplasm of breast (situation),372137005,Primary malignant neoplasm of breast (disorder),1
161432005,History of malignant melanoma (situation),372244006,Malignant melanoma (disorder),1
108521000119103,History of reticulosarcoma (situation),373168002,Reticulosarcoma (disorder),1
161782001,History of menorrhagia (situation),386692008,Menorrhagia (finding),1
161779006,History of menstrual disorder (situation),386804004,Disorder of menstruation (disorder),1
390933006,History of amblyopia (situation),387742006,Amblyopia (disorder),1
16542721000119108,History of anoxic brain injury (situation),389098007,Anoxic encephalopathy (disorder),1
16890921000119104,History of nonproliferative diabetic retinopathy (situation),390834004,Nonproliferative retinopathy due to diabetes mellitus (disorder),1
161568003,History of osteoarthritis (situation),396275006,Osteoarthritis (disorder),1
413178000,History of diphtheria (situation),397430003,Diphtheria caused by Corynebacterium diphtheriae (disorder),1
275548000,History of gastric ulcer (situation),397825006,Gastric ulcer (disorder),1
161415006,History of poliomyelitis (situation),398102009,Acute poliomyelitis (disorder),1
105651000119100,History of pre-eclampsia (situation),398254007,Pre-eclampsia (disorder),1
725942003,History of fourth degree perineal laceration (situation),399031001,Fourth degree perineal laceration (disorder),1
428262008,History of malignant neoplasm of prostate (situation),399068003,Malignant tumor of prostate (disorder),1
275543009,History of vertigo (situation),399153001,Vertigo (finding),1
142471000119105,History of dysplasia of vulva (situation),399382009,Dysplasia of vulva (disorder),1
421711004,History of pressure ulcer (situation),399912005,Pressure ulcer (disorder),1
431545001,History of peripheral arterial occlusive disease (situation),399957001,Peripheral arterial occlusive disease (disorder),1
789395008,History of primary cutaneous lymphoma (situation),400001003,Primary cutaneous lymphoma (disorder),1
473109007,History of peripheral vascular disease (situation),400047006,Peripheral vascular disease (disorder),1
122571000119106,History of malignant cutaneous T-cell lymphoma (situation),400122007,Primary cutaneous T-cell lymphoma (disorder),1
328201000119109,History of giant cell arteritis (situation),400130008,Temporal arteritis (disorder),1
709046002,History of congenital vascular malformation (situation),400159008,Congenital vascular malformation (disorder),1
440234007,History of violent behavior toward others (situation),401237008,Violent acts towards others (finding),1
285721000119104,History of acute ST segment elevation myocardial infarction (situation),401303003,Acute ST segment elevation myocardial infarction (disorder),1
698593009,History of non-ST segment elevation myocardial infarction (situation),401314000,Acute non-ST segment elevation myocardial infarction (disorder),1
69551000119109,History of squamous cell carcinoma (situation),402815007,Squamous cell carcinoma (disorder),1
401172002,History of venous leg ulcer (situation),402863005,Venous stasis ulcer of leg (disorder),1
59601000119103,History of germ cell tumor (situation),402878003,Germ cell tumor (disorder),1
16688121000119106,History of anal intraepithelial neoplasia III (situation),403485001,Anal intraepithelial neoplasia (AIN III) (disorder),1
143351000119104,History of Paget's disease of breast (situation),403946000,Paget's disease of nipple (disorder),1
412732008,History of domestic violence (situation),404189009,Domestic violence (event),1
16093711000119100,History of anterior ischemic optic neuropathy (situation),404659001,Anterior ischemic optic neuropathy (disorder),1
430301009,History of occlusive disease of artery of lower extremity (situation),405557003,Occlusion of lower limb artery (disorder),1
88701000119109,History of disseminated malignant neoplasm (situation),405843009,Widespread metastatic malignant neoplastic disease (disorder),1
16410191000119105,History of laryngospasm (situation),406444002,Laryngeal spasm (disorder),1
10624491000119108,History of infection due to vancomycin resistant enterococcus (situation),406575008,Infection caused by vancomycin resistant enterococcus (disorder),1
140491000119105,History of transitional cell carcinoma of kidney (situation),408642003,Transitional cell carcinoma of kidney (disorder),1
125791000119106,History of prostatic cyst (situation),409658007,Cyst of prostate (disorder),1
429007001,History of cardiac arrest (situation),410429000,Cardiac arrest (disorder),1
429217004,History of autoimmune hemolytic anemia (situation),413603009,Autoimmune hemolytic anemia (disorder),1
429235008,History of cardioembolic stroke (situation),413758000,Cardioembolic stroke (disorder),1
414415007,History of chronic lung disease (situation),413839001,Chronic lung disease (disorder),1
266992002,History of blood disorder (situation),414022008,Disorder of cellular component of blood (disorder),1
107921000119107,History of immune disorder (situation),414029004,Disorder of immune function (disorder),1
275545002,History of embolism (situation),414086009,Embolism (disorder),1
16880891000119105,History of exudative age-related macular degeneration (situation),414173003,Exudative age-related macular degeneration (disorder),1
762616007,History of food allergy (situation),414285001,Allergy to food (finding),1
308068007,History of treatment for ischemic heart disease (situation),414545008,Ischemic heart disease (disorder),1
414372001,History of neonatal abstinence syndrome (situation),414819007,Neonatal abstinence syndrome (disorder),1
161453001,History of obesity (situation),414916001,Obesity (disorder),1
161579008,History of perinatal problem (situation),415073005,Perinatal disorder (disorder),1
789776003,History of placental abruption (situation),415105001,Placental abruption (disorder),1
1881000119103,History of plasmacytoma (situation),415112005,Plasmacytoma (disorder),1
16409881000119106,History of posterior ischemic optic neuropathy (situation),415147002,Posterior ischemic optic neuropathy (disorder),1
415078001,"Personal history of primary malignant neoplasm of ear, nose AND/OR throat (situation)",415177008,"Primary malignant neoplasm of ear, nose AND/OR throat (disorder)",1
16519911000119101,History of retinopathy of prematurity (situation),415297005,Retinopathy of prematurity (disorder),1
108281000119102,History of congenital hypospadias (situation),416010008,Hypospadias (disorder),1
736725001,History of gestational trophoblastic disease (situation),416402001,Gestational trophoblastic disease (disorder),1
16216821000119102,History of molar pregnancy (situation),417044008,"Hydatidiform mole, benign (disorder)",1
161586000,History of injury (situation),417746004,Traumatic injury (disorder),1
313214000,History of abuse (situation),417928002,Abuse (event),1
11018891000119108,History of exposure to hazardous bodily fluids (situation),417981005,Exposure to blood and/or body fluid (event),1
288371000119106,History of victim of child abuse (situation),418189009,Child abuse (event),1
36511000119106,History of suspected exposure to biological agent (situation),418307001,Exposure to biological agent (event),1
313215004,History of physical abuse (situation),418506006,Physical abuse (event),1
161636001,History of isocyanate exposure (situation),418715001,Exposure to potentially harmful entity (event),3
442029006,History of exposure to lead (situation),418715001,Exposure to potentially harmful entity (event),3
109211000119102,History of toxic inhalation exposure (situation),418715001,Exposure to potentially harmful entity (event),3
12481000132103,History of biological substance allergy (situation),419199007,Allergy to substance (finding),1
140731000119101,History of gastrointestinal stromal neoplasm (situation),420120006,Gastrointestinal stromal tumor (disorder),1
16535401000119102,History of macular degeneration (situation),422338006,Degenerative disorder of macula (disorder),1
16896891000119106,History of cerebrovascular accident due to ischemia (situation),422504002,Ischemic stroke (disorder),1
154081000119108,History of aspiration pneumonia (situation),422588002,Aspiration pneumonia (disorder),1
161461006,History of purpura (situation),423902002,Purpura (finding),1
407586004,History of recreational drug use (situation),424848002,Recreational drug user (finding),1
49291000119105,History of soft tissue sarcoma (situation),424952003,Sarcoma of soft tissue (disorder),1
429046004,History of sustained ventricular tachycardia (situation),426525004,Sustained ventricular tachycardia (disorder),1
473114006,History of active tuberculosis (situation),427099000,Active tuberculosis (disorder),1
429047008,History of adenomatous polyp of colon (situation),428054006,Adenomatous polyp of colon (disorder),1
473059001,History of malignant neoplasm of brain (situation),428061005,Malignant neoplasm of brain (disorder),1
428878000,History of malignant neoplasm of thoracic cavity structure (situation),428100006,Malignant neoplasm of thoracic cavity structure (disorder),1
789064006,History of pain at rest due to peripheral vascular disease (situation),428171009,Pain at rest due to peripheral vascular disease (disorder),1
429010008,History of epidural hematoma (situation),428268007,Epidural intracranial hematoma (disorder),1
429247002,History of malignant neoplasm of bone (situation),428281000,Malignant neoplasm of bone (disorder),1
428944005,History of malignant neoplasm of uterine adnexa (situation),428322007,Malignant neoplasm of uterine adnexa (disorder),1
428608003,History of positive Toxoplasma gondii antibody (situation),428915008,Toxoplasma gondii antibody positive (finding),1
428904003,History of thromboembolism of vein (situation),429098002,Thromboembolism of vein (disorder),1
428053000,History of malignant basal cell neoplasm of skin (situation),429114002,Malignant basal cell neoplasm of skin (disorder),1
428340006,History of sustained ventricular fibrillation (situation),429243003,Sustained ventricular fibrillation (disorder),1
16916791000119106,History of rupture of Achilles tendon (situation),429513001,Rupture of Achilles tendon (disorder),1
429716007,History of recurrent dislocation of hip joint prosthesis (situation),429757000,Recurrent dislocation of hip joint prosthesis (disorder),1
430305000,History of occlusive disease of artery of upper extremity (situation),431706008,Occlusion of artery of upper extremity (disorder),1
432250006,History of aneurysm (situation),432119003,Aneurysm (disorder),2
59741000119106,History of visceral aneurysm (situation),432119003,Aneurysm (disorder),2
432220003,History of infarction of spinal cord (situation),432249006,Infarction of spinal cord (disorder),1
432745001,History of neuroblastoma (situation),432328008,Neuroblastoma (disorder),1
433807000,History of occlusion of cerebral artery without cerebral infarction (situation),432504007,Cerebral infarction (disorder),1
275546001,History of thrombosis (situation),439127006,Thrombosis (disorder),1
439956007,History of abnormal cervical Papanicolaou smear (situation),439888000,Abnormal cervical Papanicolaou smear (finding),1
161692001,History of cardiac pacemaker in situ (situation),441509002,Cardiac pacemaker in situ (finding),1
59711000119107,History of pseudoaneurysm (situation),443089001,Pseudoaneurysm (disorder),1
139461000119109,History of osteoporotic fracture (situation),443165006,Pathological fracture due to osteoporosis (disorder),1
73861000119101,History of medulloblastoma of brain (situation),443333004,Medulloblastoma (disorder),1
73841000119100,History of glioma of brainstem (situation),444545003,Glioma of brainstem (disorder),1
43991000119102,History of childhood obesity (situation),444862003,Childhood obesity (disorder),1
473089008,History of recent air travel (situation),445000002,Recent air travel (event),1
10988211000119104,History of dysplasia of prostate (situation),445068007,Dysplasia of prostate (disorder),1
16216731000119106,History of intrauterine fetal death (situation),445548006,Dead fetus in utero (finding),1
10743471000119104,History of pleomorphic adenoma of salivary gland (situation),447888006,Pleomorphic adenoma of salivary gland (disorder),1
428978004,History of choriocarcinoma of placenta (situation),448401007,Choriocarcinoma of placenta (disorder),1
473099003,History of use of hormone releasing intrauterine device contraception (situation),449038007,Uses hormone releasing intrauterine device contraception (finding),1
16848781000119109,History of primary malignant neoplasm of dome of urinary bladder (situation),449803009,Primary malignant neoplasm of dome of urinary bladder (disorder),1
161774001,History of contraceptive cap usage (situation),450851004,Uses contraceptive diaphragm (finding),1
126731000119100,History of cystic dilatation of duct of bulbourethral gland (situation),460951001,Cystic dilatation of duct of bulbourethral gland (disorder),1
473087005,History of recent cruise travel (situation),473085002,Recent cruise travel (event),1
473107009,History of difficult fitting of intrauterine contraceptive device (situation),473106000,Difficult fitting of intrauterine contraceptive device (finding),1
161611007,History of non-drug allergy (situation),609328004,Allergic disposition (finding),2
161614004,History of multiple allergies (situation),609328004,Allergic disposition (finding),2
609550002,History of angiotensin converting enzyme inhibitor pseudoallergy (situation),609537003,Non-allergic hypersensitivity to angiotensin-converting enzyme inhibitor (finding),1
472972006,History of maturity onset diabetes mellitus in young (situation),609561005,Maturity-onset diabetes of the young (disorder),1
131471000119104,History of cardiac arrhythmia (situation),698247007,Cardiac arrhythmia (disorder),1
699015004,History of recurrent pneumonia (situation),699014000,Recurrent pneumonia (disorder),1
699029003,History of primitive neuroectodermal tumor (situation),699028006,Primitive neuroectodermal tumor (disorder),2
85881000119100,History of non central nervous system primitive neuroectodermal tumor (situation),699028006,Primitive neuroectodermal tumor (disorder),2
699032000,History of awareness under general anesthesia (situation),699030008,Awareness under general anesthesia (finding),1
143341000119101,History of stromal sarcoma of endometrium (situation),699356008,Endometrial stromal sarcoma (disorder),1
442414004,History of neurodevelopmental disorder (situation),700364009,Neurodevelopmental disorder (disorder),1
672291000119107,History of carcinosarcoma of ovary (situation),702368000,Carcinosarcoma of ovary (disorder),1
672281000119109,History of carcinosarcoma of uterus (situation),702369008,Carcinosarcoma of uterus (disorder),1
703151001,History of single seizure (situation),703150000,Single seizure (finding),1
429286003,History of combination internal cardiac defibrillator and pacemaker (situation),703396000,Combination internal cardiac defibrillator and pacemaker in situ (finding),1
137741000119108,History of hip stress fracture (situation),704063001,Stress fracture of neck of femur (disorder),1
705002000,Repeated self-induced vomiting (situation),705001007,Self-induced vomiting to lose weight (disorder),1
720729008,History of dissection of internal carotid artery (situation),705066004,Dissection of internal carotid artery (disorder),1
472953006,History of chronic renal impairment (situation),709044004,Chronic kidney disease (disorder),1
93931000119108,History of Haemophilus influenzae type b infection (situation),709410003,Haemophilus influenzae type b infection (disorder),1
286781000119109,History of malignant carcinoid tumor of small intestine (situation),709517003,Malignant carcinoid tumor of small intestine (disorder),1
10987961000119105,History of malignant carcinoid tumor of stomach (situation),709830006,Malignant carcinoid tumor of stomach (disorder),1
141911000119100,History of recurrent deep vein thrombosis (situation),710167004,Recurrent deep vein thrombosis (disorder),1
128161000119105,"History of low birth weight status, less than 500 grams (situation)",710168009,Birth weight less than 500g (finding),1
140221000119109,History of transient ischemic attack due to embolism (situation),710575003,Transient ischemic attack due to embolism (disorder),1
116351000119103,History of lower extremity skin ulcer (situation),711168000,Ulcer of skin of lower extremity (disorder),1
763016003,History of infertility due to endometriosis (situation),712584009,Female infertility due to endometriosis (disorder),1
713031009,History of chronic dissection of thoracic aorta (situation),713030005,Chronic dissection of thoracic aorta (disorder),1
10761511000119101,History of pulmonary embolism on long-term anticoagulation therapy (situation),713078005,Pulmonary embolism on long-term anticoagulation therapy (disorder),1
690071000119109,History of nontraumatic ruptured cerebral aneurysm (situation),713265001,Nontraumatic ruptured cerebral aneurysm (disorder),1
1099061000119102,History of odontogenic keratocyst (situation),713277006,Odontogenic keratocyst (disorder),1
139621000119101,History of malignant ameloblastoma of mandible (situation),713290004,Malignant ameloblastoma of mandible (disorder),1
139281000119104,History of malignant germ cell neoplasm of mediastinum (situation),713293002,Malignant germ cell neoplasm of mediastinum (disorder),1
347931000119106,History of malignant meningioma of meninges of brain (situation),713327005,Malignant meningioma of meninges of brain (disorder),1
286791000119107,History of malignant carcinoid tumor of rectum (situation),713573006,Malignant carcinoid tumor of rectum (disorder),1
10987721000119102,History of malignant carcinoid tumor of kidney (situation),713574000,Malignant carcinoid tumor of kidney (disorder),1
139271000119102,History of malignant germ cell neoplasm of testis (situation),713577007,Germ cell tumor of testis (disorder),1
715200006,History of novel psychoactive substance misuse (situation),713775002,Novel psychoactive substance misuse (disorder),1
11003051000119102,History of benign carcinoid neoplasm (situation),714810002,Benign carcinoid tumor (disorder),1
59651000119104,History of benign carcinoid neoplasm of gastrointestinal tract (situation),714811003,Benign carcinoid tumor of gastrointestinal tract (disorder),1
427958009,History of difficult intubation (situation),718447001,Difficult tracheal intubation (finding),1
720428004,History of domestic emotional abuse (situation),720025009,Domestic emotional abuse (event),1
16094781000119108,History of benign phyllodes neoplasm of breast (situation),720344007,Benign phyllodes neoplasm of breast (disorder),1
720741001,History of domestic sexual abuse (situation),720595008,Domestic sexual abuse (event),1
690481000119102,History of dissection of carotid artery (situation),720626009,Dissection of carotid artery (disorder),1
720411002,History of domestic physical abuse (situation),720684005,Domestic physical abuse (event),1
720810005,History of dissection of external carotid artery (situation),720809000,Dissection of external carotid artery (disorder),1
15627741000119108,History of Helicobacter pylori infection (situation),721730009,Infection caused by Helicobacter pylori (disorder),1
134481000119104,History of being under immunized (situation),722187008,Under immunized (finding),1
275903009,History of carcinoma (situation),722688002,Malignant epithelial neoplasm (disorder),1
73901000119107,History of renal insufficiency (situation),723188008,Renal insufficiency (disorder),1
112031000119107,History of severe nausea and vomiting following administration of anesthetic agent (situation),723975009,Nausea and vomiting following administration of anesthetic agent (disorder),1
690731000119108,History of torsades de pointe caused by drug (situation),725060001,Torsades de pointe caused by drug (disorder),1
141281000119101,History of ischemic stroke without residual deficits (situation),725132001,Ischemic stroke without residual deficits (disorder),1
10981821000119103,History of malignant carcinoid tumor of thymus (situation),726652005,Malignant carcinoid tumor of thymus (disorder),1
10995411000119108,History of malignant carcinoid tumor of bronchus (situation),726653000,Malignant carcinoid tumor of bronchus (disorder),1
286771000119106,History of malignant carcinoid tumor of colon (situation),726654006,Malignant carcinoid tumor of colon (disorder),1
762615006,History of food hypersensitivity (situation),735449006,Hypersensitivity reaction caused by food (disorder),1
109201000119100,History of exposure to fenfluramine (situation),740757008,Exposure to fenfluramine (event),1
138091000119101,History of prematurity (situation),771299009,Prematurity of infant (disorder),1
16524331000119104,History of rhabdomyolysis due to statin (situation),787206005,Rhabdomyolysis due to statin (disorder),1
293611000119101,History of domestic physical abuse of adult (situation),787209003,Domestic physical abuse of adult (event),1
292508471000119105,History of disease caused by Severe acute respiratory syndrome coronavirus 2 (situation),840539006,Disease caused by Severe acute respiratory syndrome coronavirus 2 (disorder),1
429031006,History of male erectile disorder (situation),860914002,Erectile dysfunction (disorder),1
16848061000119103,History of primary malignant neoplasm of left lung (situation),890528009,Primary malignant neoplasm of left lung (disorder),1
16848101000119100,History of primary malignant neoplasm of right lung (situation),890529001,Primary malignant neoplasm of right lung (disorder),1
16848261000119105,History of primary malignant neoplasm of bilateral lungs (situation),890534002,Primary malignant neoplasm of bilateral lungs (disorder),1
16848021000119108,History of primary malignant neoplasm of bilateral kidneys (situation),895345000,Primary malignant neoplasm of bilateral kidneys (disorder),1
16848341000119100,History of primary malignant neoplasm of left ureter (situation),895354002,Primary malignant neoplasm of left ureter (disorder),1
16848301000119102,History of primary malignant neoplasm of right ureter (situation),895355001,Primary malignant neoplasm of right ureter (disorder),1
16848381000119105,History of primary malignant neoplasm of bilateral ureters (situation),895356000,Primary malignant neoplasm of bilateral ureters (disorder),1
16848421000119101,History of primary malignant neoplasm of left testis (situation),895358004,Primary malignant neoplasm of left testis (disorder),1
16848461000119106,History of primary malignant neoplasm of right testis (situation),895359007,Primary malignant neoplasm of right testis (disorder),1
16848501000119106,History of primary malignant neoplasm of bilateral testes (situation),895361003,Primary malignant neoplasm of bilateral testes (disorder),1
97121000119101,History of closed head injury (situation),451000119106,Closed injury of head (disorder),1
789475003,History of aneurysm of peripheral artery (situation),29721000119101,Aneurysm of peripheral artery (disorder),1
11012931000119103,History of neoplasm of low malignant potential behavior of ovary (situation),33521000119105,Neoplasm of low malignant potential behavior of ovary (disorder),1
16916061000119102,History of postpartum gestational hypertension (situation),40521000119100,Postpartum pregnancy-induced hypertension (disorder),1
715477006,History of female genital mutilation (situation),95041000119101,Female genital mutilation (disorder),1
125781000119108,History of febrile urinary tract infection (situation),99631000119101,Febrile urinary tract infection (disorder),1
350351000119100,History of inverted papilloma (situation),104081000119103,Benign inverted papilloma (disorder),1
125981000119105,History of urethral parameatal cyst (situation),125991000119108,Urethral parameatal cyst (disorder),1
16847981000119105,History of primary malignant neoplasm of left kidney (situation),354351000119105,Primary malignant neoplasm of left kidney (disorder),1
16847821000119103,History of primary malignant neoplasm of right kidney (situation),354361000119107,Primary malignant neoplasm of right kidney (disorder),1
429258006,History of aspirin exacerbated respiratory disease (situation),10692681000119108,Aspirin exacerbated respiratory disease (disorder),1
413141003,History of needle stick injury (situation),10850741000119108,Accidental needle stick injury (disorder),1
16915501000119102,History of infection following procedure (situation),12246311000119109,Infection following procedure (disorder),1
16847741000119103,History of primary malignant neoplasm of bilateral ovaries (situation),15635721000119108,Primary malignant neoplasm of both ovaries (disorder),1
15647781000119101,History of villous adenoma of duodenum (situation),15641141000119100,Villous adenoma of duodenum (disorder),1
16847941000119100,History of primary transitional cell carcinoma of left kidney (situation),15959061000119101,Transitional cell carcinoma of left kidney (disorder),1
16847901000119102,History of primary transitional cell carcinoma of right kidney (situation),15959101000119103,Transitional cell carcinoma of right kidney (disorder),1
762296001,History of exposure to tobacco smoke in perinatal period (situation),16090371000119103,Exposure to second hand tobacco smoke (event),1
16524291000119105,History of myalgia caused by statin (situation),16462851000119106,Myalgia caused by statin (finding),1
776219771000119107,History of myocardial infarction due to demand ischemia (situation),16837681000119104,Myocardial infarction due to demand ischemia (disorder),1
387785661000119105,History of myocardial infarction due to atherothrombotic coronary artery disease (situation),726499301000119105,Myocardial infarction due to atherothrombotic coronary artery disease (disorder),1
