readcode,medcode,term,symptom_code
ZS78513,35192,Nominal dysphasia,Dysphasia
ZS78600,101822,Transcortical sensory dysphasia,Dysphasia
ZS78700,107238,Frontal dynamic dysphasia,Dysphasia
ZS78800,50602,Global dysphasia,Dysphasia
ZS78811,63425,Global aphasia,Dysphasia
ZS78900,52686,Mixed dysphasia,Dysphasia
ZS78A00,89004,Semantic dysphasia,Dysphasia
ZS78B00,1017528,Conduction dysphasia,Dysphasia
ZS78C00,49609,Receptive dysphasia,Dysphasia
ZS78D00,65074,Wernicke's dysphasia,Dysphasia
ZS78D12,66978,Jargon dysphasia,Dysphasia
ZS78E00,64191,Fluent dysphasia,Dysphasia
ZS78F00,98050,Posterior dysphasia,Dysphasia
ZS78G00,10110,Expressive dysphasia,Dysphasia
ZS78G11,28872,Expressive aphasia,Dysphasia
ZS78H00,48919,Broca's dysphasia,Dysphasia
ZS78I00,50803,Non-fluent dysphasia,Dysphasia
ZS78I11,91135,Non-fluent aphasia,Dysphasia
ZS78J00,1017530,Anterior dysphasia,Dysphasia
ZS78K00,71374,Efferent motor dysphasia,Dysphasia
ZS7B300,33998,Word finding difficulty,Dysphasia
ZT4D200,53393,Unable to find words,Dysphasia
ZT4D500,54427,Difficulty finding words,Dysphasia
ZT4E200,1017551,Unable to initiate words,Dysphasia
ZT4K200,1017569,Unable to use words,Dysphasia
ZT4d500,109184,Difficulty talking while playing,Dysphasia
1C3..00,5813,Earache symptoms,Ear_pain
1C32.00,5831,Unilateral earache,Ear_pain
1C33.00,6657,Bilateral earache,Ear_pain
1C3Z.00,16508,Earache symptom NOS,Ear_pain
2D7..00,5806,O/E - painful ear,Ear_pain
2D72.00,50825,O/E - ear auricle painful,Ear_pain
2D7Z.00,37432,O/E - painful ear NOS,Ear_pain
F587.00,731,Otalgia,Ear_pain
F587.11,1135,Ear pain,Ear_pain
F587000,25171,Unspecified otalgia,Ear_pain
F587200,33549,Referred ear pain,Ear_pain
F587z00,44481,Otalgia NOS,Ear_pain
1BX1.00,25211,Excessive sleep,Excessive_sleep
E274.11,57487,Hypersomnia of non-organic origin,Excessive_sleep
E274300,36992,Transient hypersomnia,Excessive_sleep
E274311,10982,Hypersomnia NOS,Excessive_sleep
E274400,25939,Persistent hypersomnia,Excessive_sleep
Eu51100,41750,[X]Nonorganic hypersomnia,Excessive_sleep
R005300,36301,[D]Hypersomnia with sleep apnoea,Excessive_sleep
R005400,26547,[D]Hypersomnia NOS,Excessive_sleep
1B84.00,5783,Has eye pain,Eye_pain
1B84.11,5920,Pain in eye,Eye_pain
F4Kz100,2098,Eye pain NOS,Eye_pain
168..00,5794,Tiredness symptom,Fatigue_asthenia
168..11,6242,Fatigue - symptom,Fatigue_asthenia
168..12,5583,Lethargy - symptom,Fatigue_asthenia
168..14,5418,C/O 'Muzzy head',Fatigue_asthenia
1682.00,1404,Fatigue,Fatigue_asthenia
1683.00,5751,Tired all the time,Fatigue_asthenia
1683.11,15516,C/O - 'tired all the time',Fatigue_asthenia
1684.00,17736,Malaise/lethargy,Fatigue_asthenia
1686.00,13027,Heavy legs,Fatigue_asthenia
1687.00,21460,Heavy feeling,Fatigue_asthenia
1688.00,9220,Exhaustion,Fatigue_asthenia
168Z.00,29292,Tiredness symptom NOS,Fatigue_asthenia
1B3..12,6029,Weakness symptoms,Fatigue_asthenia
1B32.00,2855,Weakness present,Fatigue_asthenia
1B37.00,42041,Loss of power in limb,Fatigue_asthenia
43G3200,47915,Smooth muscle antibodies weakly positive,Fatigue_asthenia
E20..00,5249,Neurotic disorders,Fatigue_asthenia
E205.00,3361,Neurasthenia - nervous debility,Fatigue_asthenia
E205.11,1582,Nervous exhaustion,Fatigue_asthenia
E205.12,7235,Tired all the time,Fatigue_asthenia
E20y.00,42000,Other neurotic disorders,Fatigue_asthenia
E20y200,39518,Other occupational neurosis,Fatigue_asthenia
E20y300,72171,Psychasthenic neurosis,Fatigue_asthenia
E20yz00,43050,Other neurotic disorder NOS,Fatigue_asthenia
E20z.00,14780,Neurotic disorder NOS,Fatigue_asthenia
E20z.11,791,Nervous breakdown,Fatigue_asthenia
E211200,10455,Depressive personality disorder,Fatigue_asthenia
E262.00,29448,Psychogenic cardiovascular symptoms,Fatigue_asthenia
E262000,15292,Cardiac neurosis,Fatigue_asthenia
E262100,1005897,Cardiovascular neurosis,Fatigue_asthenia
E262200,15284,Neurocirculatory asthenia,Fatigue_asthenia
E262300,30961,Psychogenic cardiovascular disorder,Fatigue_asthenia
Eu34100,7953,[X]Dysthymia,Fatigue_asthenia
Eu34111,8584,[X]Depressive neurosis,Fatigue_asthenia
Eu34112,10290,[X]Depressive personality disorder,Fatigue_asthenia
Eu34113,7737,[X]Neurotic depression,Fatigue_asthenia
Eu45300,41038,[X]Somatoform autonomic dysfunction,Fatigue_asthenia
Eu45311,44269,[X]Cardiac neurosis,Fatigue_asthenia
Eu45312,32632,[X]Da Costa's syndrome,Fatigue_asthenia
Eu45313,63259,[X]Gastric neurosis,Fatigue_asthenia
Eu45314,50793,[X]Neurocirculatory asthenia,Fatigue_asthenia
Eu45316,12715,[X]Psychogenic cough,Fatigue_asthenia
Eu45317,43316,[X]Psychogenic diarrhoea,Fatigue_asthenia
Eu45318,16714,[X]Psychogenic dyspepsia,Fatigue_asthenia
Eu45319,53122,[X]Psychogenic dysuria,Fatigue_asthenia
Eu45320,47698,[X]Psychogenic flatulence,Fatigue_asthenia
Eu45321,53737,[X]Psychogenic hiccough,Fatigue_asthenia
Eu45323,17081,[X]Psychogenic freq micturit,Fatigue_asthenia
Eu45324,16560,[X]Psychogenic IBS,Fatigue_asthenia
Eu45325,93067,[X]Psychogenic pylorospasm,Fatigue_asthenia
Eu46000,16561,[X]Neurasthenia,Fatigue_asthenia
Eu46011,9656,[X]Fatigue syndrome,Fatigue_asthenia
Eu46y00,44331,[X]Other specified neurotic disorders,Fatigue_asthenia
Eu46y11,100116,[X]Briquet's disorder,Fatigue_asthenia
Eu46y14,61753,[X]Psychasthenia,Fatigue_asthenia
Eu46y15,90597,[X]Psychasthenia neurosis,Fatigue_asthenia
Eu46z00,49628,"[X]Neurotic disorder, unspecified",Fatigue_asthenia
Eu46z11,21431,[X]Neurosis NOS,Fatigue_asthenia
F03y.12,4364,Myalgic encephalomyelitis,Fatigue_asthenia
F286.00,4546,Chronic fatigue syndrome,Fatigue_asthenia
F286.11,7529,CFS - Chronic fatigue syndrome,Fatigue_asthenia
F286.15,1040,Myalgic encephalomyelitis,Fatigue_asthenia
F286.16,6552,ME - Myalgic encephalomyelitis,Fatigue_asthenia
R007.00,44215,[D]Malaise and fatigue,Fatigue_asthenia
R007100,1688,[D]Fatigue,Fatigue_asthenia
R007200,5049,[D]Asthenia NOS,Fatigue_asthenia
R007211,9889,[D]General weakness,Fatigue_asthenia
R007300,1371,[D]Lethargy,Fatigue_asthenia
R007500,1147,[D]Tiredness,Fatigue_asthenia
R007z00,23932,[D]Malaise and fatigue NOS,Fatigue_asthenia
R007z11,5814,[D]Lassitude,Fatigue_asthenia
R202.00,43047,[D]Senile asthenia,Fatigue_asthenia
R203.00,27430,[D]Senile debility,Fatigue_asthenia
R2y3.00,1900,"[D]Debility, unspecified",Fatigue_asthenia
SN45.00,17083,Excessive exertion exhaustion,Fatigue_asthenia
SN45.11,20330,Overexertion,Fatigue_asthenia
TGBz.00,105282,Overexertion NOS,Fatigue_asthenia
U1B..00,46888,"[X]Overexertion, travel and privation",Fatigue_asthenia
1B73.00,927,Flashing lights seen,Flashing_lights
1B74.00,4106,Floaters seen,Flashing_lights
F481C00,17670,Photopsia,Flashing_lights
F4K2900,629,Vitreous floaters,Flashing_lights
1953.00,33772,Waterbrash,Gastric_reflux
1953.11,6412,Waterbrash symptom,Gastric_reflux
1955.00,846,Heartburn,Gastric_reflux
1955.11,6041,Heartburn symptom,Gastric_reflux
1957.00,7577,Gastric reflux,Gastric_reflux
A074313,14928,Helicobacter gastritis,Gastric_reflux
J101100,2535,Reflux oesophagitis,Gastric_reflux
J101111,15054,Acid reflux,Gastric_reflux
J101112,7104,Gastro-oesophageal reflux with oesophagitis,Gastric_reflux
J101113,16605,Oesophageal reflux with oesophagitis,Gastric_reflux
J101114,15579,Peptic oesophagitis,Gastric_reflux
J101115,16450,Regurgitant oesophagitis,Gastric_reflux
J103400,96109,Peptic stricture of oesophagus,Gastric_reflux
J10y400,25610,Oesopheal reflux without mention of oesophagitis,Gastric_reflux
J10y411,1327,Oesophageal reflux,Gastric_reflux
J10y412,984,Gastro-oesophageal reflux,Gastric_reflux
J10y413,2281,Acid reflux,Gastric_reflux
J15..00,3341,Gastritis and duodenitis,Gastric_reflux
J150.00,5635,Acute gastritis,Gastric_reflux
J150000,29492,Acute haemorrhagic gastritis,Gastric_reflux
J151.00,2936,Chronic gastritis,Gastric_reflux
J151000,15025,Chronic atrophic gastritis,Gastric_reflux
J151100,11497,Chronic inflammatory gastritis,Gastric_reflux
J151200,38638,Chronic superficial gastritis,Gastric_reflux
J151z00,19190,Chronic gastritis NOS,Gastric_reflux
J152.00,14787,Gastric mucosal hypertrophy,Gastric_reflux
J153.00,4506,Alcoholic gastritis,Gastric_reflux
J154.00,5858,Other specified gastritis,Gastric_reflux
J154200,11519,Irritant gastritis,Gastric_reflux
J154300,27763,Corrosive gastritis,Gastric_reflux
J154400,10906,Helicobacter gastritis,Gastric_reflux
J154z00,18260,Other specified gastritis NOS,Gastric_reflux
J155.00,1138,Gastritis unspecified,Gastric_reflux
J156.00,25544,Gastroduodenitis unspecified,Gastric_reflux
J157.00,376,Duodenitis,Gastric_reflux
J15z.00,9731,Gastritis and duodenitis NOS,Gastric_reflux
J433000,8566,Dietetic gastritis,Gastric_reflux
J4z0.00,6420,Non-infective gastritis NOS,Gastric_reflux
Jyu1200,73154,[X]Other acute gastritis,Gastric_reflux
Jyu1300,45769,[X]Other gastritis,Gastric_reflux
R071.00,4448,[D]Heartburn,Gastric_reflux
R071000,4927,[D]Pyrosis,Gastric_reflux
R071100,14849,[D]Waterbrash,Gastric_reflux
R071z00,25805,[D]Heartburn NOS,Gastric_reflux
ZV65316,18596,[V]Dietary counselling in gastritis,Gastric_reflux
172..00,4135,Blood in sputum - haemoptysis,Haemoptysis
172..11,10013,Blood in sputum - symptom,Haemoptysis
172..12,1610,Haemoptysis - symptom,Haemoptysis
1720.00,107548,Massive haemoptysis,Haemoptysis
R063.00,2244,[D]Haemoptysis,Haemoptysis
R063000,8239,[D]Cough with haemorrhage,Haemoptysis
R063100,7285,[D]Pulmonary haemorrhage NOS,Haemoptysis
R063z00,33742,[D]Haemoptysis NOS,Haemoptysis
1N02.00,22576,C/O: hair loss,Hair_loss
22D4.00,36837,O/E - loss of hair,Hair_loss
22D7.00,15916,O/E - patches of alopecia,Hair_loss
22D7.11,8110,O/E - alopecia,Hair_loss
22DA.00,21712,O/E - balding,Hair_loss
38V8.00,1000810,Severity of Alopecia Tool,Hair_loss
M240.00,1037,Alopecia,Hair_loss
M240.11,4624,Thinning of hair,Hair_loss
M240000,976,Alopecia unspecified,Hair_loss
M240011,5272,Baldness,Hair_loss
M240012,1942,Hair loss,Hair_loss
M240100,685,Alopecia areata,Hair_loss
M240111,60422,Ophiasis,Hair_loss
M240200,11217,Male pattern alopecia,Hair_loss
M240300,31692,Frontal alopecia of women,Hair_loss
M240400,4305,Premature alopecia,Hair_loss
M240600,52294,Alopecia senilis,Hair_loss
M240700,50780,Alopecia febrilis,Hair_loss
M240800,41612,Alopecia localis,Hair_loss
M240900,43109,Alopecia disseminata,Hair_loss
M240A00,16768,Cachectic alopecia,Hair_loss
M240B00,2449,Alopecia totalis,Hair_loss
M240C00,48735,Alopecia follicularis,Hair_loss
M240D00,67626,Marginal alopecia,Hair_loss
M240E00,59108,Alopecia neurotica,Hair_loss
M240F00,60760,Peroneal alopecia,Hair_loss
M240H00,48719,Alopecia seborrhoeica,Hair_loss
M240K00,2154,Alopecia universalis,Hair_loss
M240L00,36911,Drug-induced androgenic alopecia,Hair_loss
M240M00,5898,Telogen effluvium,Hair_loss
M240N00,51945,Anagen effluvium,Hair_loss
M240P00,68076,Alopecia mucinosa,Hair_loss
M240U00,99217,Ophiasis,Hair_loss
M240V00,21878,Traction alopecia,Hair_loss
M240z00,9157,Alopecia NOS,Hair_loss
M245.00,18069,Other specified follicular disorders,Hair_loss
M24X.00,9290,"Cicatricial alopecia, unspecified",Hair_loss
M2yF.00,102343,Follicular mucinosis,Hair_loss
Myu6.00,51300,[X]Disorders of skin appendages,Hair_loss
Myu6100,52908,[X]Nail disorders in other diseases classified elsewhere,Hair_loss
Myu6200,53782,[X]Other alopecia areata,Hair_loss
Myu6300,52957,[X]Other androgenic alopecia,Hair_loss
Myu6400,105191,[X]Other specified nonscarring hair loss,Hair_loss
Myu6500,1007339,[X]Other cicatricial alopecia,Hair_loss
Myu6600,110649,[X]Other hair colour and hair shaft abnormalities,Hair_loss
Myu6700,104027,[X]Other hypertrichosis,Hair_loss
Myu6B00,95801,[X]Other specified follicular disorders,Hair_loss
Myu6C00,100067,[X]Other eccrine sweat disorders,Hair_loss
Myu6D00,1007340,[X]Other apocrine sweat disorders,Hair_loss
Myu6E00,111205,"[X]Cicatricial alopecia, unspecified",Hair_loss
1B1E.00,1914,Hallucinations,Hallucinations
1B1b.00,19518,Transient hallucinations,Hallucinations
1B1d.00,86762,Hypnagogic hallucination,Hallucinations
1B1e.00,85836,Hypnopompic hallucination,Hallucinations
1S04.00,42292,C/O - illusions seen,Hallucinations
E104.11,93167,Oneirophrenia,Hallucinations
Eu23200,11778,[X]Acute schizophrenia-like psychotic disorder,Hallucinations
Eu23211,59096,[X]Brief schizophreniform disorder,Hallucinations
Eu23212,70884,[X]Brief schizophrenifrm psych,Hallucinations
Eu23213,1005944,[X]Oneirophrenia,Hallucinations
Eu23214,94604,[X]Schizophrenic reaction,Hallucinations
F481K00,15066,Visual hallucinations,Hallucinations
R001.00,2455,[D]Hallucinations,Hallucinations
R001000,12120,"[D]Hallucinations, auditory",Hallucinations
R001100,53990,"[D]Hallucinations, gustatory",Hallucinations
R001200,25283,"[D]Hallucinations, olfactory",Hallucinations
R001300,64131,"[D]Hallucinations, tactile",Hallucinations
R001400,12064,[D]Visual hallucinations,Hallucinations
R001z00,19916,[D]Hallucinations NOS,Hallucinations
Ryu5300,53761,[X]Other hallucinations,Hallucinations
Z4K3.00,1015739,Interpretation of hallucinations,Hallucinations
Z4K4.00,1015740,Clarification of hallucinations,Hallucinations
Z4K4.11,1015741,Analysing hallucinations,Hallucinations
Z4K5.00,1015742,Avoiding positive reinforcement of hallucinations,Hallucinations
Z4K6.00,1015744,Allowing patient to talk about hallucinations,Hallucinations
Z4K7.00,1015745,Allowing patient to explore hallucinations,Hallucinations
1474.00,5029,H/O: migraine,Headache
1474000,103451,H/O migraine with aura,Headache
147E.00,83480,History of headache,Headache
1B1G.00,129,Headache,Headache
1B1G.11,5767,C/O - a headache,Headache
1B1G.12,20800,Cephalgia,Headache
1B1G000,3716,Sinus headache,Headache
1B1G100,17011,Viral headache,Headache
1BA..00,16247,Headache site,Headache
1BA2.00,9891,Generalised headache,Headache
1BA3.00,11321,Unilateral headache,Headache
1BA4.00,21663,Bilateral headache,Headache
1BA5.00,130,Frontal headache,Headache
1BA5.11,5754,Pain in sinuses,Headache
1BA6.00,1788,Occipital headache,Headache
1BA7.00,9048,Parietal headache,Headache
1BA8.00,3340,Temporal headache,Headache
1BA9.00,12017,Sinus headache,Headache
1BAZ.00,17830,Headache site NOS,Headache
1BB..00,9915,Headache character,Headache
1BB1.00,20932,Aching headache,Headache
1BB2.00,5335,Throbbing headache,Headache
1BB3.00,42903,Shooting headache,Headache
1BB4.00,4949,Morning headache,Headache
1BBZ.00,29394,Headache character NOS,Headache
721BA00,109781,Removal of weight from upper eyelid,Headache
7B1BA00,105230,Diag endos exam uret and biop les uret us rigid ureteroscope,Headache
8B6N.00,11389,Migraine prophylaxis,Headache
8H4c.00,93476,Referral to headache special interest general practitioner,Headache
9NiB.00,94517,DNA headache special interest general practitioner clinic,Headache
9Nl7.00,93673,Seen by general practitioner with special interest headache,Headache
BBr0400,72310,[M]Aleukaemic leukaemia NOS,Headache
E278100,191,Tension headache,Headache
E278111,9999,Muscular headache,Headache
F26..00,161,Migraine,Headache
F260.00,3220,Classical migraine,Headache
F260.11,103502,Migraine with aura,Headache
F261.00,2424,Common migraine,Headache
F261.11,103602,Migraine without aura,Headache
F261000,9633,Atypical migraine,Headache
F261100,5660,Sick headache,Headache
F261z00,41497,Common migraine NOS,Headache
F262.00,5509,Migraine variants,Headache
F262000,2554,Cluster headache,Headache
F262100,33362,Horton's (histamine) neuralgia,Headache
F262200,2861,Abdominal migraine,Headache
F262300,9004,Basilar migraine,Headache
F262400,10583,Ophthalmic migraine,Headache
F262500,321,Periodic migrainous neuralgia,Headache
F262600,7512,[X] Tension type headache,Headache
F262700,101339,Chronic paroxysmal hemicrania,Headache
F262900,103899,Infrequent episodic tension-type headache,Headache
F262A00,103755,Frequent episodic tension-type headache,Headache
F262B00,103537,Chronic tension-type headache,Headache
F262D00,103443,Paroxysmal hemicrania,Headache
F262z00,23621,Migraine variant NOS,Headache
F26y.00,28031,Other forms of migraine,Headache
F26y000,3658,Hemiplegic migraine,Headache
F26y100,12511,Ophthalmoplegic migraine,Headache
F26y111,65262,Moebius' ophthalmoplegic migraine,Headache
F26y200,22685,Status migrainosus,Headache
F26y300,27930,Complicated migraine,Headache
F26yz00,28092,Other forms of migraine NOS,Headache
F26z.00,14700,Migraine NOS,Headache
F290011,29404,Headache after myelogram,Headache
Fyu5300,53813,[X]Other migraine,Headache
Fyu5E00,98205,[X]Chronic headache disorder,Headache
R040.00,1197,[D]Headache,Headache
R040z00,5056,[D]Pain in head NOS,Headache
R090D00,17762,[D]Abdominal migraine,Headache
7308400,84365,Placement of hearing implant in external ear,Hearing_loss
7317C00,68636,Placement of hearing implant in middle ear,Hearing_loss
7319.00,59392,Attachment of bone anchored hearing prosthesis,Hearing_loss
7319100,89253,Insertion fixtures bone anchored hearing prosthesis Stage 2,Hearing_loss
7319200,91930,Reduction soft tissue for bone anchored hearing prosthesis,Hearing_loss
7319300,97761,Attention to fixtures for bone anchored hearing prosthesis,Hearing_loss
7319400,93278,One stage insert fixtures bone anchored hearing prosthesis,Hearing_loss
7319500,101755,Fitting external hearing prosthesis bone anchored fixtures,Hearing_loss
7319600,108029,First stge ins fixtures for bone anchored hearing prosthesis,Hearing_loss
7319700,108030,Second stage ins fixtures for bone anchored hearing prosth,Hearing_loss
7319y00,98553,Other specified attachment bone anchored hearing prosthesis,Hearing_loss
7319z00,98241,Attachment of bone anchored hearing prosthesis NOS,Hearing_loss
E2F3200,1005904,Articulatory defect due to conductive hearing loss,Hearing_loss
E2F3211,1005905,Articulatory impairment due to conductive hearing loss,Hearing_loss
F580100,1752,Presbyacusis,Hearing_loss
F580111,30208,Senile presbyacusis,Hearing_loss
F581200,15940,Noise-induced hearing loss,Hearing_loss
F59..00,412,Hearing loss,Hearing_loss
F590.00,8941,Conductive hearing loss,Hearing_loss
F590000,1151,Unspecified conductive hearing loss,Hearing_loss
F590100,36660,Conductive hearing loss due to disorder of external ear,Hearing_loss
F590300,31748,Conductive hearing loss due to disorder of middle ear,Hearing_loss
F590400,94782,Conductive hearing loss due to disorder of inner ear,Hearing_loss
F590500,18945,"Conductive hearing loss, bilateral",Hearing_loss
F590y00,62906,Combined conductive hearing loss,Hearing_loss
F590z00,33583,Conductive hearing loss NOS,Hearing_loss
F591.00,536,Sensorineural hearing loss,Hearing_loss
F591.14,12829,Perceptive hearing loss,Hearing_loss
F591000,2061,Unspecified perceptive hearing loss,Hearing_loss
F591100,18520,Sensory hearing loss,Hearing_loss
F591200,6846,Neural hearing loss,Hearing_loss
F591300,69894,Central hearing loss,Hearing_loss
F591600,10112,"Sensorineural hearing loss, bilateral",Hearing_loss
F591900,107364,Bilateral profound sensorineural hearing loss,Hearing_loss
F591A00,107323,Bilateral congenital sensorineural hearing loss,Hearing_loss
F591B00,107607,Profound sensorineural hearing loss,Hearing_loss
F591D00,107265,Mild sensorineural hearing loss,Hearing_loss
F591E00,107610,Severe sensorineural hearing loss,Hearing_loss
F591y00,54116,Combined perceptive hearing loss,Hearing_loss
F591z00,16393,Perceptive hearing loss NOS,Hearing_loss
F592.11,9882,Mixed hearing loss,Hearing_loss
F592100,7301,"Mixed conductive and sensorineural hearing loss, bilateral",Hearing_loss
F597.00,99753,Mild acquired hearing loss,Hearing_loss
F598.00,100127,Moderate acquired hearing loss,Hearing_loss
F599.00,100276,Severe acquired hearing loss,Hearing_loss
F59A.00,100654,Profound acquired hearing loss,Hearing_loss
F59y.00,38563,Other specified forms of hearing loss,Hearing_loss
FyuU100,53800,[X]Other specified hearing loss,Hearing_loss
ZE87.16,12324,HI - Hearing impairment,Hearing_loss
1D15.00,5784,C/O: itching,Hives_itchy_skin
1N04.00,99843,Itching of skin lesion,Hives_itchy_skin
2227.12,4277,O/E - itchy rash,Hives_itchy_skin
2F8..00,7031,O/E - weals present,Hives_itchy_skin
2F82.00,39255,O/E - weals present,Hives_itchy_skin
2F8Z.00,65374,O/E - weals NOS,Hives_itchy_skin
2FT4.00,22793,Itching of pigmented skin lesion,Hives_itchy_skin
AC03.00,57434,Cutaneous schistosomiasis,Hives_itchy_skin
AC03.11,31450,Swimmers' itch,Hives_itchy_skin
AC6z000,21183,Cutaneous larva migrans NOS,Hives_itchy_skin
E263000,15959,Psychogenic pruritus,Hives_itchy_skin
Eu45y13,16679,[X]Psychogenic pruritis,Hives_itchy_skin
L16E.00,16775,Pregnancy pruritus,Hives_itchy_skin
M12A200,15310,Solar urticaria,Hives_itchy_skin
M18..00,1920,Pruritus and related conditions,Hives_itchy_skin
M182.00,1075,Prurigo,Hives_itchy_skin
M182300,23789,Prurigo simplex,Hives_itchy_skin
M182z00,20024,Prurigo NOS,Hives_itchy_skin
M18y.00,10138,Other specified pruritic conditions,Hives_itchy_skin
M18y000,98652,Pruritus aestivalis,Hives_itchy_skin
M18y100,23442,Pruritus hiemalis,Hives_itchy_skin
M18y200,12134,Pruritus senilis,Hives_itchy_skin
M18yz00,24633,Other pruritic conditions NOS,Hives_itchy_skin
M18yz11,9474,Aquagenic pruritis,Hives_itchy_skin
M18z.00,1829,Pruritus NOS,Hives_itchy_skin
M18z.12,2311,Itch,Hives_itchy_skin
M28..00,1272,Urticaria,Hives_itchy_skin
M280.00,6400,Allergic urticaria,Hives_itchy_skin
M280.11,38554,Drug induced urticaria,Hives_itchy_skin
M281.00,8948,Idiopathic urticaria,Hives_itchy_skin
M282.00,16294,Urticaria due to cold and heat,Hives_itchy_skin
M282000,7651,Cold urticaria,Hives_itchy_skin
M282100,30016,Thermal urticaria,Hives_itchy_skin
M282111,17710,Heat urticaria,Hives_itchy_skin
M282z00,45386,Urticaria due to cold and heat NOS,Hives_itchy_skin
M283.00,1594,Dermatographic urticaria,Hives_itchy_skin
M283.11,43163,Factitial urticaria,Hives_itchy_skin
M284.00,20919,Vibratory urticaria,Hives_itchy_skin
M285.00,9041,Cholinergic urticaria,Hives_itchy_skin
M286.00,6678,Contact urticaria,Hives_itchy_skin
M287.00,24845,Physical urticaria,Hives_itchy_skin
M28y.00,1869,Other specified urticaria,Hives_itchy_skin
M28y.11,11883,Nettle rash,Hives_itchy_skin
M28y000,20986,Urticaria geographica,Hives_itchy_skin
M28y100,50836,Menstrual urticaria,Hives_itchy_skin
M28y200,51725,Urticaria persistans,Hives_itchy_skin
M28yz00,23645,Other specified urticaria NOS,Hives_itchy_skin
M28z.00,15138,Urticaria NOS,Hives_itchy_skin
M28z.11,7244,Hives,Hives_itchy_skin
Myu2A00,69754,[X]Other prurigo,Hives_itchy_skin
Myu2B00,52837,[X]Other pruritus,Hives_itchy_skin
Myu2D00,52818,"[X]Pruritus, unspecified",Hives_itchy_skin
Myu4.00,70628,[X]Urticaria and erythema,Hives_itchy_skin
Myu4000,49257,[X]Other urticaria,Hives_itchy_skin
SN51.00,4173,Angioneurotic oedema,Hives_itchy_skin
SN51.11,78446,Angioedema,Hives_itchy_skin
SP35400,50380,Urticaria due to serum,Hives_itchy_skin
1B96.00,110439,Speech impairment,Hoarse_voice
1CA..00,6517,Hoarseness symptom,Hoarse_voice
1CA..11,11627,Hoarseness - throat symptom,Hoarse_voice
1CA2.00,5936,Hoarse,Hoarse_voice
1CA2.11,2246,Voice hoarseness,Hoarse_voice
1CAZ.00,38120,Hoarseness symptom NOS,Hoarse_voice
2DE4.00,16810,O/E - hoarseness,Hoarse_voice
2DE5.00,7848,O/E - dysphonia,Hoarse_voice
2DE6.00,6760,O/E - aphonia,Hoarse_voice
E201z11,4105,Aphonia - hysterical,Hoarse_voice
E261500,41615,Psychogenic aphonia,Hoarse_voice
Eu44400,34978,[X]Dissociative motor disorders,Hoarse_voice
Eu44411,12147,[X]Psychogenic aphonia,Hoarse_voice
Eu44412,18801,[X]Psychogenic dysphonia,Hoarse_voice
Eu80B00,109738,[X]Speech disorder,Hoarse_voice
R044.00,6423,[D]Voice disturbance,Hoarse_voice
R044000,2735,"[D]Voice disturbance, unspecified",Hoarse_voice
R044100,4820,[D]Aphonia,Hoarse_voice
R044200,3184,[D]Loss of voice,Hoarse_voice
R044300,5281,[D]Change in voice,Hoarse_voice
R044400,1412,[D]Dysphonia,Hoarse_voice
R044500,1921,[D]Hoarseness,Hoarse_voice
R044z00,48456,[D]Other voice disturbance NOS,Hoarse_voice
R045.00,18039,[D]Other speech disturbance,Hoarse_voice
R045z00,5688,[D]Other speech disturbance NOS,Hoarse_voice
Ryu6000,95670,[X]Other and unspecified speech disturbances,Hoarse_voice
Ryu6200,97636,[X]Other and unspecified voice disturbances,Hoarse_voice
ZD31.11,45504,Dysphonia therapy,Hoarse_voice
ZS2..00,40106,Disorder of voice,Hoarse_voice
ZS21.00,10277,Dysphonia,Hoarse_voice
ZS21100,49366,Hyperkinetic dysphonia,Hoarse_voice
ZS21200,43769,Hypofunctional dysphonia,Hoarse_voice
ZS21300,22331,Hyperfunctional dysphonia,Hoarse_voice
ZS22.00,36615,Aphonia,Hoarse_voice
ZS22100,1017511,Hyperkinetic aphonia,Hoarse_voice
ZS22200,94084,Hypofunctional aphonia,Hoarse_voice
ZS22300,99125,Hyperfunctional aphonia,Hoarse_voice
ZS26.00,18490,Spasmodic dysphonia,Hoarse_voice
ZS26.11,35056,Spastic dysphonia,Hoarse_voice
ZS26100,46563,Adductor spasmodic dysphonia,Hoarse_voice
ZS26111,63535,Adductor spastic dysphonia,Hoarse_voice
ZS26200,54751,Abductor spasmodic dysphonia,Hoarse_voice
ZS26211,106145,Abductor spastic dysphonia,Hoarse_voice
ZS27.00,69141,Breathy voice,Hoarse_voice
ZS28.11,39933,Weakness of voice,Hoarse_voice
ZT11.00,12280,Loss of voice,Hoarse_voice
ZT15.00,19051,Change in voice,Hoarse_voice
ZV41400,7277,[V]Problem with voice production,Hoarse_voice
1657.00,11438,Hot flushes,Hot_flushes
1672.12,28762,Goes red - symptom,Hot_flushes
K5A2000,9547,Menopausal flushing,Hot_flushes
K5A2011,814,Hot flushes - menopausal,Hot_flushes
F584200,8628,Hyperacusis,Hyperacusis
Z7CLP12,56035,Subjective hyperacusis,Hyperacusis
Z7CLQ00,106716,Hyperacusis,Hyperacusis
Z7CLQ11,1016122,Oversensitive hearing,Hyperacusis
ZED..00,25198,Sensitive hearing,Hyperacusis
1613.00,16092,Appetite increased,Increased_appetite
1B1B.00,21305,Cannot sleep - insomnia,Insomnia
1B1B.11,4537,C/O - insomnia,Insomnia
1B1B000,3523,Initial insomnia,Insomnia
1B1B100,5675,Middle insomnia,Insomnia
