conceptId,term
116959007,Polymyositis/scleroderma extractable nuclear antibody (substance)
116959007,Polymyositis/scleroderma extractable nuclear antibody (substance)
116959007,Polymyositis/scleroderma extractable nuclear antibody (substance)
116960002,Neuronal nuclear type 2 antibody (substance)
116960002,Neuronal nuclear type 2 antibody (substance)
116960002,Neuronal nuclear type 2 antibody (substance)
116963000,Antibody to Streptococcus pneumoniae Danish serotype 6A (substance)
116963000,Antibody to Streptococcus pneumoniae Danish serotype 6A (substance)
116963000,Antibody to Streptococcus pneumoniae Danish serotype 6A (substance)
116963000,Antibody to Streptococcus pneumoniae Danish serotype 6A (substance)
116963000,Antibody to Streptococcus pneumoniae Danish serotype 6A (substance)
116963000,Antibody to Streptococcus pneumoniae Danish serotype 6A (substance)
116963000,Antibody to Streptococcus pneumoniae Danish serotype 6A (substance)
116964006,Human T-lymphotrophic virus type II glycoprotein 46 antibody (substance)
116964006,Human T-lymphotrophic virus type II glycoprotein 46 antibody (substance)
116965007,Human T-lymphotrophic virus recombinant glycoprotein 21 antibody (substance)
116965007,Human T-lymphotrophic virus recombinant glycoprotein 21 antibody (substance)
116966008,Human T-lymphotrophic virus type II protein 19 antibody (substance)
116966008,Human T-lymphotrophic virus type II protein 19 antibody (substance)
116967004,Human T-lymphotrophic virus type II protein 26 antibody (substance)
116967004,Human T-lymphotrophic virus type II protein 26 antibody (substance)
116968009,Human T-lymphotrophic virus type II protein 28 antibody (substance)
116968009,Human T-lymphotrophic virus type II protein 28 antibody (substance)
116969001,Human T-lymphotrophic virus type II protein 32 antibody (substance)
116969001,Human T-lymphotrophic virus type II protein 32 antibody (substance)
116970000,Human T-lymphotrophic virus type II protein 36 antibody (substance)
116970000,Human T-lymphotrophic virus type II protein 36 antibody (substance)
116971001,Human T-lymphotrophic virus type II protein 53 antibody (substance)
116971001,Human T-lymphotrophic virus type II protein 53 antibody (substance)
116972008,Human T-lymphotrophic virus type II recombinant glycoprotein 21 antibody (substance)
116972008,Human T-lymphotrophic virus type II recombinant glycoprotein 21 antibody (substance)
116973003,Human T-lymphotrophic virus type II recombinant glycoprotein 46 antibody (substance)
116973003,Human T-lymphotrophic virus type II recombinant glycoprotein 46 antibody (substance)
116974009,Human T-lymphotrophic virus type II recombinant glycoprotein 46-1 antibody (substance)
116974009,Human T-lymphotrophic virus type II recombinant glycoprotein 46-1 antibody (substance)
116975005,Human T-lymphotrophic virus type II recombinant glycoprotein 46-2 antibody (substance)
116975005,Human T-lymphotrophic virus type II recombinant glycoprotein 46-2 antibody (substance)
116976006,Human T-lymphotrophic virus type I recombinant glycoprotein 46 antibody (substance)
116976006,Human T-lymphotrophic virus type I recombinant glycoprotein 46 antibody (substance)
116977002,Human T-lymphotrophic virus type I recombinant glycoprotein 46-1 antibody (substance)
116977002,Human T-lymphotrophic virus type I recombinant glycoprotein 46-1 antibody (substance)
116978007,Human T-lymphotrophic virus type I recombinant glycoprotein 46-2 antibody (substance)
116978007,Human T-lymphotrophic virus type I recombinant glycoprotein 46-2 antibody (substance)
116979004,Streptococcal anti-hyaluronidase (substance)
116980001,Sulfate-3-glucuronyl paragloboside antibody (substance)
116980001,Sulfate-3-glucuronyl paragloboside antibody (substance)
116981002,"Human immunodeficiency virus, type I protein 26 antibody (substance)"
116981002,"Human immunodeficiency virus, type I protein 26 antibody (substance)"
116982009,Antigen of Human immunodeficiency virus 1 (substance)
116982009,Antigen of Human immunodeficiency virus 1 (substance)
116982009,Antigen of Human immunodeficiency virus 1 (substance)
116983004,JO-1 extractable nuclear antigen (substance)
116984005,Neuronal nuclear type 1 antigen (substance)
116986007,Histone antigen (substance)
116987003,Antigen of Human immunodeficiency virus 1 protein 24 (substance)
116987003,Antigen of Human immunodeficiency virus 1 protein 24 (substance)
116987003,Antigen of Human immunodeficiency virus 1 protein 24 (substance)
116987003,Antigen of Human immunodeficiency virus 1 protein 24 (substance)
116988008,Antigen of Human papillomavirus 17 (substance)
116988008,Antigen of Human papillomavirus 17 (substance)
116988008,Antigen of Human papillomavirus 17 (substance)
116989000,Antigen of Primate T-lymphotropic virus recombinant glycoprotein 21 (substance)
116989000,Antigen of Primate T-lymphotropic virus recombinant glycoprotein 21 (substance)
116989000,Antigen of Primate T-lymphotropic virus recombinant glycoprotein 21 (substance)
116989000,Antigen of Primate T-lymphotropic virus recombinant glycoprotein 21 (substance)
116989000,Antigen of Primate T-lymphotropic virus recombinant glycoprotein 21 (substance)
116991008,Placental alkaline phosphatase antigen (substance)
116992001,Beta-2-microglobulin amyloid antigen (substance)
116993006,"Immunoglobulin, L chain, kappa amyloid antigen (substance)"
116994000,"Immunoglobulin, L chain, lambda amyloid antigen (substance)"
116995004,Peanut agglutinin antigen (substance)
116996003,Synaptophysin antigen (substance)
117004004,9-hydroxyrisperidone (substance)
117057003,Normethsuximide (substance)
117058008,Amoxapine metabolite (substance)
117059000,Trenbolone (substance)
117060005,3-O-methyldopa (substance)
117147001,Almecillin (substance)
117148006,O-Desmethyvenlafaxine (substance)
117149003,Hydroxybupropion (substance)
117150003,Modecainide (substance)
117150003,Modecainide (substance)
117151004,"Carbamazepine-10,11-epoxide (substance)"
117152006,Desmethylastemizole (substance)
117153001,Desmethylclobazam (substance)
117154007,Desmethylparamethadione (substance)
117155008,Despropionylfentanyl (substance)
117156009,Diquat (substance)
117157000,Dolichol (substance)
117158005,Alpha hydroxyalprazolam (substance)
117159002,Hydroxyethylflurazepam (substance)
117160007,Hydroxytriazolam (substance)
117162004,Liver/kidney microsomal antibody (substance)
117163009,Human leukocyte antigen DQ1 (substance)
117163009,Human leukocyte antigen DQ1 (substance)
117163009,Human leukocyte antigen DQ1 (substance)
117163009,Human leukocyte antigen DQ1 (substance)
117163009,Human leukocyte antigen DQ1 (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117164003,Human lymphocyte antigen HLA-DQ2 antigen (substance)
117168000,Substance with activated protein C inhibitor mechanism of action (substance)
117168000,Substance with activated protein C inhibitor mechanism of action (substance)
117174000,Nucleic acid sequence with relative specificity for microorganism (substance)
117175004,Ribosomal ribonucleic acid of Blastomyces dermatitidis (substance)
117175004,Ribosomal ribonucleic acid of Blastomyces dermatitidis (substance)
117177007,Sulfonyluric hypoglycemic (substance)
117177007,Sulfonyluric hypoglycemic (substance)
117178002,Meclofenamate (substance)
117179005,Phenethylamine (substance)
117179005,Phenethylamine (substance)
117180008,Phenylethylmalonamide (substance)
117181007,Phenylethylmalonate (substance)
117182000,Pirmenol (substance)
117183005,Oxychlordane (substance)
117184004,Orthocresol (substance)
117184004,Orthocresol (substance)
117185003,Epichlorohydrin (substance)
117185003,Epichlorohydrin (substance)
117186002,N-methylformamide (substance)
117187006,Ribosomal ribonucleic acid of Listeria monocytogenes (substance)
117187006,Ribosomal ribonucleic acid of Listeria monocytogenes (substance)
117188001,Ribosomal ribonucleic acid of Mycobacterium avium complex (substance)
117188001,Ribosomal ribonucleic acid of Mycobacterium avium complex (substance)
117189009,Ribosomal ribonucleic acid of Mycobacterium avium (substance)
117189009,Ribosomal ribonucleic acid of Mycobacterium avium (substance)
117190000,Ribosomal ribonucleic acid of Mycobacterium gordonae (substance)
117190000,Ribosomal ribonucleic acid of Mycobacterium gordonae (substance)
117191001,Ribosomal ribonucleic acid of Mycobacterium intracellulare (substance)
117191001,Ribosomal ribonucleic acid of Mycobacterium intracellulare (substance)
117192008,Ribosomal ribonucleic acid of Mycobacterium kansasii (substance)
117192008,Ribosomal ribonucleic acid of Mycobacterium kansasii (substance)
117193003,Ribosomal ribonucleic acid of Mycobacterium tuberculosis hominis (substance)
117193003,Ribosomal ribonucleic acid of Mycobacterium tuberculosis hominis (substance)
117194009,Anti-Immunoglobulin E antibody (substance)
117195005,Anti-Immunoglobulin D antibody (substance)
117196006,Muscle sarcolemma antibody (substance)
117196006,Muscle sarcolemma antibody (substance)
117197002,Anti-somatotropin antibody (substance)
117198007,Bovine insulin antibody (substance)
117198007,Bovine insulin antibody (substance)
117199004,Anti-pancreatic islet cell antibody (substance)
117199004,Anti-pancreatic islet cell antibody (substance)
117199004,Anti-pancreatic islet cell antibody (substance)
117199004,Anti-pancreatic islet cell antibody (substance)
117199004,Anti-pancreatic islet cell antibody (substance)
117200001,Anti-Fc fragment antibody (substance)
117200001,Anti-Fc fragment antibody (substance)
117201002,Bile canaliculus antibody (substance)
117201002,Bile canaliculus antibody (substance)
117201002,Bile canaliculus antibody (substance)
117202009,Phosphatidyl inositol antibody (substance)
117202009,Phosphatidyl inositol antibody (substance)
117203004,Ganglioside asialo-GM1 antibody (substance)
117203004,Ganglioside asialo-GM1 antibody (substance)
117204005,Deoxyribonucleoprotein antibody (substance)
117204005,Deoxyribonucleoprotein antibody (substance)
117204005,Deoxyribonucleoprotein antibody (substance)
117204005,Deoxyribonucleoprotein antibody (substance)
117205006,Monosialoganglioside GM1 antibody (substance)
117205006,Monosialoganglioside GM1 antibody (substance)
117205006,Monosialoganglioside GM1 antibody (substance)
117205006,Monosialoganglioside GM1 antibody (substance)
117205006,Monosialoganglioside GM1 antibody (substance)
117205006,Monosialoganglioside GM1 antibody (substance)
117205006,Monosialoganglioside GM1 antibody (substance)
117206007,Glutamate decarboxylase 65 antibody (substance)
117206007,Glutamate decarboxylase 65 antibody (substance)
117206007,Glutamate decarboxylase 65 antibody (substance)
117206007,Glutamate decarboxylase 65 antibody (substance)
117207003,Phosphatidate antibody (substance)
117207003,Phosphatidate antibody (substance)
117208008,Antibody to cytokeratin filaments (substance)
117209000,Anti-parathyrin antibody (substance)
117209000,Anti-parathyrin antibody (substance)
117210005,Antibody to myelin associated glycoprotein (substance)
117210005,Antibody to myelin associated glycoprotein (substance)
117210005,Antibody to myelin associated glycoprotein (substance)
117212002,Phosphatidylcholine antibody (substance)
117212002,Phosphatidylcholine antibody (substance)
117213007,Phosphatidylethanolamine antibody (substance)
117213007,Phosphatidylethanolamine antibody (substance)
117214001,Antibody to intercalated disc (substance)
117214001,Antibody to intercalated disc (substance)
117215000,Anti-pyruvate dehydrogenase antibody (substance)
117216004,Rheumatoid arthritis nuclear antibody (substance)
117217008,Neospora caninum antibody (substance)
117269003,Ribosomal ribonucleic acid of Staphylococcus aureus (substance)
117269003,Ribosomal ribonucleic acid of Staphylococcus aureus (substance)
117270002,Ribosomal ribonucleic acid of Streptococcus agalactiae (substance)
117270002,Ribosomal ribonucleic acid of Streptococcus agalactiae (substance)
117271003,Deoxyribonucleic acid of Entamoeba histolytica (substance)
117271003,Deoxyribonucleic acid of Entamoeba histolytica (substance)
117274006,Ribonucleic acid of Astrovirus (substance)
117274006,Ribonucleic acid of Astrovirus (substance)
117275007,Ribonucleic acid of Enterovirus (substance)
117275007,Ribonucleic acid of Enterovirus (substance)
117276008,Ribonucleic acid of Japanese encephalitis virus (substance)
117276008,Ribonucleic acid of Japanese encephalitis virus (substance)
117277004,Ribonucleic acid of Measles virus (substance)
117277004,Ribonucleic acid of Measles virus (substance)
117278009,Ribonucleic acid of Mumps virus (substance)
117278009,Ribonucleic acid of Mumps virus (substance)
117279001,Ribonucleic acid of Norwalk virus (substance)
117279001,Ribonucleic acid of Norwalk virus (substance)
117280003,Ribonucleic acid of Rhinovirus (substance)
117280003,Ribonucleic acid of Rhinovirus (substance)
117281004,Ribonucleic acid of Rickettsia prowazekii (substance)
117281004,Ribonucleic acid of Rickettsia prowazekii (substance)
117282006,Double-stranded ribonucleic acid of Rotavirus (substance)
117282006,Double-stranded ribonucleic acid of Rotavirus (substance)
117283001,Ribonucleic acid of Saint Louis encephalitis virus (substance)
117283001,Ribonucleic acid of Saint Louis encephalitis virus (substance)
117285008,Deoxyribonucleic acid of Mycobacterium tuberculosis (substance)
117285008,Deoxyribonucleic acid of Mycobacterium tuberculosis (substance)
117288005,"Interleukin 2 receptor, soluble (substance)"
117290006,Prealbumin amyloid antigen (substance)
117291005,Candida albicans immune complex (substance)
117292003,Para-aminosalicylate (substance)
117295001,"Alkaline phosphatase isoenzyme, liver fraction 1 (substance)"
117296000,"Alkaline phosphatase isoenzyme, liver fraction 2 (substance)"
117299007,Anti-Immunoglobulin M antibody (substance)
117300004,Anti-Immunoglobulin A antibody (substance)
117300004,Anti-Immunoglobulin A antibody (substance)
117300004,Anti-Immunoglobulin A antibody (substance)
117301000,Anti-Immunoglobulin G antibody (substance)
117445004,1-hexanol (substance)
117445004,1-hexanol (substance)
117446003,2-hexanol (substance)
117446003,2-hexanol (substance)
117447007,Dihydroxy bile acid (substance)
117447007,Dihydroxy bile acid (substance)
117448002,Brodifacoum (substance)
117448002,Brodifacoum (substance)
117450005,3-hydroxyisovalerylcarnitine (substance)
117451009,3-hydroxylinoleoylcarnitine (substance)
117452002,3-hydroxyoleoylcarnitine (substance)
117453007,3-hydroxypalmitoylcarnitine (substance)
117454001,3-hydroxytetradecadienoylcarnitine (substance)
117455000,3-hydroxytetradecenoylcarnitine (substance)
117455000,3-hydroxytetradecenoylcarnitine (substance)
117456004,Adipoylcarnitine (substance)
117457008,Benzoylcarnitine (substance)
117458003,Butyrylcarnitine (substance)
117459006,cis-4-Decenoylcarnitine (substance)
117460001,Crotonylcarnitine (substance)
117461002,Decanoylcarnitine (substance)
117462009,Dicarboxyoleoylcarnitine (substance)
117463004,Dodecanoylcarnitine (substance)
117464005,Dodecenoylcarnitine (substance)
117465006,Glutarylcarnitine (substance)
117466007,Hexanoylcarnitine (substance)
117467003,Isovalerylcarnitine (substance)
117468008,Linoleoylcarnitine (substance)
117469000,Methylmalonylcarnitine (substance)
117470004,Octanoylcarnitine (substance)
117471000,Octenoylcarnitine (substance)
117472007,Oleoylcarnitine (substance)
117473002,Palmitoylcarnitine (substance)
117474008,Propenoylcarnitine (substance)
117475009,Propionylcarnitine (substance)
117476005,Suberylcarnitine (substance)
117477001,Tetradecadienoylcarnitine (substance)
117478006,Tetradecenoylcarnitine (substance)
117491007,trans-Nonachlor (substance)
117492000,5-alpha-tetrahydrocortisol (substance)
117493005,7-aminoflunitrazepam (substance)
117494004,3-hydroxydodecanoate (substance)
117495003,Nephrogenous cyclic adenosine monophosphate (substance)
117495003,Nephrogenous cyclic adenosine monophosphate (substance)
117496002,Aliphatic hydrocarbon (substance)
117497006,Biogenic amine (substance)
117498001,Desmethylamiodarone (substance)
117499009,Aromatic solvent (substance)
117500000,Cerebroside sulfatase B (substance)
117621009,Mono-carboxylic porphyrin (substance)
117622002,Dicarboxylporphyrin (substance)
117623007,Tricarboxylporphyrin (substance)
117623007,Tricarboxylporphyrin (substance)
117623007,Tricarboxylporphyrin (substance)
117624001,Octacarboxylporphyrin (substance)
117626004,Carbohydrate deficient transferrin (substance)
117627008,Asialotransferrin (substance)
117627008,Asialotransferrin (substance)
117627008,Asialotransferrin (substance)
117628003,Monosialotransferrin (substance)
117628003,Monosialotransferrin (substance)
117629006,Disialotransferrin (substance)
117629006,Disialotransferrin (substance)
117629006,Disialotransferrin (substance)
117630001,Trisialotransferrin (substance)
117630001,Trisialotransferrin (substance)
117631002,Tetrasialotransferrin (substance)
117631002,Tetrasialotransferrin (substance)
117632009,Pentasialotransferrin (substance)
117633004,Bovine osteocalcin (substance)
117634005,Inorganic phosphorus (substance)
117635006,Organic sulfate compound (substance)
117635006,Organic sulfate compound (substance)
117636007,Cerebroside sulfatase A (substance)
117709001,Asialo-GM1-ganglioside (substance)
117709001,Asialo-GM1-ganglioside (substance)
117710006,GM1a-ganglioside (substance)
117710006,GM1a-ganglioside (substance)
117711005,GM1b-ganglioside (substance)
117711005,GM1b-ganglioside (substance)
117712003,GD1c-ganglioside (substance)
117712003,GD1c-ganglioside (substance)
117713008,GD2-ganglioside (substance)
117713008,GD2-ganglioside (substance)
117714002,GD3-ganglioside (substance)
117714002,GD3-ganglioside (substance)
117715001,GT1a-ganglioside (substance)
117715001,GT1a-ganglioside (substance)
117716000,GT1b-ganglioside (substance)
117716000,GT1b-ganglioside (substance)
117717009,GT1c-ganglioside (substance)
117717009,GT1c-ganglioside (substance)
117718004,GT2-ganglioside (substance)
117718004,GT2-ganglioside (substance)
117719007,GT3-ganglioside (substance)
117719007,GT3-ganglioside (substance)
117720001,GQ1c-ganglioside (substance)
117720001,GQ1c-ganglioside (substance)
117721002,GP1c-ganglioside (substance)
117721002,GP1c-ganglioside (substance)
118165000,Hexokinase 3 (substance)
118176001,"p,p'-diaminodiphenylmethane (substance)"
118176001,"p,p'-diaminodiphenylmethane (substance)"
118176001,"p,p'-diaminodiphenylmethane (substance)"
118224007,4-hydroxyglutethimide (substance)
118248003,Ribonucleic acid of microorganism (substance)
118248003,Ribonucleic acid of microorganism (substance)
118248003,Ribonucleic acid of microorganism (substance)
118248003,Ribonucleic acid of microorganism (substance)
118249006,Deoxyribonucleic acid of microorganism (substance)
118249006,Deoxyribonucleic acid of microorganism (substance)
118249006,Deoxyribonucleic acid of microorganism (substance)
118249006,Deoxyribonucleic acid of microorganism (substance)
118251005,Ribosomal ribonucleic acid of microorganism (substance)
118251005,Ribosomal ribonucleic acid of microorganism (substance)
118251005,Ribosomal ribonucleic acid of microorganism (substance)
118251005,Ribosomal ribonucleic acid of microorganism (substance)
118256000,m-dichlorobenzene (substance)
118256000,m-dichlorobenzene (substance)
118256000,m-dichlorobenzene (substance)
118258004,Hexadimethrine (substance)
118290009,6-O-monoacetylmorphine (substance)
118290009,6-O-monoacetylmorphine (substance)
118290009,6-O-monoacetylmorphine (substance)
118290009,6-O-monoacetylmorphine (substance)
118417008,Filling material (substance)
118431008,Fluid for intravenous administration (substance)
118431008,Fluid for intravenous administration (substance)
118431008,Fluid for intravenous administration (substance)
118620008,Free graft (substance)
119273009,Peripheral blood (substance)
119417004,Organophosphate insecticide (substance)
120619002,Augmented betamethasone dipropionate (substance)
120644005,Mycoplasma fermentans antibody (substance)
120645006,Mycoplasma hominis antibody (substance)
120649000,Yersinia enterocolitica antibody (substance)
120650000,Brucella abortus antibody (substance)
120651001,Chlamydophila psittaci antibody (substance)
120651001,Chlamydophila psittaci antibody (substance)
120652008,Chlamydia trachomatis antibody (substance)
120653003,Francisella tularensis antibody (substance)
120654009,Toxoplasma gondii antibody (substance)
120655005,Cysticercus antibody (substance)
120655005,Cysticercus antibody (substance)
120656006,Helicobacter pylori antibody (substance)
120657002,Aspergillus species antibody (substance)
120658007,Chlamydia trachomatis serotype B antibody (substance)
120659004,Coccidioides immitis antibody (substance)
120660009,Toxocara canis antibody (substance)
120661008,Coxiella burnetii phase II antibody (substance)
120661008,Coxiella burnetii phase II antibody (substance)
120662001,Bordetella pertussis antibody (substance)
120663006,Brucella species antibody (substance)
120663006,Brucella species antibody (substance)
120664000,Salmonella species antibody (substance)
120664000,Salmonella species antibody (substance)
120665004,Epstein-Barr virus antibody (substance)
120665004,Epstein-Barr virus antibody (substance)
120666003,Histoplasma capsulatum antibody (substance)
120667007,Histoplasma species antibody (substance)
120668002,Entamoeba species antibody (substance)
120669005,Candida species antibody (substance)
120670006,Schistosoma species antibody (substance)
120670006,Schistosoma species antibody (substance)
120671005,Toxoplasma species antibody (substance)
120672003,Western equine encephalomyelitis virus antibody (substance)
120672003,Western equine encephalomyelitis virus antibody (substance)
120673008,Coccidioides species antibody (substance)
120674002,Francisella species antibody (substance)
120675001,Chlamydia species antibody (substance)
120675001,Chlamydia species antibody (substance)
120676000,Yersinia species antibody (substance)
120676000,Yersinia species antibody (substance)
120677009,Streptococcus species antibody (substance)
120677009,Streptococcus species antibody (substance)
120678004,Streptococcus pneumoniae antibody (substance)
120680005,Borrelia species antibody (substance)
120681009,Borrelia hermsii antibody (substance)
120682002,Human herpesvirus 6 antibody (substance)
120683007,Antibody to Streptococcus pneumoniae Danish serotype 7F (substance)
120683007,Antibody to Streptococcus pneumoniae Danish serotype 7F (substance)
120683007,Antibody to Streptococcus pneumoniae Danish serotype 7F (substance)
120683007,Antibody to Streptococcus pneumoniae Danish serotype 7F (substance)
120683007,Antibody to Streptococcus pneumoniae Danish serotype 7F (substance)
120683007,Antibody to Streptococcus pneumoniae Danish serotype 7F (substance)
120684001,Hantavirus antibody (substance)
120685000,Hantaan virus antibody (substance)
120686004,Saint Louis encephalitis virus antibody (substance)
120686004,Saint Louis encephalitis virus antibody (substance)
120687008,Bartonella species antibody (substance)
120687008,Bartonella species antibody (substance)
120688003,Bartonella quintana antibody (substance)
120688003,Bartonella quintana antibody (substance)
120689006,Heparin antibody (substance)
120690002,Pseudomonas species antibody (substance)
120691003,Pseudomonas pseudomallei antibody (substance)
120692005,Coxiella species antibody (substance)
120693000,Coxiella burnetii phase I antibody (substance)
120693000,Coxiella burnetii phase I antibody (substance)
120694006,La Crosse virus antibody (substance)
120695007,Puumala virus antibody (substance)
120696008,Lassa virus antibody (substance)
120696008,Lassa virus antibody (substance)
120697004,Helicobacter species antibody (substance)
120699001,Rickettsia species antibody (substance)
120701001,Rickettsia rickettsii antibody (substance)
120702008,Parvovirus antibody (substance)
120703003,Human parvovirus B19 antibody (substance)
120703003,Human parvovirus B19 antibody (substance)
120704009,Mycoplasma species antibody (substance)
120704009,Mycoplasma species antibody (substance)
120705005,Mycoplasma pneumoniae antibody (substance)
120707002,Human herpesvirus 2 antibody (substance)
120707002,Human herpesvirus 2 antibody (substance)
120708007,Chlamydia trachomatis serotype C antibody (substance)
120709004,Respiratory syncytial virus antibody (substance)
120709004,Respiratory syncytial virus antibody (substance)
120710009,Human herpesvirus 1 antibody (substance)
120710009,Human herpesvirus 1 antibody (substance)
120711008,Epstein-Barr virus nuclear antibody (substance)
120712001,Parainfluenza virus I antibody (substance)
120713006,Human parainfluenza virus 2 antibody (substance)
120713006,Human parainfluenza virus 2 antibody (substance)
120714000,Borrelia burgdorferi antibody (substance)
120716003,Clostridium species antibody (substance)
120716003,Clostridium species antibody (substance)
120717007,Clostridium tetani antibody (substance)
120718002,Clostridium perfringens antibody (substance)
120719005,Clostridium botulinum antibody (substance)
120721000,Mumps virus antibody (substance)
120721000,Mumps virus antibody (substance)
120722007,Treponema species antibody (substance)
120723002,Treponema pallidum antibody (substance)
120724008,Trichinella species antibody (substance)
120724008,Trichinella species antibody (substance)
120725009,Trichinella spiralis antibody (substance)
120726005,Adenovirus antibody (substance)
120727001,Human T-lymphotrophic virus type I antibody (substance)
120728006,Giardia lamblia antibody (substance)
120730008,Yellow fever virus antibody (substance)
120731007,Ehrlichia species antibody (substance)
120732000,Ehrlichia chaffeensis antibody (substance)
120733005,Strongyloides stercoralis antibody (substance)
120734004,Dengue virus antibody (substance)
120735003,Epstein-Barr virus early antibody (substance)
120736002,Rickettsia typhi antibody (substance)
120737006,Rubella virus antibody (substance)
120738001,Bartonella henselae antibody (substance)
120738001,Bartonella henselae antibody (substance)
120739009,Borrelia burgdorferi 66-kD antibody (substance)
120740006,Borrelia burgdorferi 45-kD antibody (substance)
120741005,Haemophilus influenzae antibody (substance)
120742003,Borrelia burgdorferi 39-kD antibody (substance)
120743008,Legionella species antibody (substance)
120744002,Legionella pneumophila antibody (substance)
120745001,Plasmodium species antibody (substance)
120746000,Plasmodium malariae antibody (substance)
120747009,Bordetella species antibody (substance)
120748004,Human herpes simplex virus antibody (substance)
120748004,Human herpes simplex virus antibody (substance)
120749007,Blastomyces dermatitidis antibody (substance)
120750007,Blastomyces species antibody (substance)
120751006,Afipia species antibody (substance)
120752004,Afipia felis antibody (substance)
120753009,Influenza A virus antibody (substance)
120753009,Influenza A virus antibody (substance)
120754003,Legionella pneumophila serogroup 1 antibody (substance)
120755002,Legionella pneumophila serogroup 2 antibody (substance)
120756001,Legionella pneumophila serogroup 4 antibody (substance)
120757005,Legionella pneumophila serogroup 5 antibody (substance)
120758000,Nocardia species antibody (substance)
120759008,Entamoeba histolytica antibody (substance)
120759008,Entamoeba histolytica antibody (substance)
120759008,Entamoeba histolytica antibody (substance)
120760003,Babesia species antibody (substance)
120761004,Borrelia burgdorferi 18-kD antibody (substance)
120762006,Borrelia burgdorferi 23-kD antibody (substance)
120763001,Borrelia burgdorferi 28-kD antibody (substance)
120764007,Histoplasma capsulatum mycelial antibody (substance)
120765008,Leishmania species antibody (substance)
120765008,Leishmania species antibody (substance)
120766009,Leishmania donovani antibody (substance)
120767000,Leptospira species antibody (substance)
120767000,Leptospira species antibody (substance)
120768005,Leishmania mexicana antibody (substance)
120769002,Leishmania braziliensis antibody (substance)
120770001,Trypanosoma species antibody (substance)
120770001,Trypanosoma species antibody (substance)
120771002,Trypanosoma cruzi antibody (substance)
120772009,Leishmania tropica antibody (substance)
120773004,Colorado tick fever virus antibody (substance)
120774005,Human papillomavirus antibody (substance)
120775006,Sporothrix species antibody (substance)
120776007,Sporothrix schenkii antibody (substance)
120777003,Corynebacterium species antibody (substance)
120778008,Corynebacterium diphtheriae antibody (substance)
120779000,Filaria antibody (substance)
120779000,Filaria antibody (substance)
120780002,Rickettsia conorii antibody (substance)
120782005,Thermoactinomyces species antibody (substance)
120783000,Yersinia enterocolitica type O:3 antibody (substance)
120783000,Yersinia enterocolitica type O:3 antibody (substance)
120784006,Vaccinia virus antibody (substance)
120785007,Fasciola species antibody (substance)
120785007,Fasciola species antibody (substance)
120786008,Yersinia enterocolitica type O:8 antibody (substance)
120786008,Yersinia enterocolitica type O:8 antibody (substance)
120787004,Fasciola hepatica antibody (substance)
120788009,Borrelia burgdorferi 41-kD antibody (substance)
120789001,Yersinia enterocolitica type O:9 antibody (substance)
120789001,Yersinia enterocolitica type O:9 antibody (substance)
120790005,Yersinia pseudotuberculosis antibody (substance)
120791009,Vibrio species antibody (substance)
120792002,Vibrio cholerae antibody (substance)
120793007,Spirillum species antibody (substance)
120794001,Spirillum minus antibody (substance)
120795000,Streptobacillus species antibody (substance)
120796004,Streptobacillus moniliformis antibody (substance)
120797008,Streptokinase antibody (substance)
120797008,Streptokinase antibody (substance)
120798003,Taenia species antibody (substance)
120799006,Taenia saginata antibody (substance)
120800005,Taenia solium antibody (substance)
120801009,Thermoactinomyces candidus antibody (substance)
120802002,Thermoactinomyces vulgaris antibody (substance)
120803007,Thermoactinomyces sacchari antibody (substance)
120804001,Human coxsackievirus antibody (substance)
120805000,Human coxsackievirus B3 antibody (substance)
120806004,Human echovirus antibody (substance)
120807008,Human echovirus 6 antibody (substance)
120808003,Human echovirus 30 antibody (substance)
120809006,Human coxsackievirus B6 antibody (substance)
120810001,Human coxsackievirus B4 antibody (substance)
120811002,Human coxsackievirus B1 antibody (substance)
120812009,Human coxsackievirus A9 antibody (substance)
120813004,Human coxsackievirus A7 antibody (substance)
120814005,Coronavirus antibody (substance)
120815006,Human coxsackievirus B5 antibody (substance)
120816007,Echinococcus species antibody (substance)
120816007,Echinococcus species antibody (substance)
120816007,Echinococcus species antibody (substance)
120817003,Human echovirus 9 antibody (substance)
120818008,Shigella species antibody (substance)
120819000,Human echovirus 4 antibody (substance)
120820006,Babesia microti antibody (substance)
120821005,Human echovirus 3 antibody (substance)
120822003,Human echovirus 19 antibody (substance)
120823008,Human echovirus 1 antibody (substance)
120825001,Eastern equine encephalitis virus antibody (substance)
120825001,Eastern equine encephalitis virus antibody (substance)
120826000,Cryptococcus species antibody (substance)
120827009,Cryptococcus neoformans antibody (substance)
120829007,Lymphocytic choriomeningitis virus antibody (substance)
120830002,Micropolyspora species antibody (substance)
120832005,Mucor species antibody (substance)
120833000,Neisseria species antibody (substance)
