cui,name,ontologies,name_status
317408008,mesalamine 1g rectal suppository,SNO,P
317408008,mesalazine 1g rectal suppository,SNO,A
317408008,mesalazine 1g suppositories,SNO,A
317430009,sulfasalazine 50mg/ml oral suspension,SNO,P
317487000,ispaghula husk 90% granules sugar free,SNO,P
317541008,docusate sodium 10mg/ml oral solution,SNO,P
317605002,bisacodyl 10mg rectal suppository,SNO,P
317605002,bisacodyl 10mg suppositories,SNO,A
317678004,hydrocortisone 25mg rectal suppository,SNO,P
317678004,hydrocortisone 25mg suppositories,SNO,A
317681009,hydrocortisone 10% foam aerosol enema,SNO,P
317690002,prednisolone (as prednisolone sodium phosphate) 5mg rectal suppository,SNO,P
317690002,prednisolone sodium phosphate 5mg suppositories,SNO,A
317731007,glyceryl trinitrate 2mg/g rectal ointment,SNO,P
317731007,nitroglycerin 2mg/g rectal ointment,SNO,A
317731007,glyceryl trinitrate 0.2% ointment,SNO,A
318010000,furosemide 1mg/ml oral solution,SNO,P
319373009,isosorbide dinitrate 1.25mg/dose sublingual spray sugar free,SNO,P
319373009,isosorbide dinitrate 1.25mg/actuation sublingual spray,SNO,A
319407007,glyceryl trinitrate 20mg/g cutaneous ointment,SNO,P
319407007,nitroglycerin 20mg/g cutaneous ointment,SNO,A
319407007,glyceryl trinitrate 2% ointment,SNO,A
319948000,cholestyramine 4g powder for oral suspension sachet,SNO,P
319948000,colestyramine 4g powder for oral suspension sachet,SNO,A
319948000,colestyramine 4g oral powder sachets,SNO,A
320415003,theophylline monohydrate (as theophylline sodium glycinate) 12mg/ml oral solution,SNO,P
320674000,nedocromil sodium 2mg/actuation pressurized suspension for inhalation,SNO,P
320674000,nedocromil sodium 2mg/actuation pressurised suspension for inhalation,SNO,A
320674000,nedocromil 2mg/dose inhaler,SNO,A
320885001,montelukast 5mg chewable tablets sugar free,SNO,P
320952008,menthol and eucalyptus inhalation,SNO,P
320952008,menthol+eucalyptus inhalation,SNO,A
321141005,nitrazepam 1mg/ml oral suspension,SNO,P
321203006,diazepam 1mg/ml oral solution,SNO,P
321238008,diazepam 10mg rectal suppository,SNO,P
321238008,diazepam 10mg suppositories,SNO,A
321420008,haloperidol 2mg/ml oral solution,SNO,P
321450000,haloperidol 1mg/ml oral solution,SNO,P
321534006,thioridazine 5mg/ml oral suspension,SNO,P
321535007,thioridazine 20mg/ml oral suspension,SNO,P
321536008,thioridazine (as thioridazine hydrochloride) 5mg/ml oral solution,SNO,P
321597002,risperidone 1mg/ml oral solution sugar free,SNO,P
321597002,risperidone 1mg/ml oral solution,SNO,A
321951005,fluoxetine (as fluoxetine hydrochloride) 4mg/ml oral solution,SNO,P
321994000,citalopram (as citalopram hydrochloride) 40mg/ml oral drops,SNO,P
321994000,citalopram 40mg/ml oral drops sugar free,SNO,A
322078007,domperidone 1mg/ml oral suspension sugar free,SNO,P
322078007,domperidone 1mg/ml oral suspension,SNO,A
322079004,domperidone 30mg rectal suppository,SNO,P
322079004,domperidone 30mg suppositories,SNO,A
322142000,prochlorperazine mesylate 5mg effervescent oral granules sachet,SNO,P
322142000,prochlorperazine mesilate 5mg effervescent oral granules sachet,SNO,A
322142000,prochlorperazine 5mg effervescent granules sachets sugar free,SNO,A
322149009,prochlorperazine maleate 5mg rectal suppository,SNO,P
322149009,prochlorperazine 5mg suppositories,SNO,A
322150009,prochlorperazine maleate 25mg rectal suppository,SNO,P
322150009,prochlorperazine 25mg suppositories,SNO,A
322169004,cisapride (as cisapride monohydrate) 1mg/ml oral suspension,SNO,P
322184008,ondansetron 16mg rectal suppository,SNO,P
322184008,ondansetron 16mg suppositories,SNO,A
322238005,acetaminophen 24mg/ml oral solution,SNO,P
322238005,paracetamol 24mg/ml oral solution,SNO,A
322239002,acetaminophen 50mg/ml oral suspension,SNO,P
322239002,paracetamol 50mg/ml oral suspension,SNO,A
322258006,acetaminophen 60mg rectal suppository,SNO,P
322258006,paracetamol 60mg rectal suppository,SNO,A
322258006,paracetamol 60mg suppositories,SNO,A
322277008,acetaminophen 24mg/ml oral suspension,SNO,P
322277008,paracetamol 24mg/ml oral suspension,SNO,A
322428003,morphine sulfate 15mg rectal suppository,SNO,P
322428003,morphine sulphate 15mg suppositories,SNO,A
322428003,morphine sulfate 15mg suppositories,SNO,A
322432009,morphine sulfate 10mg rectal suppository,SNO,P
322432009,morphine sulphate 10mg suppositories,SNO,A
322432009,morphine sulfate 10mg suppositories,SNO,A
322433004,morphine sulfate 20mg rectal suppository,SNO,P
322433004,morphine sulphate 20mg suppositories,SNO,A
322433004,morphine sulfate 20mg suppositories,SNO,A
322446009,morphine hydrochloride 15mg rectal suppository,SNO,P
322446009,morphine hydrochloride 15mg suppositories,SNO,A
322447000,morphine hydrochloride 30mg rectal suppository,SNO,P
322447000,morphine hydrochloride 30mg suppositories,SNO,A
322455007,morphine sulfate 30mg rectal suppository,SNO,P
322455007,morphine sulphate 30mg suppositories,SNO,A
322455007,morphine sulfate 30mg suppositories,SNO,A
322496005,buprenorphine 2mg sublingual tablets sugar free,SNO,P
322497001,buprenorphine 8mg sublingual tablets sugar free,SNO,P
322524004,diamorphine hydrochloride 10mg powder for solution for injection ampoule,SNO,P
322524004,diamorphine hydrochloride 10mg powder for solution for injection ampule,SNO,A
322524004,diamorphine 10mg powder for solution for injection ampoules,SNO,A
322525003,diamorphine hydrochloride 30mg powder for solution for injection ampoule,SNO,P
322525003,diamorphine hydrochloride 30mg powder for solution for injection ampule,SNO,A
322525003,diamorphine 30mg powder for solution for injection ampoules,SNO,A
322604007,pentazocine (as pentazocine lactate) 50mg rectal suppository,SNO,P
322604007,pentazocine 50mg suppositories,SNO,A
322645004,tramadol hydrochloride 50mg effervescent powder for oral solution sachet,SNO,P
322645004,tramadol 50mg effervescent powder sachets sugar free,SNO,A
322891009,carbamazepine 20mg/ml oral suspension,SNO,P
322908008,ethosuximide 50mg/ml oral solution,SNO,P
322927002,phenobarbital 3mg/ml oral elixir,SNO,P
322931008,phenytoin 6mg/ml oral suspension,SNO,P
322991005,lamotrigine 25mg dispersible tablets sugar free,SNO,P
323155008,selegiline 1.25mg oral lyophilisates sugar free,SNO,P
323233006,orphenadrine hydrochloride 5mg/ml oral solution,SNO,P
323396003,benzylpenicillin sodium 1.2g powder for solution for injection vial,SNO,P
323396003,penicillin g sodium 1.2 g powder for solution for injection vial,SNO,A
323396003,benzylpenicillin 1.2g powder for solution for injection vials,SNO,A
323418000,phenoxymethylpenicillin (as phenoxymethylpenicillin potassium) 25mg/ml oral solution,SNO,P
323418000,penicillin v (as penicillin v potassium) 25mg/ml oral solution,SNO,A
323420002,phenoxymethylpenicillin (as phenoxymethylpenicillin potassium) 50mg/ml oral solution,SNO,P
323420002,penicillin v (as penicillin v potassium) 50mg/ml oral solution,SNO,A
323474008,flucloxacillin (as flucloxacillin magnesium) 50mg/ml oral suspension,SNO,P
323474008,floxacillin (as floxacillin magnesium) 50mg/ml oral suspension,SNO,A
323484009,flucloxacillin (as flucloxacillin sodium) 25mg/ml oral solution,SNO,P
323484009,floxacillin (as floxacillin sodium) 25mg/ml oral solution,SNO,A
323485005,flucloxacillin (as flucloxacillin sodium) 50mg/ml oral solution,SNO,P
323485005,floxacillin (as floxacillin sodium) 50mg/ml oral solution,SNO,A
323493005,flucloxacillin (as flucloxacillin sodium) 1g powder for solution for injection vial,SNO,P
323493005,floxacillin (as floxacillin sodium) 1g powder for solution for injection vial,SNO,A
323493005,flucloxacillin 1g powder for solution for injection vials,SNO,A
323496002,flucloxacillin (as flucloxacillin magnesium) 25mg/ml oral suspension,SNO,P
323496002,floxacillin (as floxacillin magnesium) 25mg/ml oral suspension,SNO,A
323572009,ampicillin 25mg/ml oral suspension,SNO,P
323573004,ampicillin 50mg/ml oral suspension,SNO,P
323732002,amoxicillin (as amoxicillin trihydrate) 25mg/ml oral suspension,SNO,P
323733007,amoxicillin (as amoxicillin trihydrate) 50mg/ml oral suspension,SNO,P
323739006,amoxicillin (as amoxicillin sodium) 1g powder for solution for injection vial,SNO,P
323739006,amoxicillin 1g powder for solution for injection vials,SNO,A
323792004,cefaclor (as cefaclor monohydrate) 25mg/ml oral suspension,SNO,P
323793009,cefaclor (as cefaclor monohydrate) 50mg/ml oral suspension,SNO,P
323811004,cefadroxil (as cefadroxil monohydrate) 25mg/ml oral suspension,SNO,P
323812006,cefadroxil (as cefadroxil monohydrate) 50mg/ml oral suspension,SNO,P
323825003,cefotaxime (as cefotaxime sodium) 1g powder for solution for injection vial,SNO,P
323825003,cefotaxime 1g powder for solution for injection vials,SNO,A
323829009,cefoxitin (as cefoxitin sodium) 1g powder for solution for injection vial,SNO,P
323829009,cefoxitin 1g powder for solution for injection vials,SNO,A
323830004,cefoxitin (as cefoxitin sodium) 2g powder for solution for injection vial,SNO,P
323830004,cefoxitin 2g powder for solution for injection vials,SNO,A
323849000,ceftazidime (as ceftazidime pentahydrate) 3g powder for solution for injection vial,SNO,P
323849000,ceftazidime 3g powder for solution for injection vials,SNO,A
323854009,ceftazidime (as ceftazidime pentahydrate) 1g powder for solution for injection vial,SNO,P
323854009,ceftazidime 1g powder for solution for injection vials,SNO,A
323855005,ceftazidime (as ceftazidime pentahydrate) 2g powder for solution for injection vial,SNO,P
323855005,ceftazidime 2g powder for solution for injection vials,SNO,A
323855005,ceftazidime 2g intravenous infusion vials,SNO,A
323872003,cefuroxime (as cefuroxime axetil) 25mg/ml oral suspension,SNO,P
323887008,cephalexin 25mg/ml oral suspension,SNO,P
323887008,cefalexin 25mg/ml oral suspension,SNO,A
323888003,cephalexin 50mg/ml oral suspension,SNO,P
323888003,cefalexin 50mg/ml oral suspension,SNO,A
323936009,cefazolin (as cefazolin sodium) 1g powder for solution for injection vial,SNO,P
323936009,cefazolin 1g powder for solution for injection vials,SNO,A
323948007,cephradine 1g powder for solution for injection vial,SNO,P
323948007,cefradine 1g powder for solution for injection vials,SNO,A
323948007,cefradine 1g powder for solution for injection vial,SNO,A
323961007,aztreonam 1g powder for solution for injection vials,SNO,P
323961007,aztreonam 1g powder for solution for injection vial,SNO,A
323962000,aztreonam 2g powder for solution for injection vials,SNO,P
323962000,aztreonam 2g powder for solution for injection vial,SNO,A
323990001,ceftriaxone (as ceftriaxone sodium) 1g powder for solution for injection vial,SNO,P
323990001,ceftriaxone 1g powder for solution for injection vials,SNO,A
323991002,ceftriaxone (as ceftriaxone sodium) 2g powder for solution for injection vial,SNO,P
323991002,ceftriaxone 2g powder for solution for injection vials,SNO,A
323999000,cefpirome (as cefpirome sulfate) 1g powder for solution for injection vial,SNO,P
323999000,cefpirome 1g powder for solution for injection vials,SNO,A
324000003,cefpirome (as cefpirome sulfate) 2g powder for solution for injection vial,SNO,P
324000003,cefpirome 2g powder for solution for injection vials,SNO,A
324005008,cefprozil 50mg/ml oral suspension,SNO,P
324215006,erythromycin (as erythromycin lactobionate) 1g powder for solution for injection vial,SNO,P
324215006,erythromycin 1g powder for solution for infusion vials,SNO,A
324232005,erythromycin (as erythromycin ethyl succinate) 25mg/ml oral suspension,SNO,P
324232005,erythromycin (as erythromycin ethylsuccinate) 25mg/ml oral suspension,SNO,A
324233000,erythromycin (as erythromycin ethyl succinate) 50mg/ml oral suspension,SNO,P
324233000,erythromycin (as erythromycin ethylsuccinate) 50mg/ml oral suspension,SNO,A
324253001,azithromycin 40mg/ml oral suspension,SNO,P
324303009,chloramphenicol (as chloramphenicol sodium succinate) 1g powder for solution for injection vial,SNO,P
324303009,chloramphenicol 1g powder for solution for injection vials,SNO,A
324311004,colistimethate sodium 1 million unit powder for solution for injection vial,SNO,P
324311004,colistimethate 1million unit powder for solution for injection vials,SNO,A
324317000,fusidic acid 50mg/ml oral suspension,SNO,P
324333002,vancomycin (as vancomycin hydrochloride) 1g powder for solution for injection vial,SNO,P
324333002,vancomycin 1g powder for solution for infusion vials,SNO,A
324344005,meropenem (as meropenem trihydrate) 1g powder for solution for injection vial,SNO,P
324344005,meropenem 1g powder for solution for injection vials,SNO,A
324455006,capreomycin (as capreomycin sulfate) 1g powder for solution for injection vial,SNO,P
324455006,capreomycin 1g powder for solution for injection vials,SNO,A
324503008,streptomycin (as streptomycin sulfate) 1g powder for solution for injection vial,SNO,P
324503008,streptomycin 1g powder for solution for injection vials,SNO,A
324518009,metronidazole 1g rectal suppository,SNO,P
324518009,metronidazole 1g suppositories,SNO,A
324520007,metronidazole (as metronidazole benzoate) 40mg/ml oral suspension,SNO,P
324579006,nalidixic acid 60mg/ml oral suspension,SNO,P
324602005,ciprofloxacin 50mg/ml oral suspension,SNO,P
324658002,amphotericin b 50mg powder for solution for injection vial,SNO,P
324658002,amphotericin b 50mg powder for solution for infusion vials,SNO,A
324682007,miconazole 20mg/g oromucosal gel sugar free,SNO,P
324682007,miconazole 25mg/g oral gel,SNO,A
324709005,fluconazole 10mg/ml oral suspension,SNO,P
324710000,fluconazole 40mg/ml oral suspension,SNO,P
324825008,lamivudine 10mg/ml oral solution,SNO,P
324827000,lamivudine 5mg/ml oral solution,SNO,P
324839008,stavudine 1mg/ml oral solution,SNO,P
324839008,stavudine 1mg/ml oral solution,SNO,A
324842002,ritonavir 80mg/ml oral solution,SNO,P
324865007,nevirapine (as nevirapine hemihydrate) 10mg/ml oral suspension,SNO,P
324867004,nelfinavir 50microgram/mg oral powder,SNO,P
324867004,nelfinavir 50mg/g oral powder,SNO,A
324881002,abacavir (as abacavir sulfate) 20mg/ml oral solution,SNO,P
324881002,abacavir 20mg/ml oral solution sugar free,SNO,A
324962006,mebendazole 20mg/ml oral suspension,SNO,P
325287003,guar gum 5g granules for oral suspension sachet,SNO,P
325287003,guar gum 5g granules sachets sugar free,SNO,A
325316000,liothyronine sodium 20microgram powder for solution for injection ampoule,SNO,P
325316000,liothyronine sodium 20microgram powder for solution for injection ampule,SNO,A
325316000,liothyronine 20microgram solution for injection ampoules,SNO,A
325540009,estradiol 25mg prolonged-release subcutaneous implant,SNO,P
325540009,estradiol 25mg implant,SNO,A
325541008,estradiol 50mg prolonged-release subcutaneous implant,SNO,P
325541008,estradiol 50mg implant,SNO,A
325860007,somatropin (rbe) 5.3mg powder and solvent for solution for injection cartridges,SNO,P
325860007,somatropin(rbe) 5.3mg powder for solution for injection cartridge,SNO,A
325914009,desmopressin acetate 10microgram/actuation nasal spray,SNO,P
325914009,desmopressin 10micrograms/dose nasal spray,SNO,A
326121004,dinoprostone 3mg pessaries,SNO,P
326130007,gemeprost 1mg vaginal pessary,SNO,P
326130007,gemeprost 1mg pessaries,SNO,A
326190009,estradiol 2mg vaginal ring,SNO,P
326203005,clotrimazole 10mg/g cutaneous cream,SNO,P
326203005,clotrimazole 1% cream,SNO,A
326215009,clotrimazole 20mg/g vaginal cream,SNO,P
326215009,clotrimazole 2% cream,SNO,A
326251002,miconazole nitrate 20mg/g vaginal cream,SNO,P
326251002,miconazole 2% vaginal cream,SNO,A
326286000,metronidazole 7.5mg/g vaginal gel,SNO,P
326286000,metronidazole 0.75% vaginal gel,SNO,A
326479006,nonoxinol 20mg/g vaginal cream,SNO,P
326479006,nonoxynol 20mg/g vaginal cream,SNO,A
326481008,nonoxynol 20mg/ml vaginal gel,SNO,P
326481008,nonoxinol 20mg/ml vaginal gel,SNO,A
326603003,sodium citrate 4g granules for oral solution sachet,SNO,P
326603003,sodium citrate 4g oral granules sachets,SNO,A
326632000,mandelic acid 1% catheter maintenance solution,SNO,P
326632000,mandelic acid 10mg/ml solution for irrigation,SNO,A
326735009,cyclophosphamide (as cyclophosphamide monohydrate) 1g powder for solution for injection vial,SNO,P
326735009,cyclophosphamide 1g powder for solution for injection vials,SNO,A
326755005,ifosfamide 1g powder for solution for injection vials,SNO,P
326755005,ifosfamide 1g powder for solution for injection vial,SNO,A
326756006,ifosfamide 2g powder for solution for injection vials,SNO,P
326756006,ifosfamide 2g powder for solution for injection vial,SNO,A
326773008,thiotepa 15mg powder for solution for injection vials,SNO,P
326773008,thiotepa 15mg powder for solution for injection vial,SNO,A
326778004,treosulfan 1g powder for solution for injection vials,SNO,P
326778004,treosulfan 1g powder for solution for injection vial,SNO,A
326788003,doxorubicin hydrochloride 10mg powder for solution for injection vial,SNO,P
326788003,doxorubicin 10mg powder for solution for injection vials,SNO,A
326789006,doxorubicin hydrochloride 50mg powder for solution for injection vial,SNO,P
326789006,doxorubicin 50mg powder for solution for injection vials,SNO,A
326806008,epirubicin hydrochloride 10mg powder for solution for injection vial,SNO,P
326806008,epirubicin 10mg powder for solution for injection vials,SNO,A
326807004,epirubicin hydrochloride 20mg powder for solution for injection vial,SNO,P
326807004,epirubicin 20mg powder for solution for injection vials,SNO,A
326808009,epirubicin hydrochloride 50mg powder for solution for injection vial,SNO,P
326808009,epirubicin 50mg powder for solution for injection vials,SNO,A
326813008,mitomycin 40mg powder for solution for injection vial,SNO,P
326813008,mitomycin 40mg powder for intravesical solution vials,SNO,A
326814002,mitomycin 20mg powder for solution for injection vials,SNO,P
326814002,mitomycin 20mg powder for solution for injection vial,SNO,A
326815001,mitomycin 10mg powder for solution for injection vials,SNO,P
326815001,mitomycin 10mg powder for solution for injection vial,SNO,A
326816000,mitomycin 2mg powder for solution for injection vials,SNO,P
326816000,mitomycin 2mg powder for solution for injection vial,SNO,A
326820001,idarubicin hydrochloride 5mg powder for solution for injection vial,SNO,P
326820001,idarubicin 5mg powder for solution for injection vials,SNO,A
326820001,idarubicin 5mg powder for solution for infusion vials,SNO,A
326821002,idarubicin hydrochloride 10mg powder for solution for injection vial,SNO,P
326821002,idarubicin 10mg powder for solution for injection vials,SNO,A
326821002,idarubicin 10mg powder for solution for infusion vials,SNO,A
326835000,daunorubicin (as daunorubicin hydrochloride) 20mg powder for solution for injection vial,SNO,P
326835000,daunorubicin 20mg powder for solution for infusion vials,SNO,A
326860000,fluorouracil 50mg/g cutaneous cream,SNO,P
326860000,fluorouracil 5% cream,SNO,A
326910007,gemcitabine (as gemcitabine hydrochloride) 1g powder for solution for injection vial,SNO,P
326910007,gemcitabine 1g powder for solution for infusion vials,SNO,A
326916001,raltitrexed 2mg powder for solution for injection vial,SNO,P
326916001,raltitrexed 2mg powder for solution for infusion vials,SNO,A
326949005,vindesine sulfate 5mg powder for solution for injection vial,SNO,P
326949005,vindesine 5mg powder for solution for injection vials,SNO,A
327008000,pentostatin 10mg powder for solution for injection vials,SNO,P
327008000,pentostatin 10mg powder for solution for injection vial,SNO,A
327016009,fludarabine phosphate 50mg powder for solution for injection vials,SNO,P
327016009,fludarabine phosphate 50mg powder for solution for injection vial,SNO,A
327023005,topotecan (as topotecan hydrochloride) 4mg powder for solution for injection vial,SNO,P
327023005,topotecan 4mg powder for solution for infusion vials,SNO,A
327035009,oxaliplatin 50mg powder for solution for injection vial,SNO,P
327035009,oxaliplatin 50mg powder for solution for infusion vials,SNO,A
327048008,verteporfin 15mg powder for solution for injection vial,SNO,P
327048008,verteporfin 15mg powder for solution for infusion vials,SNO,A
327072003,azathioprine 50mg powder for solution for injection vials,SNO,P
327072003,azathioprine 50mg powder for solution for injection vial,SNO,A
327546004,cyanocobalamin 7microgram/ml oral solution,SNO,P
327701002,potassium chloride (potassium 6.7mmol) effervescent tablets sugar free,SNO,P
328157002,l-tyrosine powder,SNO,P
328157002,l-tyrosine powder,SNO,A
328157002,tyrosine powder,SNO,A
328302009,glucose powder,SNO,P
328570003,l-arginine powder,SNO,P
328570003,l-arginine powder,SNO,A
328662000,gluten-free biscuits,SNO,P
328662000,gluten free biscuits,SNO,A
328664004,gluten-free bread,SNO,P
328664004,gluten free bread,SNO,A
328685004,gluten-free flour,SNO,P
328685004,gluten free flour,SNO,A
328699000,low protein gluten free biscuits,SNO,P
328699000,gluten-free/low protein cookies,SNO,A
329153007,calcium carbonate 1.25g chewable tablets sugar free,SNO,P
329159006,calcium carbonate 1.5g chewable tablets sugar free,SNO,P
329160001,calcium carbonate 2.5g chewable tablets sugar free,SNO,P
329161002,calcium carbonate 1.25g effervescent tablets sugar free,SNO,P
329163004,calcium carbonate 2.5g granules for oral suspension sachet,SNO,P
329163004,calcium carbonate 2.5g granules sachets,SNO,A
329166007,hydroxyapatite 3.32g granules sachets sugar free,SNO,P
329166007,hydroxyapatite 3.32g oral granules sachet,SNO,A
329166007,durapatite 3.32g oral granules sachet,SNO,A
329170004,calcium phosphate 3.3g powder for oral suspension sachet,SNO,P
329170004,calcium phosphate 3.3g oral powder sachets,SNO,A
329296008,potassium aminobenzoate 3g powder for oral solution sachet,SNO,P
329296008,potassium aminobenzoate 3g oral powder sachets,SNO,A
329343001,alfacalcidol 2micrograms/ml oral drops sugar free,SNO,P
329343001,alfacalcidol 2micrograms/ml drops sugar free,SNO,A
329343001,alfacalcidol 2microgram/ml oral drops,SNO,A
329533003,benorilate 2g granules for oral suspension sachet,SNO,P
329533003,benorilate 2g granules sachets sugar free,SNO,A
329562002,diclofenac sodium 25mg rectal suppository,SNO,P
329562002,diclofenac 25mg suppositories,SNO,A
329563007,diclofenac sodium 50mg rectal suppository,SNO,P
329563007,diclofenac 50mg suppositories,SNO,A
329710002,ibuprofen 20mg/ml oral suspension,SNO,P
329754008,indomethacin (as indomethacin sodium trihydrate) 1mg powder for solution for injection vial,SNO,P
329754008,indometacin (as indometacin sodium trihydrate) 1mg powder for solution for injection vial,SNO,A
329754008,indometacin 1mg powder for solution for injection vials,SNO,A
329852000,naproxen 25mg/ml oral suspension,SNO,P
329883001,piroxicam 20mg rectal suppository,SNO,P
329883001,piroxicam 20mg suppositories,SNO,A
329926007,meloxicam 15mg rectal suppository,SNO,P
329926007,meloxicam 15mg suppositories,SNO,A
329933007,meloxicam 7.5mg rectal suppository,SNO,P
329933007,meloxicam 7.5mg suppositories,SNO,A
330164007,rofecoxib 2.5mg/ml oral suspension,SNO,P
330165008,rofecoxib 5mg/ml oral suspension,SNO,P
330185007,benzydamine hydrochloride 30mg/g cutaneous cream,SNO,P
330185007,benzydamine 3% cream,SNO,A
330201008,felbinac 3.17% foam,SNO,P
330202001,ibuprofen 50mg/g cutaneous gel,SNO,P
330202001,ibuprofen 5% gel,SNO,A
330203006,ketoprofen 25mg/g cutaneous gel,SNO,P
330203006,ketoprofen 2.5% gel,SNO,A
330229006,felbinac 30mg/g transdermal gel,SNO,P
330229006,felbinac 3% gel,SNO,A
330232009,ibuprofen 50mg/g cutaneous cream,SNO,P
330232009,ibuprofen 5% cream,SNO,A
330233004,piroxicam 5mg/g cutaneous gel,SNO,P
330233004,piroxicam 0.5% gel,SNO,A
330239000,ibuprofen 50mg/ml cutaneous spray,SNO,P
330239000,ibuprofen 5% spray,SNO,A
330264002,ibuprofen 50mg/g cutaneous foam,SNO,P
330264002,ibuprofen 5% foam,SNO,A
330274004,ibuprofen 10% gel,SNO,P
330284003,aciclovir 30mg/g eye ointment,SNO,P
330284003,acyclovir 30mg/g eye ointment,SNO,A
330284003,aciclovir 3% eye ointment,SNO,A
330286001,chloramphenicol 5mg/ml eye drops,SNO,P
330286001,chloramphenicol 0.5% eye drops,SNO,A
330295009,chloramphenicol 10mg/g eye ointment,SNO,P
330295009,chloramphenicol 1% eye ointment,SNO,A
330301005,chlortetracycline hydrochloride 10mg/g eye ointment,SNO,P
330301005,chlortetracycline 1% eye ointment,SNO,A
330344009,neomycin sulfate 5mg/ml eye drops,SNO,P
330344009,neomycin 0.5% eye drops,SNO,A
330352007,neomycin sulfate 5mg/g eye ointment,SNO,P
330352007,neomycin 0.5% eye ointment,SNO,A
330368001,dibromopropamidine isethionate 1.5mg/g eye ointment,SNO,P
330368001,dibrompropamidine isetionate 1.5mg/g eye ointment,SNO,A
330368001,dibrompropamidine 0.15% eye ointment,SNO,A
330414007,ofloxacin 3mg/ml eye drops,SNO,P
330414007,ofloxacin 0.3% eye drops,SNO,A
330418005,ciprofloxacin (as ciprofloxacin hydrochloride) 3mg/ml eye drops,SNO,P
330418005,ciprofloxacin 0.3% eye drops,SNO,A
330442009,betamethasone sodium phosphate 1mg/g eye ointment,SNO,P
330442009,betamethasone 0.1% eye ointment,SNO,A
330449000,clobetasone butyrate 1mg/ml eye drops,SNO,P
330449000,clobetasone 0.1% eye drops,SNO,A
330466003,fluorometholone 1mg/ml eye drops,SNO,P
330466003,fluorometholone 0.1% eye drops,SNO,A
330475001,hydrocortisone acetate 5mg/g eye ointment,SNO,P
330475001,hydrocortisone acetate 0.5% eye ointment,SNO,A
330475001,hydrocortisone 0.5% eye ointment,SNO,A
330476000,hydrocortisone acetate 10mg/g eye ointment,SNO,P
330476000,hydrocortisone 1% eye ointment,SNO,A
330477009,hydrocortisone acetate 25mg/g eye ointment,SNO,P
330477009,hydrocortisone 2.5% eye ointment,SNO,A
330507008,sodium cromoglicate 20mg/ml eye drops,SNO,P
330507008,cromolyn sodium 20mg/ml eye drops,SNO,A
330507008,sodium cromoglicate 2% eye drops,SNO,A
330515006,lodoxamide (as lodoxamide tromethamine) 1mg/ml eye drops,SNO,P
330515006,lodoxamide (as lodoxamide trometamol) 1mg/ml eye drops,SNO,A
330515006,lodoxamide 0.1% eye drops,SNO,A
330529007,nedocromil sodium 20mg/ml eye drops,SNO,P
330529007,nedocromil 2% eye drops,SNO,A
330532005,levocabastine 0.5mg/ml eye drops,SNO,P
330536008,ketorolac tromethamine 5mg/ml eye solution,SNO,P
330536008,ketorolac trometamol 5mg/ml eye solution,SNO,A
330536008,ketorolac 0.5% eye drops,SNO,A
330543002,emedastine 0.5mg/ml eye drops,SNO,P
330545009,rimexolone 10mg/ml eye drops,SNO,P
330545009,rimexolone 10mg/ml eye drops,SNO,A
330548006,atropine sulfate 10mg/ml eye drops,SNO,P
330548006,atropine 1% eye drops,SNO,A
330549003,atropine sulfate 10mg/g eye ointment,SNO,P
330549003,atropine 1% eye ointment,SNO,A
330562004,cyclopentolate hydrochloride 10mg/ml eye drops,SNO,P
330562004,cyclopentolate 1% eye drops,SNO,A
330563009,cyclopentolate hydrochloride 5mg/ml eye drops,SNO,P
330563009,cyclopentolate 0.5% eye drops,SNO,A
330566001,homatropine hydrobromide 10mg/ml eye drops,SNO,P
330566001,homatropine 1% eye drops,SNO,A
330567005,homatropine hydrobromide 20mg/ml eye drops,SNO,P
330567005,homatropine 2% eye drops,SNO,A
330575004,phenylephrine 10% eye drops,SNO,P
330578002,phenylephrine hydrochloride 25mg/g eye drops,SNO,P
330578002,phenylephrine 2.5% eye drops,SNO,A
330587006,tropicamide 10mg/ml eye drops,SNO,P
330587006,tropicamide 1% eye drops,SNO,A
330588001,tropicamide 5mg/ml eye drops,SNO,P
330588001,tropicamide 0.5% eye drops,SNO,A
330611009,adrenaline (base) 1% eye drops,SNO,P
330611009,epinephrine 10mg/ml eye drops,SNO,A
330611009,adrenaline 10mg/ml eye drops,SNO,A
330614001,betaxolol (as betaxolol hydrochloride) 2.5mg/ml eye drops,SNO,P
330614001,betaxolol 0.25% eye drops,SNO,A
330620000,betaxolol (as betaxolol hydrochloride) 5mg/ml eye drops,SNO,P
330620000,betaxolol 0.5% eye drops,SNO,A
330623003,carbachol 30mg/ml eye drops,SNO,P
330623003,carbachol 3% eye drops,SNO,A
330629004,carteolol hydrochloride 10mg/ml eye drops,SNO,P
330629004,carteolol 1% eye drops,SNO,A
330630009,carteolol hydrochloride 20mg/ml eye drops,SNO,P
330630009,carteolol 2% eye drops,SNO,A
330678009,pilocarpine hydrochloride 5mg/ml eye drops,SNO,P
330678009,pilocarpine hydrochloride 0.5% eye drops,SNO,A
330679001,pilocarpine hydrochloride 10mg/ml eye drops,SNO,P
330679001,pilocarpine hydrochloride 1% eye drops,SNO,A
330680003,pilocarpine hydrochloride 20mg/ml eye drops,SNO,P
330680003,pilocarpine hydrochloride 2% eye drops,SNO,A
330681004,pilocarpine hydrochloride 30mg/ml eye drops,SNO,P
