text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
familial benign flecked retina {p oxazolidinedione poisoning} intentional prochlorperazine overdose,1149139006 | Oxazolidinedione poisoning (disorder),Positive,Confirmed,No laterality
anesthesia morbidity {p hydrocortisone adverse reaction} chronic tympanitis,417906002 | Hydrocortisone adverse reaction (disorder),Positive,Confirmed,No laterality
"symptomatic disorders in pregnancy {p post-traumatic gonarthrosis, bilateral} congenital elephantiasis","201858005 | Post-traumatic gonarthrosis, bilateral (disorder)",Positive,Confirmed,Bilateral
lichen planus pigmentosus {p male cystocele} chronic nephritic syndrome,145071000119106 | Male cystocele (disorder),Positive,Confirmed,No laterality
hemorrhoids in pregnancy {p neonatal graves' disease} hemorrhagic shock,59957008 | Neonatal Graves' disease (disorder),Positive,Confirmed,No laterality
muscular headache {p neoplasm of bladder} bufexamac adverse reaction,126885006 | Neoplasm of bladder (disorder),Positive,Confirmed,No laterality
problems {p perineal laceration involving labia},76658000 | Perineal laceration involving labia (disorder),Positive,Confirmed,No laterality
primary adenocarcinoma of colon {p infection caused by mosgovoyia} moderate persistent allergic asthma,84807007 | Infection caused by Mosgovoyia (disorder),Positive,Confirmed,No laterality
propionibacterium acnes endophthalmitis {p lumbar radiculitis} benzocaine poisoning,16864831000119104 | Lumbar radiculitis (disorder),Positive,Confirmed,No laterality
problems {p irritable hip},301813003 | Irritable hip (disorder),Positive,Confirmed,No laterality
lentigo maligna melanoma {p pearson's syndrome} acute pulmonary embolism,237985009 | Pearson's syndrome (disorder),Positive,Confirmed,No laterality
congenital anomaly of femur {p schwannoma of orbit proper} acute ethmoidal sinusitis,255001009 | Schwannoma of orbit proper (disorder),Positive,Confirmed,No laterality
paroxysmal familial ventricular fibrillation {p thoracic aortic coarctation} acute gonococcal prostatitis,253678000 | Thoracic aortic coarctation (disorder),Positive,Confirmed,No laterality
problems {p stroke co-occurrent with migraine},724429004 | Stroke co-occurrent with migraine (disorder),Positive,Confirmed,No laterality
"anabolic steroid overdose {p pedophilia, same sex} carcinoma of lower gum","67227000 | Pedophilia, same sex (disorder)",Positive,Confirmed,No laterality
mandelic acid adverse reaction {p acromesomelic dysplasia group} choroidal hemorrhage,279082008 | Acromesomelic dysplasia group (disorder),Positive,Confirmed,No laterality
inappropriate sinus tachycardia {p uncomplicated non-allergic asthma} buckled innominate artery syndrome,735589002 | Uncomplicated non-allergic asthma (disorder),Positive,Confirmed,No laterality
hypertrophy of scrotum {p open volar barton's fracture} splenoportal vascular anomaly,208342009 | Open volar Barton's fracture (disorder),Positive,Confirmed,No laterality
diagnosis {p phlebosclerosis},195518005 | Phlebosclerosis (disorder),Positive,Confirmed,No laterality
accidental meprobamate overdose {p intentional cephaloridine poisoning} antimuscarinic adverse reaction,291637002 | Intentional cephaloridine poisoning (disorder),Positive,Confirmed,No laterality
arm length inequality {p herpes simplex eyelid dermatitis} amyloidosis of stomach,186544000 | Herpes simplex eyelid dermatitis (disorder),Positive,Confirmed,No laterality
"propionic acidemia, type i {p edrophonium adverse reaction} abrasion, chest wall",292474005 | Edrophonium adverse reaction (disorder),Positive,Confirmed,No laterality
fibroadenoma of prostate {p chronic simple laryngitis} retinitis of bilateral eyes,195811008 | Chronic simple laryngitis (disorder),Positive,Confirmed,No laterality
carnosinuria {p mersalyl overdose} myxedema coma,297038003 | Mersalyl overdose (disorder),Positive,Confirmed,No laterality
injection site swelling {p accidental thioguanine overdose} microphakia,295710000 | Accidental thioguanine overdose (disorder),Positive,Confirmed,No laterality
osteochondroma of foot {p congenital enlarged kidney} acquired stammering,271387005 | Congenital enlarged kidney (disorder),Positive,Confirmed,No laterality
infection of tooth {p terpenes adverse reaction} amnesic shellfish poisoning,292721004 | Terpenes adverse reaction (disorder),Positive,Confirmed,No laterality
panhypopituitarism {p non-infectious disorder of lymphatics} neonatal osteopenia,105983000 | Non-infectious disorder of lymphatics (disorder),Positive,Confirmed,No laterality
amygdalolith {p neoplasm of gallbladder} mixed hypercholesterolemia and hypertriglyceridemia,126854002 | Neoplasm of gallbladder (disorder),Positive,Confirmed,No laterality
syphilis of breast {p progressive myositis ossificans} chronic cold agglutinin disease,82725007 | Progressive myositis ossificans (disorder),Positive,Confirmed,No laterality
dx {p antimetabolite adverse reaction},292227004 | Antimetabolite adverse reaction (disorder),Positive,Confirmed,No laterality
furuncle of toe {p winter itch} basilar artery occlusion,201025002 | Winter itch (disorder),Positive,Confirmed,No laterality
pontine artery occlusion {p arborescent patterning of skin} disorder of nasal septum,278026003 | Arborescent patterning of skin (disorder),Positive,Confirmed,No laterality
osteomyelitis of left femur {p adult-onset dystonia parkinsonism} neonatal cystine-lysinuria,720466001 | Adult-onset dystonia parkinsonism (disorder),Positive,Confirmed,No laterality
congenital total lipodystrophy {p lesch-nyhan syndrome} congenital aphakia,10406007 | Lesch-Nyhan syndrome (disorder),Positive,Confirmed,No laterality
atrophic lichen planus {p infection of spermatic cord} chronic constitutional eczema,236786008 | Infection of spermatic cord (disorder),Positive,Confirmed,No laterality
acute vulvovaginitis {p traumatic blister of heel} epsilon heavy chain disease,283134000 | Traumatic blister of heel (disorder),Positive,Confirmed,No laterality
problems {p spiperone poisoning},212658003 | Spiperone poisoning (disorder),Positive,Confirmed,No laterality
hydroureter {p bilious vomiting of newborn} atrophic pharyngitis,722933003 | Bilious vomiting of newborn (disorder),Positive,Confirmed,No laterality
band of ladd {p carneous mole} pemphigus neonatorum,44979007 | Carneous mole (disorder),Positive,Confirmed,No laterality
benign neoplasm of supraglottis {p cutaneous disorders of yaws} splinter in skin,280919009 | Cutaneous disorders of Yaws (disorder),Positive,Confirmed,No laterality
apoa-i munster variant 1 {p deficiency of methylaspartate mutase} fatty pancreas,124679004 | Deficiency of methylaspartate mutase (disorder),Positive,Confirmed,No laterality
hallux valgus and bunion {p bicipital tenosynovitis} subpatellar bursitis,41137001 | Bicipital tenosynovitis (disorder),Positive,Confirmed,No laterality
alport syndrome autosomal dominant {p neuroleptic-induced acute dystonia} acquired dysphagia,83465002 | Neuroleptic-induced acute dystonia (disorder),Positive,Confirmed,No laterality
dx {p face presentation of fetus},21882006 | Face presentation of fetus (disorder),Positive,Confirmed,No laterality
occupational injury {p endophthalmitis of bilateral eyes} clarithromycin overdose,15681681000119107 | Endophthalmitis of bilateral eyes (disorder),Positive,Confirmed,Bilateral
blind hypertensive eye {p retinal hemangioblastomatosis} 7p21.1 deletion syndrome,2167004 | Retinal hemangioblastomatosis (disorder),Positive,Confirmed,No laterality
sarcoma of clavicle {p chronic progressive non-hereditary chorea} endometriosis of colon,3456001 | Chronic progressive non-hereditary chorea (disorder),Positive,Confirmed,No laterality
myxoid neurofibroma {p hypothyroidism} oligomeganephronic hypoplasia of kidney,40930008 | Hypothyroidism (disorder),Positive,Confirmed,No laterality
pneumococcal peritonitis {p closed dislocation lumbar spine} posterior vitreous detachment,209074003 | Closed dislocation lumbar spine (disorder),Positive,Confirmed,No laterality
non-steroid anti-inflammatory drug-induced angioedema-urticaria {p laceration of right thumb} benign congenital hypotonia,10957761000119102 | Laceration of right thumb (disorder),Positive,Confirmed,Right
encephalocele of orbit {p tumor of eyelid} infection of amputation stump,278697001 | Tumor of eyelid (disorder),Positive,Confirmed,No laterality
imp {p intestinal parasitism},87282003 | Intestinal parasitism (disorder),Positive,Confirmed,No laterality
syphilitic valve disease {p keloidal histiocytoma of skin} endarteritis,404004004 | Keloidal histiocytoma of skin (disorder),Positive,Confirmed,No laterality
congenital anterior staphyloma {p degloving injury of neck} neonatal hemorrhage of kidney,283843007 | Degloving injury of neck (disorder),Positive,Confirmed,No laterality
amphetamine-induced anxiety disorder {p dog bite of toe} craniopagus occipitalis,283777006 | Dog bite of toe (disorder),Positive,Confirmed,No laterality
serosal tear of appendix {p eupatorium adenophorum poisoning} fatal infectious mononucleosis,87011009 | Eupatorium adenophorum poisoning (disorder),Positive,Confirmed,No laterality
gastric atresia {p melanin pigmentation of cornea} contusion of lip,231912007 | Melanin pigmentation of cornea (disorder),Positive,Confirmed,No laterality
open wound of fingernail {p branchiogenic deafness syndrome} intentional ethoglucid overdose,717944002 | Branchiogenic deafness syndrome (disorder),Positive,Confirmed,No laterality
chronic osteomyelitis of tibia {p crutch paralysis} droperidol overdose,32739008 | Crutch paralysis (disorder),Positive,Confirmed,No laterality
impression {p congenital alopecia},2965006 | Congenital alopecia (disorder),Positive,Confirmed,No laterality
chronic hypoplastic neutropenia {p somatoform pain disorder} oliguria following procedure,30077003 | Somatoform pain disorder (disorder),Positive,Confirmed,No laterality
arteriovenous abnormality of orbit {p maternally inherited leigh syndrome} ostium primum defect,717052002 | Maternally inherited Leigh syndrome (disorder),Positive,Confirmed,No laterality
nonulcer dyspepsia {p ciprofloxacin adverse reaction} deficiency of amylopectin 6-glucanohydrolase,292949001 | Ciprofloxacin adverse reaction (disorder),Positive,Confirmed,No laterality
acute catarrhal tonsillitis {p vigabatrin adverse reaction} multimorphic rash,292326006 | Vigabatrin adverse reaction (disorder),Positive,Confirmed,No laterality
aleukemic mast cell leukemia {p abnormal auditory perception} retroperitoneal abscess,60331006 | Abnormal auditory perception (disorder),Positive,Confirmed,No laterality
degenerative skin disorder {p streptococcal toxic shock syndrome} stomatitis artefacta,240451000 | Streptococcal toxic shock syndrome (disorder),Positive,Confirmed,No laterality
acute suppurative thyroiditis {p intracranial hemorrhage} female genital infection,1386000 | Intracranial hemorrhage (disorder),Positive,Confirmed,No laterality
stricture of esophagus {p hereditary xanthinuria type 1} sepsis caused by staphylococcus,836343001 | Hereditary xanthinuria type 1 (disorder),Positive,Confirmed,No laterality
accidental idarubicin poisoning {p pyeloureteritis cystica} chronic pulmonary blastomycosis,37779008 | Pyeloureteritis cystica (disorder),Positive,Confirmed,No laterality
radiation retinopathy {p chronic cluster headache} excessive attrition of teeth,230473009 | Chronic cluster headache (disorder),Positive,Confirmed,No laterality
problems {p tularemia},19265001 | Tularemia (disorder),Positive,Confirmed,No laterality
acute meningitis {p abscess of external cheek} disorder of tetrahydrobiopterin metabolism,72899006 | Abscess of external cheek (disorder),Positive,Confirmed,No laterality
esophagitis grade iii {p pectus deformity of chest} hyperglycemic disorder,444693004 | Pectus deformity of chest (disorder),Positive,Confirmed,No laterality
lymphangioma of larynx {p solitary exostosis} chronic left idiopathic vestibulopathy,449775008 | Solitary exostosis (disorder),Positive,Confirmed,No laterality
parasympathetic ganglion injury {p multifocal atrial ectopics} eosinophil peroxidase deficiency,871832005 | Multifocal atrial ectopics (disorder),Positive,Confirmed,No laterality
methyl lomustine nephropathy {p sulfonamide antibacterial overdose} glomangiopericytoma,1156000009 | Sulfonamide antibacterial overdose (disorder),Positive,Confirmed,No laterality
arterial complication of procedure {p kyphoscoliorachitic pelvis} deficiency of riboflavin kinase,26475003 | Kyphoscoliorachitic pelvis (disorder),Positive,Confirmed,No laterality
hypergonadism {p berlin syndrome} arteriovenous fistula infection,239032007 | Berlin syndrome (disorder),Positive,Confirmed,No laterality
accidental trifluperidol overdose {p malignant ascites} atrial rupture,236005001 | Malignant ascites (disorder),Positive,Confirmed,No laterality
drug-induced corneal epithlelial deposit {p disorder of ovary} gross' disease,5552004 | Disorder of ovary (disorder),Positive,Confirmed,No laterality
familial atrial myxoma {p maculopapular drug eruption} changuinola virus disease,238814003 | Maculopapular drug eruption (disorder),Positive,Confirmed,No laterality
thrombotic stroke {p esotropia with accommodative compensation} episcleritis of right eye,194112008 | Esotropia with accommodative compensation (disorder),Positive,Confirmed,No laterality
talc peritonitis {p histiocytic necrotizing lymphadenitis} sepsis caused by enterococcus,127217009 | Histiocytic necrotizing lymphadenitis (disorder),Positive,Confirmed,No laterality
stress fracture of fibula {p mosaic including xxxxy} hydrargaphen adverse reaction,205710004 | Mosaic including XXXXY (disorder),Positive,Confirmed,No laterality
dx {p enthesopathy of bilateral feet},15724441000119104 | Enthesopathy of bilateral feet (disorder),Positive,Confirmed,Bilateral
perioophoritis {p conium maculatum poisoning} root work,68935009 | Conium maculatum poisoning (disorder),Positive,Confirmed,No laterality
scarring of papillary muscle {p congenital malformation of clitoris} gastrointestinal candidiasis,253842008 | Congenital malformation of clitoris (disorder),Positive,Confirmed,No laterality
thrombosis of abdominal aorta {p psychogenic overeating} intraperitoneal pregnancy,275474009 | Psychogenic overeating (disorder),Positive,Confirmed,No laterality
problem list {p intentional bleomycin overdose},295665005 | Intentional bleomycin overdose (disorder),Positive,Confirmed,No laterality
face mask squeeze {p submaxillary lymphadenopathy} hypertrophic cardiomyopathy,127085002 | Submaxillary lymphadenopathy (disorder),Positive,Confirmed,No laterality
femoral hernia {p superficial acne vulgaris} cylindrical bronchiectasis,403347003 | Superficial acne vulgaris (disorder),Positive,Confirmed,No laterality
5-hydroxytryptamine secreting neuroendocrine tumor {p ammi majus poisoning} deficiency of glycerol kinase,68102003 | Ammi majus poisoning (disorder),Positive,Confirmed,No laterality
pituitary stalk compression hyperprolactinemia {p carcinoma of hard palate} postoperative peritonitis,254434008 | Carcinoma of hard palate (disorder),Positive,Confirmed,No laterality
problems {p adult hypertrophic pyloric stenosis},266438007 | Adult hypertrophic pyloric stenosis (disorder),Positive,Confirmed,No laterality
valvular sclerosis {p bilateral madelung deformity} putti-chavany syndrome,890380004 | Bilateral Madelung deformity (disorder),Positive,Confirmed,Bilateral
limbal stem cell deficiency {p ethacrynic acid overdose} endometriosis,297025006 | Ethacrynic acid overdose (disorder),Positive,Confirmed,No laterality
pile reducible with difficulty {p complement 7 deficiency} lipoma of breast,234612009 | Complement 7 deficiency (disorder),Positive,Confirmed,No laterality
hemarthrosis of sternoclavicular joint {p hypotony of eye} malignant neoplasm of liver,19721008 | Hypotony of eye (disorder),Positive,Confirmed,No laterality
neoplasm of hamate bone {p episcleral and scleral disorder} viral wart on lip,231872000 | Episcleral and scleral disorder (disorder),Positive,Confirmed,No laterality
tone deafness {p chronic chagas' disease} acquired postural plagiocephaly,240658000 | Chronic Chagas' disease (disorder),Positive,Confirmed,No laterality
acute phlegmonous laryngitis {p atypical chronic myeloid leukemia} median nerve neuritis,277589003 | Atypical chronic myeloid leukemia (disorder),Positive,Confirmed,No laterality
hydroxyprogesterone adverse reaction {p ocular hypertension} tendinosis of bilateral knees,4210003 | Ocular hypertension (disorder),Positive,Confirmed,No laterality
bypass graft mechanical complications {p hemothorax due to trauma} chronic sinusitis,42458003 | Hemothorax due to trauma (disorder),Positive,Confirmed,No laterality
pipothiazine overdose {p infestation caused by pulex} congenital retraction of eyelid,19698004 | Infestation caused by Pulex (disorder),Positive,Confirmed,No laterality
muscle abscess of forearm {p congenital bowing of femur} gingival pocket,33534005 | Congenital bowing of femur (disorder),Positive,Confirmed,No laterality
paternal 20q13.2q13.3 microdeletion syndrome {p fingernail injury} autoimmune hypothyroidism,282762007 | Fingernail injury (disorder),Positive,Confirmed,No laterality
torsion of ovary {p atresia of salivary duct} lymphoedema following breast cancer,23512004 | Atresia of salivary duct (disorder),Positive,Confirmed,No laterality
infection caused by trichinella {p dental peri-implant mucositis} ameloonychohypohidrotic syndrome,699684005 | Dental peri-implant mucositis (disorder),Positive,Confirmed,No laterality
unsocial childhood truancy {p injury whilst playing darts} trachyonychia,1067521000000100 | Injury whilst playing darts (disorder),Positive,Confirmed,No laterality
neuroendocrine neoplasm of lung {p poisoning by sawfly larvae} idoxuridine adverse reaction,177007 | Poisoning by sawfly larvae (disorder),Positive,Confirmed,No laterality
atypical cluster headache {p fly bite} suppurative arthritis,283345006 | Fly bite (disorder),Positive,Confirmed,No laterality
pepsin poisoning {p malignant neoplastic disease} proximal renal tubular acidosis,363346000 | Malignant neoplastic disease (disorder),Positive,Confirmed,No laterality
porphyrinopathy {p leukocoria of left eye} vindesine adverse reaction,339981000119100 | Leukocoria of left eye (disorder),Positive,Confirmed,Left
transsphincteric anal horseshoe fistula {p 2q33.1 microdeletion syndrome} psychoactive substance-induced organic hallucinosis,763062006 | 2q33.1 microdeletion syndrome (disorder),Positive,Confirmed,No laterality
acute stress disorder {p mucosal lentiginosis} inverse pattern atopic dermatitis,239134005 | Mucosal lentiginosis (disorder),Positive,Confirmed,No laterality
"pyridoxine toxicity {p wedge defect of teeth} conduct disorder, adolescent-onset type",73197002 | Wedge defect of teeth (disorder),Positive,Confirmed,No laterality
sunburn of first degree {p etretinate adverse reaction} microphakia,292666002 | Etretinate adverse reaction (disorder),Positive,Confirmed,No laterality
late syphilis {p diverticulum of bladder} psychogenic dysphonia,197866008 | Diverticulum of bladder (disorder),Positive,Confirmed,No laterality
"contracture of adductor pollicis {p open division, neck ligament} choroid scar","209729000 | Open division, neck ligament (disorder)",Positive,Confirmed,No laterality
malabsorption in the elderly {p accidental flucytosine poisoning} ischiopubic synchondrosis,291423004 | Accidental flucytosine poisoning (disorder),Positive,Confirmed,No laterality
injury of perineum {p hereditary coproporphyria} venous stenosis,7425008 | Hereditary coproporphyria (disorder),Positive,Confirmed,No laterality
munchausen syndrome by proxy {p congenital elephantiasis} periostitis without osteomyelitis-sacrum,205545009 | Congenital elephantiasis (disorder),Positive,Confirmed,No laterality
lactobezoar {p abrasion of cheek} recurrent herpes simplex,283053007 | Abrasion of cheek (disorder),Positive,Confirmed,No laterality
viral ear infection {p pressure-induced nystagmus} imidazole aminoaciduria,278468008 | Pressure-induced nystagmus (disorder),Positive,Confirmed,No laterality
supernumerary bone of foot {p intentional tiaprofenic acid overdose} cystitis of pregnancy,295305002 | Intentional tiaprofenic acid overdose (disorder),Positive,Confirmed,No laterality
"plane wart {p sarcoidosis, anular type} familial defective apolipoprotein b-100","58870009 | Sarcoidosis, anular type (disorder)",Positive,Confirmed,No laterality
"spondylosis without myelopathy {p intussusception of colon} open injury, femoral vein",27673007 | Intussusception of colon (disorder),Positive,Confirmed,No laterality
infection caused by chrysosporium {p male infertility} tibial collateral ligament bursitis,2904007 | Male infertility (disorder),Positive,Confirmed,No laterality
von jaksch's anemia {p chiari's network} sodium disorder,2583009 | Chiari's network (disorder),Positive,Confirmed,No laterality
ectopic intestinal mucosa {p severe lymphoedema of limb} paget's disease-fibula,511221000000105 | Severe lymphoedema of limb (disorder),Positive,Confirmed,No laterality
problem list {p supraventricular bradyarrhythmia},762534000 | Supraventricular bradyarrhythmia (disorder),Positive,Confirmed,No laterality
male hot flash {p besnier's prurigo} hereditary nonpolyposis colon cancer,200773006 | Besnier's prurigo (disorder),Positive,Confirmed,No laterality
infection of metatarsal {p accidental misoprostol poisoning} cataracta brunescens,290350002 | Accidental misoprostol poisoning (disorder),Positive,Confirmed,No laterality
q fever pericarditis {p undescended left testicle} optic disc dysplasia,1010568002 | Undescended left testicle (disorder),Positive,Confirmed,Left
abrasion of oropharynx {p ovarian hypersecretion} disseminated cutaneous histoplasmosis,314741003 | Ovarian hypersecretion (disorder),Positive,Confirmed,No laterality
hypothalamic obesity {p kindler's syndrome} cynoglossum officinale poisoning,238836000 | Kindler's syndrome (disorder),Positive,Confirmed,No laterality
cyclosporin adverse reaction {p episcleritis of right eye} dysgenesis of the cerebellum,335251000119100 | Episcleritis of right eye (disorder),Positive,Confirmed,Right
post-radiation menopause {p benign neoplasm of pharynx} accidental flupenthixol poisoning,92293007 | Benign neoplasm of pharynx (disorder),Positive,Confirmed,No laterality
sequelae of leprosy {p volvulus of small intestine} rectal fistula,197058003 | Volvulus of small intestine (disorder),Positive,Confirmed,No laterality
left anterior fascicular block {p excessive attrition of teeth} long umbilical cord,53963006 | Excessive attrition of teeth (disorder),Positive,Confirmed,No laterality
moderate bone marrow hyperplasia {p pediatric onset sjögren syndrome} methoxychlor poisoning,762303003 | Pediatric onset Sjögren syndrome (disorder),Positive,Confirmed,No laterality
small ring x chromosome {p acute viral bronchitis} march fracture,233601004 | Acute viral bronchitis (disorder),Positive,Confirmed,No laterality
posttraumatic choroid scar {p fracture of two ribs} spontaneous intracranial hemorrhage,31693001 | Fracture of two ribs (disorder),Positive,Confirmed,No laterality
herpetic cervicitis {p agenesis of ischium} vidarabine adverse reaction,1003557005 | Agenesis of ischium (disorder),Positive,Confirmed,No laterality
plantar verrucous carcinoma {p benign neoplasm of acromion} healthcare associated infectious disease,91963006 | Benign neoplasm of acromion (disorder),Positive,Confirmed,No laterality
imp {p acute sanguinous otitis media},77478005 | Acute sanguinous otitis media (disorder),Positive,Confirmed,No laterality
lamellar ichthyosis {p obstruction of pancreatic stent} adenocarcinoma of meckel diverticulum,842853311000132105 | Obstruction of pancreatic stent (disorder),Positive,Confirmed,No laterality
necrosis of pancreas {p accidental protamine overdose} sequestrum of nasal-orbit complex,1149406003 | Accidental protamine overdose (disorder),Positive,Confirmed,No laterality
infection caused by francisella {p sporadic parkinson disease} contusion of cheek,724761004 | Sporadic Parkinson disease (disorder),Positive,Confirmed,No laterality
cutaneous trichosporonosis {p acute respiratory infection} rhabdomyosarcoma of bladder,195647007 | Acute respiratory infection (disorder),Positive,Confirmed,No laterality
arthrofibrosis {p generalized congenital intestinal dysmotility} glucosylceramide beta-glucosidase deficiency,253785008 | Generalized congenital intestinal dysmotility (disorder),Positive,Confirmed,No laterality
problem list {p chemical cystitis},236630004 | Chemical cystitis (disorder),Positive,Confirmed,No laterality
dx {p immunotactoid glomerulonephritis},726082003 | Immunotactoid glomerulonephritis (disorder),Positive,Confirmed,No laterality
distal monosomy 10p {p cycloplegia of bilateral eyes} left atrioventricular valve stenosis,344671000119109 | Cycloplegia of bilateral eyes (disorder),Positive,Confirmed,Bilateral
old total retinal detachment {p atypical absence epilepsy} intentional prochlorperazine overdose,187931000119106 | Atypical absence epilepsy (disorder),Positive,Confirmed,No laterality
neurocirculatory asthenia {p accidental methyprylone overdose} enlarged adrenal gland,296029005 | Accidental methyprylone overdose (disorder),Positive,Confirmed,No laterality
tumor of laryngeal cartilage {p abscess of finger} accidental overdose by dihydrocodeine,21092002 | Abscess of finger (disorder),Positive,Confirmed,No laterality
mixed renal osteodystrophy {p neoplasm of mouth} deficiency of heparin lyase,126797001 | Neoplasm of mouth (disorder),Positive,Confirmed,No laterality
fracture of one rib {p congenital hypoplasia of brain} mayaro fever,127551000119100 | Congenital hypoplasia of brain (disorder),Positive,Confirmed,No laterality
tooth malformation {p premenstrual exacerbation of dermatosis} sickle cell-hemoglobin e disease,403527005 | Premenstrual exacerbation of dermatosis (disorder),Positive,Confirmed,No laterality
problem list {p impervious ureter},204974003 | Impervious ureter (disorder),Positive,Confirmed,No laterality
crocodile tears syndrome {p thyrotoxicosis on thyroxine therapy} leg length inequality,237509009 | Thyrotoxicosis on thyroxine therapy (disorder),Positive,Confirmed,No laterality
impression {p rectal prolapse},57773001 | Rectal prolapse (disorder),Positive,Confirmed,No laterality
accidental psilocybin overdose {p acquired ptosis of eyelid} herbicide poisoning,271429007 | Acquired ptosis of eyelid (disorder),Positive,Confirmed,No laterality
tricuspid leaflet dysplasia {p infection of biliary tract} subacute monocytic leukemia,846685008 | Infection of biliary tract (disorder),Positive,Confirmed,No laterality
confluent bruising {p opium dependence} moniliform hamartoma,231480002 | Opium dependence (disorder),Positive,Confirmed,No laterality
impression {p longitudinal deficiency of foot},128061008 | Longitudinal deficiency of foot (disorder),Positive,Confirmed,No laterality
distal xq28 microduplication syndrome {p mesenteric lymphadenopathy} amebic hepatitis,127144009 | Mesenteric lymphadenopathy (disorder),Positive,Confirmed,No laterality
parasitic skin infestation {p malfunction of jejunostomy} enteroviral encephalomyelitis,16468941000119103 | Malfunction of jejunostomy (disorder),Positive,Confirmed,No laterality
reactive mastocytosis {p midpelvic contraction} crushing injury of foot,237257002 | Midpelvic contraction (disorder),Positive,Confirmed,No laterality
"anaplasia of cervix {p abrasion, back} perianal paget's disease","211042000 | Abrasion, back (disorder)",Positive,Confirmed,No laterality
mesenteric lymphadenopathy {p rejection of bone graft} hematoma of trachea,281435002 | Rejection of bone graft (disorder),Positive,Confirmed,No laterality
varicella-zoster virus eyelid dermatitis {p right-sided staphylococcus aureus endocarditis} dissection of intracranial artery,426087004 | Right-sided Staphylococcus aureus endocarditis (disorder),Positive,Confirmed,No laterality
disseminated discoid lupus erythematosus {p nabilone adverse reaction} infection of tick bite,292131000 | Nabilone adverse reaction (disorder),Positive,Confirmed,No laterality
chandipura virus disease {p intentional osmotic diuretic poisoning} sensory polyneuropathy,291979005 | Intentional osmotic diuretic poisoning (disorder),Positive,Confirmed,No laterality
oxazolidine poisoning {p cyclic premenstrual unconjugated hyperbilirubinemia} amebic perianal ulceration,15877009 | Cyclic premenstrual unconjugated hyperbilirubinemia (disorder),Positive,Confirmed,No laterality
acephalorhachia {p astemizole adverse reaction} tinea cruris,292569004 | Astemizole adverse reaction (disorder),Positive,Confirmed,No laterality
chronic dentine dental caries {p delayed renal graft function} cutaneous paracoccioidomycosis,426136000 | Delayed renal graft function (disorder),Positive,Confirmed,No laterality
adenoma of sigmoid colon {p ciguatoxin causing toxic effect} intracranial and intraspinal abscesses,241774007 | Ciguatoxin causing toxic effect (disorder),Positive,Confirmed,No laterality
"celiprolol adverse reaction {p transient neonatal behçet disease} complete tear, tarsometatarsal ligament",1142107003 | Transient neonatal Behçet disease (disorder),Positive,Confirmed,No laterality
"dx {p open division, cricothyroid ligament}","209740008 | Open division, cricothyroid ligament (disorder)",Positive,Confirmed,No laterality
problem list {p local anesthetic agent overdose},295549004 | Local anesthetic agent overdose (disorder),Positive,Confirmed,No laterality
poisoning caused by cephaloridine {p ascending aorta absent} conduct disorder,253644006 | Ascending aorta absent (disorder),Positive,Confirmed,No laterality
accidental nabumetone overdose {p poisoning caused by prostaglandin} skin graft hematoma,23142005 | Poisoning caused by prostaglandin (disorder),Positive,Confirmed,No laterality
flexion contracture of elbow {p stress polycythemia} injury complicating pregnancy,36874002 | Stress polycythemia (disorder),Positive,Confirmed,No laterality
acute viral disease {p neurocutaneous syndrome} bursitis of bilateral ankles,78572006 | Neurocutaneous syndrome (disorder),Positive,Confirmed,No laterality
familial paroxysmal rhabdomyolysis {p abscess of labia} congenital diverticulosis,314630009 | Abscess of labia (disorder),Positive,Confirmed,No laterality
guar gum adverse reaction {p lacrimal mucocele} alcoholic ketoacidosis,42758002 | Lacrimal mucocele (disorder),Positive,Confirmed,No laterality
chlormezanone overdose {p atrial septal aneurysm} varix of vocal cord,95440004 | Atrial septal aneurysm (disorder),Positive,Confirmed,No laterality
scarring alopecia {p tooth sensitivity to heat} 20q11.2 microduplication syndrome,109593008 | Tooth sensitivity to heat (disorder),Positive,Confirmed,No laterality
vaccination site vaccinia {p mineralocorticoid adverse reaction} ascorbic acid adverse reaction,418505005 | Mineralocorticoid adverse reaction (disorder),Positive,Confirmed,No laterality
congenital anomaly of calcaneus {p retinal edema} accidental prazepam overdose,6141006 | Retinal edema (disorder),Positive,Confirmed,No laterality
malignant histiocytosis {p occupational bronchitis} injury of thymus gland,49691004 | Occupational bronchitis (disorder),Positive,Confirmed,No laterality
dx {p intentional levodopa overdose},295816002 | Intentional levodopa overdose (disorder),Positive,Confirmed,No laterality
infective epididymo-orchitis {p plasma cell mastitis} clubbing of nail,62319002 | Plasma cell mastitis (disorder),Positive,Confirmed,No laterality
fetal cocaine syndrome {p roselli-gulienetti ectodermal dysplasia} deep inguinal lymphadenopathy,239009008 | Roselli-Gulienetti ectodermal dysplasia (disorder),Positive,Confirmed,No laterality
negishi encephalitis {p dissection of vertebral artery} congenital deformity of face,230730001 | Dissection of vertebral artery (disorder),Positive,Confirmed,No laterality
open division iliofemoral ligament {p drug-induced anaphylaxis} accidental liothyronine poisoning,241937000 | Drug-induced anaphylaxis (disorder),Positive,Confirmed,No laterality
accessory eyelid {p polycystic disease of pancreas} localized hyperhidrosis,235961002 | Polycystic disease of pancreas (disorder),Positive,Confirmed,No laterality
