text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p purulent endophthalmitis} until aged 3,41720003 | Purulent endophthalmitis (disorder),Historic,Confirmed,No laterality
1 previous {p acute anoxic encephalopathy},16561007 | Acute anoxic encephalopathy (disorder),Historic,Confirmed,No laterality
no personal history of {p benign neoplasm of pubis},92309002 | Benign neoplasm of pubis (disorder),Historic,Negated,No laterality
1 previous {p acute tubulointerstitial nephritis},28637003 | Acute tubulointerstitial nephritis (disorder),Historic,Confirmed,No laterality
{p transient somatotropin deficiency} recovered,22306000 | Transient somatotropin deficiency (disorder),Historic,Confirmed,No laterality
3 previous {p acute staphylococcal pericarditis},194917003 | Acute staphylococcal pericarditis (disorder),Historic,Confirmed,No laterality
prev {p acute nephropathy},58574008 | Acute nephropathy (disorder),Historic,Confirmed,No laterality
{p closed malgaigne fracture} when aged 68,8530001000004108 | Closed Malgaigne fracture (disorder),Historic,Confirmed,No laterality
personal hx {p chronic pseudomembranous oral candidosis},402996006 | Chronic pseudomembranous oral candidosis (disorder),Historic,Confirmed,No laterality
{p acute dentine dental caries} recovered,196298000 | Acute dentine dental caries (disorder),Historic,Confirmed,No laterality
{p retromammary mastitis} last 9 month,60340005 | Retromammary mastitis (disorder),Historic,Confirmed,No laterality
freq {p viral hemorrhagic fever},240523007 | Viral hemorrhagic fever (disorder),Historic,Confirmed,No laterality
{p rupture of neoplasm} last 12 month,371004008 | Rupture of neoplasm (disorder),Historic,Confirmed,No laterality
{p avulsion of cranial nerve} upto aged 55,262961002 | Avulsion of cranial nerve (disorder),Historic,Confirmed,No laterality
{p chronic perimetritis} from 18 yr of age,37830006 | Chronic perimetritis (disorder),Historic,Confirmed,No laterality
no pmh {p burning feet syndrome},230570005 | Burning feet syndrome (disorder),Historic,Negated,No laterality
{p acute on chronic pancreatitis} recovered,721724009 | Acute on chronic pancreatitis (disorder),Historic,Confirmed,No laterality
{p 22q partial trisomy} some time prev,50992006 | 22q partial trisomy (disorder),Historic,Confirmed,No laterality
past medical hx {p arterial avulsion},234013003 | Arterial avulsion (disorder),Historic,Confirmed,No laterality
{p oral infection} while 29 yr of age,275393007 | Oral infection (disorder),Historic,Confirmed,No laterality
{p polyp of descending colon} when age 56,712728006 | Polyp of descending colon (disorder),Historic,Confirmed,No laterality
{p dartoic myoma} prev,254770007 | Dartoic myoma (disorder),Historic,Confirmed,No laterality
{p metatropic dysplasia} at age 5,22764001 | Metatropic dysplasia (disorder),Historic,Confirmed,No laterality
3 prev {p chagas' exanthem},240656001 | Chagas' exanthem (disorder),Historic,Confirmed,No laterality
2 prev {p acute myocarditis},46701001 | Acute myocarditis (disorder),Historic,Confirmed,No laterality
{p acute rosacea conjunctivitis} recovered,91864001 | Acute rosacea conjunctivitis (disorder),Historic,Confirmed,No laterality
{p infection of scapula} previously,203223005 | Infection of scapula (disorder),Historic,Confirmed,No laterality
3 prev {p acute pharyngeal candidiasis},232404007 | Acute pharyngeal candidiasis (disorder),Historic,Confirmed,No laterality
no previous history of {p thonzylamine overdose},296425007 | Thonzylamine overdose (disorder),Historic,Negated,No laterality
4 previous {p acute hemorrhagic pancreatitis},4399003 | Acute hemorrhagic pancreatitis (disorder),Historic,Confirmed,No laterality
{p mild persistent asthma} last 9 month,426979002 | Mild persistent asthma (disorder),Historic,Confirmed,No laterality
{p acute subglottic laryngitis} recovered,232429001 | Acute subglottic laryngitis (disorder),Historic,Confirmed,No laterality
previous hx {p tracheal fistula},233778002 | Tracheal fistula (disorder),Historic,Confirmed,No laterality
not had {p rheumatoid arthritis with episcleritis},77522006 | Rheumatoid arthritis with episcleritis (disorder),Historic,Negated,No laterality
2 prev {p pyrogenic shock},70993000 | Pyrogenic shock (disorder),Historic,Confirmed,No laterality
2 previous {p benign paroxysmal positional vertigo},111541001 | Benign paroxysmal positional vertigo (disorder),Historic,Confirmed,No laterality
{p transient hypogammaglobulinemia of infancy} prev,88714009 | Transient hypogammaglobulinemia of infancy (disorder),Historic,Confirmed,No laterality
no previous hist {p acute phytophotodermatitis},58306008 | Acute phytophotodermatitis (disorder),Historic,Negated,No laterality
{p corneal endothelial dystrophy} upto aged 59,416960004 | Corneal endothelial dystrophy (disorder),Historic,Confirmed,No laterality
prev {p acute stimulant intoxication},943111000000105 | Acute stimulant intoxication (disorder),Historic,Confirmed,No laterality
{p acne atrophica} when 38 y old,72936003 | Acne atrophica (disorder),Historic,Confirmed,No laterality
{p tendinitis of right hand} recovered,15630651000119104 | Tendinitis of right hand (disorder),Historic,Confirmed,Right
{p transient osteoporosis of hip} recovered,240159007 | Transient osteoporosis of hip (disorder),Historic,Confirmed,No laterality
2 prev {p hashitoxicosis - transient},237500008 | Hashitoxicosis - transient (disorder),Historic,Confirmed,No laterality
no personal history of {p ectopic pupil},193523008 | Ectopic pupil (disorder),Historic,Negated,No laterality
{p erythrocyte alloimmunization} while age 4,764444002 | Erythrocyte alloimmunization (disorder),Historic,Confirmed,No laterality
"{p drug dependence, continuous} last 10 mth","153491000119103 | Drug dependence, continuous (disorder)",Historic,Confirmed,No laterality
{p gonococcal salpingitis} while age 51,237038001 | Gonococcal salpingitis (disorder),Historic,Confirmed,No laterality
4 prev {p transient neonatal myasthenia},230683002 | Transient neonatal myasthenia (disorder),Historic,Confirmed,No laterality
no hx of {p superficial foreign body},447404002 | Superficial foreign body (disorder),Historic,Negated,No laterality
prev {p acute radiation pneumonitis},196047000 | Acute radiation pneumonitis (disorder),Historic,Confirmed,No laterality
had {p acute lymphangitis of trunk},84490005 | Acute lymphangitis of trunk (disorder),Historic,Confirmed,No laterality
no hx of {p neoplasm of presacral region},126646002 | Neoplasm of presacral region (disorder),Historic,Negated,No laterality
{p myelomeningocele co-occurrent with hydrocephalus} until aged 20,735749005 | Myelomeningocele co-occurrent with hydrocephalus (disorder),Historic,Confirmed,No laterality
{p heterologous chimera} prev,60922004 | Heterologous chimera (disorder),Historic,Confirmed,No laterality
{p acute interstitial pneumonia} recovered,236302005 | Acute interstitial pneumonia (disorder),Historic,Confirmed,No laterality
previous {p acute lymphangitis of thigh},3059002 | Acute lymphangitis of thigh (disorder),Historic,Confirmed,No laterality
no ph of {p hyoscine overdose},296394000 | Hyoscine overdose (disorder),Historic,Negated,No laterality
no hist {p glenoid labrum tear},202332000 | Glenoid labrum tear (disorder),Historic,Negated,No laterality
had {p acute disease of orbit},128483002 | Acute disease of orbit (disorder),Historic,Confirmed,No laterality
personal hist of {p poisoning caused by heroin},13187008 | Poisoning caused by heroin (disorder),Historic,Confirmed,No laterality
no personal hx of {p cryptogenic lennox-gastaut syndrome},230419003 | Cryptogenic Lennox-Gastaut syndrome (disorder),Historic,Negated,No laterality
{p ultrafiltration failure} when 55 yrs old,719501003 | Ultrafiltration failure (disorder),Historic,Confirmed,No laterality
no pmh {p obturator nerve injury},285601000 | Obturator nerve injury (disorder),Historic,Negated,No laterality
2 previous {p acute papular onchodermatitis},403126006 | Acute papular onchodermatitis (disorder),Historic,Confirmed,No laterality
{p degenerative brain disorder} from aged 50,52522001 | Degenerative brain disorder (disorder),Historic,Confirmed,No laterality
recurrent {p acute osteomyelitis of knee},288242005 | Acute osteomyelitis of knee (disorder),Historic,Confirmed,No laterality
no pmh {p spheroid body myopathy},765092004 | Spheroid body myopathy (disorder),Historic,Negated,No laterality
past medical history of {p resorption of cervical disc},202746003 | Resorption of cervical disc (disorder),Historic,Confirmed,No laterality
{p acute radiation proctitis} recovered,235761008 | Acute radiation proctitis (disorder),Historic,Confirmed,No laterality
{p pneumoconiosis} last 4 months,40122008 | Pneumoconiosis (disorder),Historic,Confirmed,No laterality
{p benign neoplasm of appendix} last 11 months,91981009 | Benign neoplasm of appendix (disorder),Historic,Confirmed,No laterality
{p anaphylaxis caused by shellfish} recovered,442052005 | Anaphylaxis caused by shellfish (disorder),Historic,Confirmed,No laterality
no pmh of {p benzodiazepine antagonist adverse reaction},292731006 | Benzodiazepine antagonist adverse reaction (disorder),Historic,Negated,No laterality
{p primary tic disorder} while age 22,723122006 | Primary tic disorder (disorder),Historic,Confirmed,No laterality
{p contusion of cerebrum} prev,262689001 | Contusion of cerebrum (disorder),Historic,Confirmed,No laterality
{p atypical psychosis} previously,473452003 | Atypical psychosis (disorder),Historic,Confirmed,No laterality
not had {p hereditary hemochromatosis},35400008 | Hereditary hemochromatosis (disorder),Historic,Negated,No laterality
no prev history {p deficiency of limit dextrinase},272938000 | Deficiency of limit dextrinase (disorder),Historic,Negated,No laterality
past hx of {p epidural supratentorial pyogenic abscess},230204001 | Epidural supratentorial pyogenic abscess (disorder),Historic,Confirmed,No laterality
{p telangiectasia of nailfolds} last 11 months,402834007 | Telangiectasia of nailfolds (disorder),Historic,Confirmed,No laterality
no personal history of {p occlusion of artery},2929001 | Occlusion of artery (disorder),Historic,Negated,No laterality
frequent {p transient neonatal hyperglycemia},276558007 | Transient neonatal hyperglycemia (disorder),Historic,Confirmed,No laterality
no personal hx {p benign neoplasm of ischium},92158009 | Benign neoplasm of ischium (disorder),Historic,Negated,No laterality
no pmh {p fulminant hepatic failure},235884008 | Fulminant hepatic failure (disorder),Historic,Negated,No laterality
{p paroxysmal ventricular tachycardia} some time back,66657009 | Paroxysmal ventricular tachycardia (disorder),Historic,Confirmed,No laterality
{p depressive personality disorder} few years back,1084061000000106 | Depressive personality disorder (disorder),Historic,Confirmed,No laterality
prev hx {p disorder of glutamine metabolism},190724004 | Disorder of glutamine metabolism (disorder),Historic,Confirmed,No laterality
previously {p acute cholangiohepatitis},370490006 | Acute cholangiohepatitis (disorder),Historic,Confirmed,No laterality
{p cellulitis of hip} last 1 months,9557000 | Cellulitis of hip (disorder),Historic,Confirmed,No laterality
{p dengue shock syndrome} recovered,409671005 | Dengue shock syndrome (disorder),Historic,Confirmed,No laterality
{p genetic transient congenital hypothyroidism} recovered,770631009 | Genetic transient congenital hypothyroidism (disorder),Historic,Confirmed,No laterality
{p injury of bile duct} from 65 yrs o,127313006 | Injury of bile duct (disorder),Historic,Confirmed,No laterality
{p acute benign pericarditis} recovered,173574009 | Acute benign pericarditis (disorder),Historic,Confirmed,No laterality
never had {p mild mitral valve regurgitation},838451005 | Mild mitral valve regurgitation (disorder),Historic,Negated,No laterality
{p candidiasis of nipple} previously,426762000 | Candidiasis of nipple (disorder),Historic,Confirmed,No laterality
{p tuberculosis papulonecrotica} while age 15,41156006 | Tuberculosis papulonecrotica (disorder),Historic,Confirmed,No laterality
{p accidental meptazinol overdose} from aged 28,295206004 | Accidental meptazinol overdose (disorder),Historic,Confirmed,No laterality
1 previous {p malignant endocarditis},44051003 | Malignant endocarditis (disorder),Historic,Confirmed,No laterality
no prev history of {p complex posttraumatic stress disorder},443919007 | Complex posttraumatic stress disorder (disorder),Historic,Negated,No laterality
recurrent {p supraspinatus tendinitis},202841003 | Supraspinatus tendinitis (disorder),Historic,Confirmed,No laterality
prev {p acute lymphangitis},8838005 | Acute lymphangitis (disorder),Historic,Confirmed,No laterality
previously {p acute lymphangitis of wrist},28653000 | Acute lymphangitis of wrist (disorder),Historic,Confirmed,No laterality
{p incomplete testicular feminization syndrome} prev,67528009 | Incomplete testicular feminization syndrome (disorder),Historic,Confirmed,No laterality
{p prolonged apnea of newborn} few yrs previously,276546007 | Prolonged apnea of newborn (disorder),Historic,Confirmed,No laterality
no prev history of {p lymphoid leukemia in remission},93169003 | Lymphoid leukemia in remission (disorder),Historic,Negated,No laterality
no prev hx {p cellulitis of spermatic cord},10982004 | Cellulitis of spermatic cord (disorder),Historic,Negated,No laterality
{p severe dehydration} while age 26,450316000 | Severe dehydration (disorder),Historic,Confirmed,No laterality
{p pellet wound of neck} at aged 63,283557001 | Pellet wound of neck (disorder),Historic,Confirmed,No laterality
{p papilloma of left eyelid} prev,348711000119100 | Papilloma of left eyelid (disorder),Historic,Confirmed,Left
{p intentional nitrous oxide poisoning} last 11 mths,290484004 | Intentional nitrous oxide poisoning (disorder),Historic,Confirmed,No laterality
{p metatarsal bone fracture} prev,263251009 | Metatarsal bone fracture (disorder),Historic,Confirmed,No laterality
previously {p cushing ulcer},23649000 | Cushing ulcer (disorder),Historic,Confirmed,No laterality
{p scar} while aged 33,275322007 | Scar (disorder),Historic,Confirmed,No laterality
no ph of {p neoplasm of cranial nerve},126966009 | Neoplasm of cranial nerve (disorder),Historic,Negated,No laterality
previous {p acute fibrinous bronchitis},195714005 | Acute fibrinous bronchitis (disorder),Historic,Confirmed,No laterality
{p severe postnatal depression} last 5 mth,237350002 | Severe postnatal depression (disorder),Historic,Confirmed,No laterality
{p parasitic fibroid} last 1 months,36564007 | Parasitic fibroid (disorder),Historic,Confirmed,No laterality
never had {p calciphylaxis cutis},717043006 | Calciphylaxis cutis (disorder),Historic,Negated,No laterality
no hx {p poisoning caused by lorazepam},70330008 | Poisoning caused by lorazepam (disorder),Historic,Negated,No laterality
prev history of {p transient ischemia},57357009 | Transient ischemia (disorder),Historic,Confirmed,No laterality
prev hist {p intentional methotrimeprazine poisoning},291167009 | Intentional methotrimeprazine poisoning (disorder),Historic,Confirmed,No laterality
previously {p acute osteomyelitis of elbow},287050006 | Acute osteomyelitis of elbow (disorder),Historic,Confirmed,No laterality
not had {p atrial fibrillation and flutter},195080001 | Atrial fibrillation and flutter (disorder),Historic,Negated,No laterality
never had {p intravenous nutrition adverse reaction},293367005 | Intravenous nutrition adverse reaction (disorder),Historic,Negated,No laterality
no pmh {p siti},240692002 | Siti (disorder),Historic,Negated,No laterality
3 prev {p perinatal transient vaginal bleeding},206422009 | Perinatal transient vaginal bleeding (disorder),Historic,Confirmed,No laterality
{p mercurialentis} upto 31 years o,63600008 | Mercurialentis (disorder),Historic,Confirmed,No laterality
no personal hx of {p developmental motor speech disorder},229700007 | Developmental motor speech disorder (disorder),Historic,Negated,No laterality
no prev hx {p acute drug-induced tubulointerstitial nephritis},32093003 | Acute drug-induced tubulointerstitial nephritis (disorder),Historic,Negated,No laterality
{p chiari malformation type ii} last 7 months,373587001 | Chiari malformation type II (disorder),Historic,Confirmed,No laterality
{p vascular graft calcification} from 11 yrs old,234199000 | Vascular graft calcification (disorder),Historic,Confirmed,No laterality
previous history of {p malignant carcinoid tumor},445238008 | Malignant carcinoid tumor (disorder),Historic,Confirmed,No laterality
2 prev {p acute nephritis},61503006 | Acute nephritis (disorder),Historic,Confirmed,No laterality
4 previous {p acute purulent meningitis},109902004 | Acute purulent meningitis (disorder),Historic,Confirmed,No laterality
{p lacrimal sac granuloma} when 62 years o,417563003 | Lacrimal sac granuloma (disorder),Historic,Confirmed,No laterality
{p intellectual disability} few yr previously,110359009 | Intellectual disability (disorder),Historic,Confirmed,No laterality
no pmh of {p accidental vindesine poisoning},290770005 | Accidental vindesine poisoning (disorder),Historic,Negated,No laterality
{p peanut-induced anaphylaxis} recovered,241933001 | Peanut-induced anaphylaxis (disorder),Historic,Confirmed,No laterality
{p neck positional nystagmus} from aged 19,278467003 | Neck positional nystagmus (disorder),Historic,Confirmed,No laterality
2 prev {p acute lymphangitis of ankle},31218002 | Acute lymphangitis of ankle (disorder),Historic,Confirmed,No laterality
pers hx {p neoplasm of paraganglion},127027008 | Neoplasm of paraganglion (disorder),Historic,Confirmed,No laterality
no pmh of {p vitreous floaters},15013002 | Vitreous floaters (disorder),Historic,Negated,No laterality
{p mononeuritis} upto 38 yrs o,32595002 | Mononeuritis (disorder),Historic,Confirmed,No laterality
had {p tendinitis of shoulder region},789394007 | Tendinitis of shoulder region (disorder),Historic,Confirmed,No laterality
{p accidental phosphodiesterase inhibitor poisoning} few yrs ago,291996006 | Accidental phosphodiesterase inhibitor poisoning (disorder),Historic,Confirmed,No laterality
prev {p acute adenoiditis},88171000119100 | Acute adenoiditis (disorder),Historic,Confirmed,No laterality
{p accidental diclofenac overdose} a few years previously,295227009 | Accidental diclofenac overdose (disorder),Historic,Confirmed,No laterality
{p acute laryngotracheitis} recovered,64375000 | Acute laryngotracheitis (disorder),Historic,Confirmed,No laterality
{p accidental tenoxicam overdose} upto 53 yr of age,295300007 | Accidental tenoxicam overdose (disorder),Historic,Confirmed,No laterality
{p hydrocele of testis} last 4 months,26614003 | Hydrocele of testis (disorder),Historic,Confirmed,No laterality
no pers hist {p low-grade fibromyxoid sarcoma},404088004 | Low-grade fibromyxoid sarcoma (disorder),Historic,Negated,No laterality
recurrent {p acute mastitis},82789004 | Acute mastitis (disorder),Historic,Confirmed,No laterality
{p postpartum depression} until 61 yr of age,58703003 | Postpartum depression (disorder),Historic,Confirmed,No laterality
{p sextuplet pregnancy} while 43 y o,43990006 | Sextuplet pregnancy (disorder),Historic,Confirmed,No laterality
{p sleep automatism} until 2 y o,247962006 | Sleep automatism (disorder),Historic,Confirmed,No laterality
1 prev {p penetrating wound of lung},282726006 | Penetrating wound of lung (disorder),Historic,Confirmed,No laterality
{p maculae ceruleae} upto age 70,238453003 | Maculae ceruleae (disorder),Historic,Confirmed,No laterality
past hist of {p accidental penicillin g poisoning},291546004 | Accidental penicillin G poisoning (disorder),Historic,Confirmed,No laterality
{p zebra body myopathy} few years prev,34513009 | Zebra body myopathy (disorder),Historic,Confirmed,No laterality
personal hist {p spectinomycin overdose},296626004 | Spectinomycin overdose (disorder),Historic,Confirmed,No laterality
4 previous {p paroxysmal supraventricular tachycardia},67198005 | Paroxysmal supraventricular tachycardia (disorder),Historic,Confirmed,No laterality
{p deficiency of alpha-glucosidase} last 11 months,124462004 | Deficiency of alpha-glucosidase (disorder),Historic,Confirmed,No laterality
{p mild postnatal depression} some time back,237349002 | Mild postnatal depression (disorder),Historic,Confirmed,No laterality
{p acute hepatitis} recovered,37871000 | Acute hepatitis (disorder),Historic,Confirmed,No laterality
{p acute erosive gastritis} recovered,444926003 | Acute erosive gastritis (disorder),Historic,Confirmed,No laterality
recurrent {p acute on chronic prostatitis},702715008 | Acute on chronic prostatitis (disorder),Historic,Confirmed,No laterality
{p acute dentine dental caries} few yrs prev,196298000 | Acute dentine dental caries (disorder),Historic,Confirmed,No laterality
prev hx {p congenital atresia of trachea},53189005 | Congenital atresia of trachea (disorder),Historic,Confirmed,No laterality
{p antisynthetase syndrome} in the past,445187004 | Antisynthetase syndrome (disorder),Historic,Confirmed,No laterality
freq {p acute lymphangitis of flank},69651009 | Acute lymphangitis of flank (disorder),Historic,Confirmed,No laterality
{p acute gastric mucosal erosion} recovered,18665000 | Acute gastric mucosal erosion (disorder),Historic,Confirmed,No laterality
{p supraorbital bruise} last 2 mth,301768009 | Supraorbital bruise (disorder),Historic,Confirmed,No laterality
{p acute laryngopharyngitis} recovered,55355000 | Acute laryngopharyngitis (disorder),Historic,Confirmed,No laterality
freq {p acute sensory ataxic neuropathy},766049000 | Acute sensory ataxic neuropathy (disorder),Historic,Confirmed,No laterality
{p accessory pancreas} prev,79037006 | Accessory pancreas (disorder),Historic,Confirmed,No laterality
frequent {p paroxysmal tachycardia},12026006 | Paroxysmal tachycardia (disorder),Historic,Confirmed,No laterality
recurrent {p acute papillary necrosis},270494003 | Acute papillary necrosis (disorder),Historic,Confirmed,No laterality
{p cheilitis medicamentosa} last 7 mth,109804004 | Cheilitis medicamentosa (disorder),Historic,Confirmed,No laterality
{p micturition induced epilepsy} from 52 yrs old,763802009 | Micturition induced epilepsy (disorder),Historic,Confirmed,No laterality
pers hx {p injury of intestine},125625000 | Injury of intestine (disorder),Historic,Confirmed,No laterality
{p sapium sebiferum poisoning} last 9 mths,74206004 | Sapium sebiferum poisoning (disorder),Historic,Confirmed,No laterality
{p edema of thoracic cord} prev,262702004 | Edema of thoracic cord (disorder),Historic,Confirmed,No laterality
no personal hist {p carcinoma of cardia},254553001 | Carcinoma of cardia (disorder),Historic,Negated,No laterality
{p congenital branched rib} at 48 y o,93037009 | Congenital branched rib (disorder),Historic,Confirmed,No laterality
no pmh {p vascular disorder of penis},198029003 | Vascular disorder of penis (disorder),Historic,Negated,No laterality
{p hypocomplementemic urticarial vasculitis} few yrs ago,239945009 | Hypocomplementemic urticarial vasculitis (disorder),Historic,Confirmed,No laterality
3 previous {p acute lymphangitis},8838005 | Acute lymphangitis (disorder),Historic,Confirmed,No laterality
{p neoplasm of ilium} in the past,126562000 | Neoplasm of ilium (disorder),Historic,Confirmed,No laterality
{p dislocation of knee joint} last 7 month,157266009 | Dislocation of knee joint (disorder),Historic,Confirmed,No laterality
pers hist of {p hallermann-streiff syndrome},7903009 | Hallermann-Streiff syndrome (disorder),Historic,Confirmed,No laterality
no previous hist {p post-asphyxial encephalopathy},277478008 | Post-asphyxial encephalopathy (disorder),Historic,Negated,No laterality
{p deficiency of pyridoxal kinase} last 9 mths,124326004 | Deficiency of pyridoxal kinase (disorder),Historic,Confirmed,No laterality
{p osteomalacia secondary to pregnancy} in the past,240167004 | Osteomalacia secondary to pregnancy (disorder),Historic,Confirmed,No laterality
{p leontiasis} while 64 years of age,77746001 | Leontiasis (disorder),Historic,Confirmed,No laterality
no pers hist of {p injury of radial vein},61574004 | Injury of radial vein (disorder),Historic,Negated,No laterality
had {p acute irritant otitis externa},232233006 | Acute irritant otitis externa (disorder),Historic,Confirmed,No laterality
no prev history of {p small bowel fistula},235734008 | Small bowel fistula (disorder),Historic,Negated,No laterality
{p complete edentulism class iii} until age 53,90061000119108 | Complete edentulism class III (disorder),Historic,Confirmed,No laterality
previously {p indirect acute lung injury},233811008 | Indirect acute lung injury (disorder),Historic,Confirmed,No laterality
2 prev {p timorian filarial fever},240832002 | Timorian filarial fever (disorder),Historic,Confirmed,No laterality
3 previous {p penetrating wound of lung},282726006 | Penetrating wound of lung (disorder),Historic,Confirmed,No laterality
4 prev {p acute ventricular septal rupture},371817007 | Acute ventricular septal rupture (disorder),Historic,Confirmed,No laterality
no pmh of {p duplication of whole limb},205284003 | Duplication of whole limb (disorder),Historic,Negated,No laterality
previous history of {p left dominant coronary system},253729004 | Left dominant coronary system (disorder),Historic,Confirmed,No laterality
{p acute panniculitis} at 66 yrs old,703966004 | Acute panniculitis (disorder),Historic,Confirmed,No laterality
{p acute lymphangitis of finger} few years back,10630511000119108 | Acute lymphangitis of finger (disorder),Historic,Confirmed,No laterality
never had {p carotid artery aneurysm},233988005 | Carotid artery aneurysm (disorder),Historic,Negated,No laterality
pers hist {p acute hyponatremia},4575002 | Acute hyponatremia (disorder),Historic,Confirmed,No laterality
no prev history of {p accidental amphotericin b overdose},296540006 | Accidental amphotericin B overdose (disorder),Historic,Negated,No laterality
no hist {p barbiturate antiepileptic poisoning},290950009 | Barbiturate antiepileptic poisoning (disorder),Historic,Negated,No laterality
no prev hx of {p motor developmental delay},760491000000102 | Motor developmental delay (disorder),Historic,Negated,No laterality
{p armanni-ebstein kidney} a few years prev,792925006 | Armanni-Ebstein kidney (disorder),Historic,Confirmed,No laterality
no personal hx {p snake bite - wound},283840005 | Snake bite - wound (disorder),Historic,Negated,No laterality
{p acute infective bronchitis} recovered,312371005 | Acute infective bronchitis (disorder),Historic,Confirmed,No laterality
3 previous {p acute-on-chronic hypoxemic respiratory failure},10672271000119100 | Acute-on-chronic hypoxemic respiratory failure (disorder),Historic,Confirmed,No laterality
no pmh of {p injury of vitreous body},285654002 | Injury of vitreous body (disorder),Historic,Negated,No laterality
3 prev {p acute amebiasis},39224005 | Acute amebiasis (disorder),Historic,Confirmed,No laterality
{p absolute glaucoma left eye} last 9 months,342241000119105 | Absolute glaucoma left eye (disorder),Historic,Confirmed,Left
{p acute polymorphic psychotic disorder} recovered,274953007 | Acute polymorphic psychotic disorder (disorder),Historic,Confirmed,No laterality
{p congenital absence of toe} upto age 49,66345008 | Congenital absence of toe (disorder),Historic,Confirmed,No laterality
not had {p paraurethral urinoma},236701001 | Paraurethral urinoma (disorder),Historic,Negated,No laterality
{p acute apical abscess} recovered,109602002 | Acute apical abscess (disorder),Historic,Confirmed,No laterality
{p drug-induced ulceration} when age 60,110285005 | Drug-induced ulceration (disorder),Historic,Confirmed,No laterality
{p erythroderma neonatorum} previously,240302002 | Erythroderma neonatorum (disorder),Historic,Confirmed,No laterality
had {p acute cerebellar syndrome},417017003 | Acute cerebellar syndrome (disorder),Historic,Confirmed,No laterality
previously {p acute inflammatory disease},128482007 | Acute inflammatory disease (disorder),Historic,Confirmed,No laterality
{p loss of solute clearance} from aged 9,236560001 | Loss of solute clearance (disorder),Historic,Confirmed,No laterality
no hist of {p duplication of humerus},205285002 | Duplication of humerus (disorder),Historic,Negated,No laterality
1 prev {p acute pulmonary histoplasmosis},58524006 | Acute pulmonary histoplasmosis (disorder),Historic,Confirmed,No laterality
{p vertebrobasilar artery syndrome} recovered,195199008 | Vertebrobasilar artery syndrome (disorder),Historic,Confirmed,No laterality
prev {p acute myocarditis - tuberculous},194949003 | Acute myocarditis - tuberculous (disorder),Historic,Confirmed,No laterality
{p euphorbia mauritanica poisoning} last 12 mths,13379001 | Euphorbia mauritanica poisoning (disorder),Historic,Confirmed,No laterality
{p congenital kyphoscoliosis} prev,405772002 | Congenital kyphoscoliosis (disorder),Historic,Confirmed,No laterality
4 prev {p acute bronchitis},10509002 | Acute bronchitis (disorder),Historic,Confirmed,No laterality
no ph of {p glipizide adverse reaction},293197007 | Glipizide adverse reaction (disorder),Historic,Negated,No laterality
not had {p hemoglobinuria - external causation},286930000 | Hemoglobinuria - external causation (disorder),Historic,Negated,No laterality
{p postmenopausal pruritus} last 6 month,403574001 | Postmenopausal pruritus (disorder),Historic,Confirmed,No laterality
{p chronic atrial flutter} last 3 mths,425615007 | Chronic atrial flutter (disorder),Historic,Confirmed,No laterality
no pmh of {p skin ulcer of calf},300984006 | Skin ulcer of calf (disorder),Historic,Negated,No laterality
no previous hx of {p mesembryanthemum species poisoning},111789008 | Mesembryanthemum species poisoning (disorder),Historic,Negated,No laterality
{p dental arch relationship anomaly} in the past,266421008 | Dental arch relationship anomaly (disorder),Historic,Confirmed,No laterality
no prev hx of {p doxycycline adverse reaction},293049008 | Doxycycline adverse reaction (disorder),Historic,Negated,No laterality
{p complication of hydrotherapy procedure} from 26 yrs of age,363012008 | Complication of hydrotherapy procedure (disorder),Historic,Confirmed,No laterality
several {p acute gonococcal seminal vesiculitis},65049003 | Acute gonococcal seminal vesiculitis (disorder),Historic,Confirmed,No laterality
{p lymphoma of intestine} at aged 69,276815004 | Lymphoma of intestine (disorder),Historic,Confirmed,No laterality
{p dissociative convulsions} until 20 yrs old,191714002 | Dissociative convulsions (disorder),Historic,Confirmed,No laterality
previously {p acute osteomyelitis of foot},240142002 | Acute osteomyelitis of foot (disorder),Historic,Confirmed,No laterality
no pers hx {p osteomyelitis of right hand},1077711000119104 | Osteomyelitis of right hand (disorder),Historic,Negated,Right
previously {p acute epiglottitis without obstruction},49908003 | Acute epiglottitis without obstruction (disorder),Historic,Confirmed,No laterality
{p bregeat's syndrome} prev,254775002 | Bregeat's syndrome (disorder),Historic,Confirmed,No laterality
{p schizophreniform disorder} recovered,88975006 | Schizophreniform disorder (disorder),Historic,Confirmed,No laterality
{p butabarbitone overdose} last 7 month,296041003 | Butabarbitone overdose (disorder),Historic,Confirmed,No laterality
no pmh {p amyoplasia congenita disruptive sequence},77016009 | Amyoplasia congenita disruptive sequence (disorder),Historic,Negated,No laterality
not had {p anencephaly without rachischisis},717939009 | Anencephaly without rachischisis (disorder),Historic,Negated,No laterality
{p dilatation of cardiac ventricle} last 8 months,6210001 | Dilatation of cardiac ventricle (disorder),Historic,Confirmed,No laterality
{p pygomelus} previously,77976003 | Pygomelus (disorder),Historic,Confirmed,No laterality
{p karsch neugebauer syndrome} previously,722032005 | Karsch Neugebauer syndrome (disorder),Historic,Confirmed,No laterality
{p cefadroxil poisoning} few yr ago,291558004 | Cefadroxil poisoning (disorder),Historic,Confirmed,No laterality
