text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
cousin had {p indeterminate leprosy},14386001 | Indeterminate leprosy (disorder),Irrelevant,Confirmed,No laterality
{p multiple malignancy} risk score,363500001 | Multiple malignancy (disorder),Irrelevant,Confirmed,No laterality
grandfather has {p acquired obstruction of pylorus},416605008 | Acquired obstruction of pylorus (disorder),Irrelevant,Confirmed,No laterality
ddx {p atrioventricular reciprocating tachycardia},735685003 | Atrioventricular reciprocating tachycardia (disorder),Irrelevant,Confirmed,No laterality
family history of {p congenital absence of toe},66345008 | Congenital absence of toe (disorder),Irrelevant,Confirmed,No laterality
relative {p subacute pericarditis},86504008 | Subacute pericarditis (disorder),Irrelevant,Confirmed,No laterality
father had {p furuncle of right hand},10627631000119102 | Furuncle of right hand (disorder),Irrelevant,Confirmed,Right
{p venous malformation} risk score,234124003 | Venous malformation (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p snowflake retinal degeneration},232002000 | Snowflake retinal degeneration (disorder),Irrelevant,Confirmed,No laterality
cousin has {p avulsion of liver},282429000 | Avulsion of liver (disorder),Irrelevant,Confirmed,No laterality
dept of {p straddling tricuspid valve},253379003 | Straddling tricuspid valve (disorder),Irrelevant,Confirmed,No laterality
husbands {p dioxathion poisoning},22706002 | Dioxathion poisoning (disorder),Irrelevant,Confirmed,No laterality
discussed {p krukenberg tumor},359987004 | Krukenberg tumor (disorder),Irrelevant,Confirmed,No laterality
"differentialexplain {p mesangiocapillary glomerulonephritis, type ii}","59479006 | Mesangiocapillary glomerulonephritis, type II (disorder)",Irrelevant,Confirmed,No laterality
sibling feels {p infection caused by gigantocotyle},55065004 | Infection caused by Gigantocotyle (disorder),Irrelevant,Confirmed,No laterality
grandparent {p ethmoidal sinusitis},18643000 | Ethmoidal sinusitis (disorder),Irrelevant,Confirmed,No laterality
husband had {p infection caused by encephalitozoon},12825006 | Infection caused by Encephalitozoon (disorder),Irrelevant,Confirmed,No laterality
sisters {p primary syphilis of nipple},237447001 | Primary syphilis of nipple (disorder),Irrelevant,Confirmed,No laterality
son {p traumatic spinal extradural hematoma},262720008 | Traumatic spinal extradural hematoma (disorder),Irrelevant,Confirmed,No laterality
mum suffers from {p receptive language delay},229736005 | Receptive language delay (disorder),Irrelevant,Confirmed,No laterality
son suffers from {p extensively drug resistant tuberculosis},710106005 | Extensively drug resistant tuberculosis (disorder),Irrelevant,Confirmed,No laterality
family {p sword wound},283496009 | Sword wound (disorder),Irrelevant,Confirmed,No laterality
worried about {p hypoplasia of brain gyri},253203003 | Hypoplasia of brain gyri (disorder),Irrelevant,Confirmed,No laterality
mother {p intentional mefenamic acid poisoning},290275001 | Intentional mefenamic acid poisoning (disorder),Irrelevant,Confirmed,No laterality
wifes feels {p congenital mandibular asymmetry},109513007 | Congenital mandibular asymmetry (disorder),Irrelevant,Confirmed,No laterality
worried {p sporotrichosis},42094007 | Sporotrichosis (disorder),Irrelevant,Confirmed,No laterality
worried {p deficiency of d-amino-acid oxidase},124172007 | Deficiency of D-amino-acid oxidase (disorder),Irrelevant,Confirmed,No laterality
mother {p oxydemeton-methyl poisoning},87841007 | Oxydemeton-methyl poisoning (disorder),Irrelevant,Confirmed,No laterality
department of {p drug-induced cholestatic hepatitis},83864008 | Drug-induced cholestatic hepatitis (disorder),Irrelevant,Confirmed,No laterality
"department of {p malignant lymphoma, centroblastic-centrocytic, follicular}","307637005 | Malignant lymphoma, centroblastic-centrocytic, follicular (disorder)",Irrelevant,Confirmed,No laterality
family history of {p endometriosis interna},198247003 | Endometriosis interna (disorder),Irrelevant,Confirmed,No laterality
{p intentional thioguanine poisoning} risk assessment,290689000 | Intentional thioguanine poisoning (disorder),Irrelevant,Confirmed,No laterality
concerned about {p deep laceration of thigh},446455004 | Deep laceration of thigh (disorder),Irrelevant,Confirmed,No laterality
father {p rupture anterior tibial artery},307317002 | Rupture anterior tibial artery (disorder),Irrelevant,Confirmed,No laterality
{p uncomplicated tooth crown fracture} precautions,263271000 | Uncomplicated tooth crown fracture (disorder),Irrelevant,Confirmed,No laterality
fear of {p congestive splenomegaly},19058002 | Congestive splenomegaly (disorder),Irrelevant,Confirmed,No laterality
family history of {p esophagitis grade iii},413227000 | Esophagitis grade III (disorder),Irrelevant,Confirmed,No laterality
discussed {p bursitis of right knee},1076181000119106 | Bursitis of right knee (disorder),Irrelevant,Confirmed,Right
friend {p occlusion of cerebral artery},20059004 | Occlusion of cerebral artery (disorder),Irrelevant,Confirmed,No laterality
{p conjunctivitis caused by drug} risk assessment,827074008 | Conjunctivitis caused by drug (disorder),Irrelevant,Confirmed,No laterality
discussed {p adhesions - spinal meninges},193072006 | Adhesions - spinal meninges (disorder),Irrelevant,Confirmed,No laterality
grandfather suffers from {p infection caused by endolimax},79934001 | Infection caused by Endolimax (disorder),Irrelevant,Confirmed,No laterality
cousin suffers from {p chemical-induced dermatological disorder},238986007 | Chemical-induced dermatological disorder (disorder),Irrelevant,Confirmed,No laterality
husband has {p ophthalmo-acromelic syndrome},703403003 | Ophthalmo-acromelic syndrome (disorder),Irrelevant,Confirmed,No laterality
{p gamma-aminobutyric acid transaminase deficiency} risk assessment,237941007 | Gamma-aminobutyric acid transaminase deficiency (disorder),Irrelevant,Confirmed,No laterality
{p hereditary benign intraepithelial dyskeratosis} risk assessment,400014002 | Hereditary benign intraepithelial dyskeratosis (disorder),Irrelevant,Confirmed,No laterality
mum has {p tonic-clonic epilepsy},352818000 | Tonic-clonic epilepsy (disorder),Irrelevant,Confirmed,No laterality
mother {p secondary anovulatory infertility},198446005 | Secondary anovulatory infertility (disorder),Irrelevant,Confirmed,No laterality
dad feels {p acute orchitis},45082006 | Acute orchitis (disorder),Irrelevant,Confirmed,No laterality
fhx {p non-allergic hypersensitivity reaction},609406000 | Non-allergic hypersensitivity reaction (disorder),Irrelevant,Confirmed,No laterality
fear of {p potassium aggravated myotonia},702355008 | Potassium aggravated myotonia (disorder),Irrelevant,Confirmed,No laterality
family member has {p abnormality of serotonin secretion},237594007 | Abnormality of serotonin secretion (disorder),Irrelevant,Confirmed,No laterality
mum has {p counter irritants adverse reaction},292650004 | Counter irritants adverse reaction (disorder),Irrelevant,Confirmed,No laterality
daughter suffers from {p posterior cerebral artery syndrome},195211003 | Posterior cerebral artery syndrome (disorder),Irrelevant,Confirmed,No laterality
partner {p lichen planus pigmentosus},717061002 | Lichen planus pigmentosus (disorder),Irrelevant,Confirmed,No laterality
grandmother feels {p bezafibrate adverse reaction},293426001 | Bezafibrate adverse reaction (disorder),Irrelevant,Confirmed,No laterality
brother has {p hypertrophy of sublingual gland},196479004 | Hypertrophy of sublingual gland (disorder),Irrelevant,Confirmed,No laterality
sister has {p intentional magnesium sulfate overdose},295450001 | Intentional magnesium sulfate overdose (disorder),Irrelevant,Confirmed,No laterality
"differentialexplain {p homogentisate 1,2-dioxygenase deficiency}","360378009 | Homogentisate 1,2-dioxygenase deficiency (disorder)",Irrelevant,Confirmed,No laterality
family hist {p intracranial optic nerve glioma},417619001 | Intracranial optic nerve glioma (disorder),Irrelevant,Confirmed,No laterality
concerned about {p nonpuerperal mastitis},83620003 | Nonpuerperal mastitis (disorder),Irrelevant,Confirmed,No laterality
dept of {p gelastic seizure},89525009 | Gelastic seizure (disorder),Irrelevant,Confirmed,No laterality
family {p 2-ketoadipic acidemia},237931009 | 2-Ketoadipic acidemia (disorder),Irrelevant,Confirmed,No laterality
sibling had {p infection of patella},203232007 | Infection of patella (disorder),Irrelevant,Confirmed,No laterality
{p psoriasis palmaris} risk assessment,200970002 | Psoriasis palmaris (disorder),Irrelevant,Confirmed,No laterality
{p chronic depression} risk score,192080009 | Chronic depression (disorder),Irrelevant,Confirmed,No laterality
sisters suffers from {p glycine dehydrogenase (decarboxylating) deficiency},63329001 | Glycine dehydrogenase (decarboxylating) deficiency (disorder),Irrelevant,Confirmed,No laterality
ddx {p autosomal recessive omodysplasia},725166005 | Autosomal recessive omodysplasia (disorder),Irrelevant,Confirmed,No laterality
grandfather suffers from {p black water fever},56625005 | Black water fever (disorder),Irrelevant,Confirmed,No laterality
uncle had {p anogenital herpesviral infection},186538004 | Anogenital herpesviral infection (disorder),Irrelevant,Confirmed,No laterality
ddx {p ring dermoid of cornea},723499000 | Ring dermoid of cornea (disorder),Irrelevant,Confirmed,No laterality
father suffers from {p completed stroke},25133001 | Completed stroke (disorder),Irrelevant,Confirmed,No laterality
family history of {p chemical burn},426284001 | Chemical burn (disorder),Irrelevant,Confirmed,No laterality
wife suffers from {p bisacodyl overdose},295432008 | Bisacodyl overdose (disorder),Irrelevant,Confirmed,No laterality
fhx {p mirror movements},229247004 | Mirror movements (disorder),Irrelevant,Confirmed,No laterality
{p albinism with deafness syndrome} risk assessment,722285005 | Albinism with deafness syndrome (disorder),Irrelevant,Confirmed,No laterality
family suffers from {p acute nephrotic syndrome},1081801000112104 | Acute nephrotic syndrome (disorder),Irrelevant,Confirmed,No laterality
sibling feels {p jackson's membrane},28016005 | Jackson's membrane (disorder),Irrelevant,Confirmed,No laterality
aunt suffers from {p smoker's respiratory syndrome},10729003 | Smoker's respiratory syndrome (disorder),Irrelevant,Confirmed,No laterality
discussion about {p decarboxylase inhibitor overdose},296285008 | Decarboxylase inhibitor overdose (disorder),Irrelevant,Confirmed,No laterality
family feels {p liposarcoma of orbit},254993006 | Liposarcoma of orbit (disorder),Irrelevant,Confirmed,No laterality
uncle feels {p iatrogenic perforation of trachea},93561007 | Iatrogenic perforation of trachea (disorder),Irrelevant,Confirmed,No laterality
dad has {p leukoplakia of esophagus},89057003 | Leukoplakia of esophagus (disorder),Irrelevant,Confirmed,No laterality
risk of {p pemphigus of vulva},721196005 | Pemphigus of vulva (disorder),Irrelevant,Confirmed,No laterality
fhx {p surgical site infection},433202001 | Surgical site infection (disorder),Irrelevant,Confirmed,No laterality
risk of {p endometriosis of pleura},233651009 | Endometriosis of pleura (disorder),Irrelevant,Confirmed,No laterality
partner has {p sucrase-isomaltase deficiency},78373000 | Sucrase-isomaltase deficiency (disorder),Irrelevant,Confirmed,No laterality
ddx {p nail wound of hand},283661001 | Nail wound of hand (disorder),Irrelevant,Confirmed,No laterality
cousin had {p hair sinus},238496008 | Hair sinus (disorder),Irrelevant,Confirmed,No laterality
husbands suffers from {p furuncle of scalp},19043005 | Furuncle of scalp (disorder),Irrelevant,Confirmed,No laterality
partner {p deficiency of choline kinase},124324001 | Deficiency of choline kinase (disorder),Irrelevant,Confirmed,No laterality
daughter {p empyema with mediastinal fistula},50694005 | Empyema with mediastinal fistula (disorder),Irrelevant,Confirmed,No laterality
worried {p bizarre parosteal osteochondromatous proliferation},446593006 | Bizarre parosteal osteochondromatous proliferation (disorder),Irrelevant,Confirmed,No laterality
family suffers from {p accidental spiramycin poisoning},291506005 | Accidental spiramycin poisoning (disorder),Irrelevant,Confirmed,No laterality
family history of {p chest injury},262525000 | Chest injury (disorder),Irrelevant,Confirmed,No laterality
{p intentional cefodizime poisoning} precautions,291613002 | Intentional cefodizime poisoning (disorder),Irrelevant,Confirmed,No laterality
risk of {p pubertal breast hypertrophy},198113009 | Pubertal breast hypertrophy (disorder),Irrelevant,Confirmed,No laterality
sisters has {p paget's disease-lumbar spine},203329006 | Paget's disease-lumbar spine (disorder),Irrelevant,Confirmed,No laterality
{p rectocele affecting pregnancy} risk score,26828006 | Rectocele affecting pregnancy (disorder),Irrelevant,Confirmed,No laterality
{p contracture of sternomastoid} risk assessment,253976003 | Contracture of sternomastoid (disorder),Irrelevant,Confirmed,No laterality
{p embolism superior longitudinal sinus} precautions,192755002 | Embolism superior longitudinal sinus (disorder),Irrelevant,Confirmed,No laterality
{p proximal colon ulcer} precautions,55957000 | Proximal colon ulcer (disorder),Irrelevant,Confirmed,No laterality
{p acquired curvature of spine} risk score,12903001 | Acquired curvature of spine (disorder),Irrelevant,Confirmed,No laterality
grandmother had {p female cystourethrocele},102331000119107 | Female cystourethrocele (disorder),Irrelevant,Confirmed,No laterality
{p congenital deformity of labyrinth} risk score,232300004 | Congenital deformity of labyrinth (disorder),Irrelevant,Confirmed,No laterality
friend {p accidental cloxacillin overdose},296657004 | Accidental cloxacillin overdose (disorder),Irrelevant,Confirmed,No laterality
dept of {p ultraviolet b phototherapy burn},238520006 | Ultraviolet B phototherapy burn (disorder),Irrelevant,Confirmed,No laterality
family hist {p optic disc disorder},128331005 | Optic disc disorder (disorder),Irrelevant,Confirmed,No laterality
fear of {p non-immunoglobulin e-mediated allergic disorder},422339003 | Non-immunoglobulin E-mediated allergic disorder (disorder),Irrelevant,Confirmed,No laterality
partner had {p hodgkin's disease},118599009 | Hodgkin's disease (disorder),Irrelevant,Confirmed,No laterality
fhx {p sclerotic panatrophy},238845004 | Sclerotic panatrophy (disorder),Irrelevant,Confirmed,No laterality
sisters {p obstruction of iliac vein},766957000 | Obstruction of iliac vein (disorder),Irrelevant,Confirmed,No laterality
risk of {p deficiency of triokinase},124321009 | Deficiency of triokinase (disorder),Irrelevant,Confirmed,No laterality
husband has {p bladder inertia},197872008 | Bladder inertia (disorder),Irrelevant,Confirmed,No laterality
department of {p accidental amoxapine poisoning},290811009 | Accidental amoxapine poisoning (disorder),Irrelevant,Confirmed,No laterality
{p neonatal skin infection} risk assessment,206554002 | Neonatal skin infection (disorder),Irrelevant,Confirmed,No laterality
fear of {p hemoglobin bart's hydrops syndrome},5300004 | Hemoglobin Bart's hydrops syndrome (disorder),Irrelevant,Confirmed,No laterality
discussed {p congo hemorrhagic fever},402919000 | Congo hemorrhagic fever (disorder),Irrelevant,Confirmed,No laterality
{p infected bunion} risk assessment,202928001 | Infected bunion (disorder),Irrelevant,Confirmed,No laterality
husband has {p post-surgical malabsorption osteoporosis},203434006 | Post-surgical malabsorption osteoporosis (disorder),Irrelevant,Confirmed,No laterality
spouse feels {p persistent fetal uterus},12316007 | Persistent fetal uterus (disorder),Irrelevant,Confirmed,No laterality
worried about {p contusion of scapular region},80907003 | Contusion of scapular region (disorder),Irrelevant,Confirmed,No laterality
mother suffers from {p drug-induced retroperitoneal fibrosis},236015007 | Drug-induced retroperitoneal fibrosis (disorder),Irrelevant,Confirmed,No laterality
sibling had {p primary choriocarcinoma of testis},721603005 | Primary choriocarcinoma of testis (disorder),Irrelevant,Confirmed,No laterality
sibling feels {p oral dyspraxia},361275004 | Oral dyspraxia (disorder),Irrelevant,Confirmed,No laterality
family history of {p primary progressive cerebellar degeneration},85592008 | Primary progressive cerebellar degeneration (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p intertrochanteric fracture},127287001 | Intertrochanteric fracture (disorder),Irrelevant,Confirmed,No laterality
relative had {p hymenoxys richardsonii poisoning},4633009 | Hymenoxys richardsonii poisoning (disorder),Irrelevant,Confirmed,No laterality
family member has {p secondary endocrine diabetes mellitus},237601000 | Secondary endocrine diabetes mellitus (disorder),Irrelevant,Confirmed,No laterality
worried {p hyperimmunoglobulin m syndrome},82286005 | Hyperimmunoglobulin M syndrome (disorder),Irrelevant,Confirmed,No laterality
{p accidental chloral hydrate overdose} risk score,296137004 | Accidental chloral hydrate overdose (disorder),Irrelevant,Confirmed,No laterality
dept of {p intentional amantadine poisoning},290789005 | Intentional amantadine poisoning (disorder),Irrelevant,Confirmed,No laterality
discussion about {p intentional chloroquine poisoning},291445003 | Intentional chloroquine poisoning (disorder),Irrelevant,Confirmed,No laterality
worried {p senile nevus},195383008 | Senile nevus (disorder),Irrelevant,Confirmed,No laterality
grandmother has {p pericardial defect},398078006 | Pericardial defect (disorder),Irrelevant,Confirmed,No laterality
discussion about {p barotitis externa},241980009 | Barotitis externa (disorder),Irrelevant,Confirmed,No laterality
{p avulsion of neck} risk score,110148008 | Avulsion of neck (disorder),Irrelevant,Confirmed,No laterality
family history of {p gouty iritis},43193009 | Gouty iritis (disorder),Irrelevant,Confirmed,No laterality
family {p urethral and periurethral abscess},266564004 | Urethral and periurethral abscess (disorder),Irrelevant,Confirmed,No laterality
partner has {p arteriovenous malformation of duodenum},717880001 | Arteriovenous malformation of duodenum (disorder),Irrelevant,Confirmed,No laterality
wifes {p deicer causing toxic effect},241896008 | Deicer causing toxic effect (disorder),Irrelevant,Confirmed,No laterality
wife had {p ankylosis of hip joint},24273009 | Ankylosis of hip joint (disorder),Irrelevant,Confirmed,No laterality
mother has {p stab wound of forearm},283464001 | Stab wound of forearm (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p hymenolepiasis},44917000 | Hymenolepiasis (disorder),Irrelevant,Confirmed,No laterality
wifes has {p sphenoidal sinusitis},13266007 | Sphenoidal sinusitis (disorder),Irrelevant,Confirmed,No laterality
wifes had {p bacterial musculoskeletal infection},312126006 | Bacterial musculoskeletal infection (disorder),Irrelevant,Confirmed,No laterality
family history of {p anesthesia morbidity},397936000 | Anesthesia morbidity (disorder),Irrelevant,Confirmed,No laterality
grandmother had {p cellulitis of right ankle},10633071000119103 | Cellulitis of right ankle (disorder),Irrelevant,Confirmed,Right
son had {p lymphedema due to trauma},698990003 | Lymphedema due to trauma (disorder),Irrelevant,Confirmed,No laterality
friend feels {p chronic salpingo-oophoritis},198142001 | Chronic salpingo-oophoritis (disorder),Irrelevant,Confirmed,No laterality
{p cataplexy} risk assessment,46263000 | Cataplexy (disorder),Irrelevant,Confirmed,No laterality
dept of {p rubeosis iridis},51995000 | Rubeosis iridis (disorder),Irrelevant,Confirmed,No laterality
worried {p acid burn of skin},400113006 | Acid burn of skin (disorder),Irrelevant,Confirmed,No laterality
sister had {p transsphincteric anal fistula},360428006 | Transsphincteric anal fistula (disorder),Irrelevant,Confirmed,No laterality
risk of {p blue sclera},204164000 | Blue sclera (disorder),Irrelevant,Confirmed,No laterality
discussed {p infective arthritis of pelvis},444998005 | Infective arthritis of pelvis (disorder),Irrelevant,Confirmed,No laterality
cousin suffers from {p permanent atrial fibrillation},440028005 | Permanent atrial fibrillation (disorder),Irrelevant,Confirmed,No laterality
dad feels {p drug-induced pemphigus vulgaris},403630005 | Drug-induced pemphigus vulgaris (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p chancriform syndrome},72463008 | Chancriform syndrome (disorder),Irrelevant,Confirmed,No laterality
family hist {p poisoning caused by chlordiazepoxide},84483000 | Poisoning caused by chlordiazepoxide (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p intentional amsacrine poisoning},290709007 | Intentional amsacrine poisoning (disorder),Irrelevant,Confirmed,No laterality
worried about {p infection of lumbar spine},203219002 | Infection of lumbar spine (disorder),Irrelevant,Confirmed,No laterality
brother had {p cryptogenic lennox-gastaut syndrome},230419003 | Cryptogenic Lennox-Gastaut syndrome (disorder),Irrelevant,Confirmed,No laterality
wife suffers from {p intermittent allergic asthma},10674991000119104 | Intermittent allergic asthma (disorder),Irrelevant,Confirmed,No laterality
explained about {p poisoning caused by sulfamethoxazole},46759008 | Poisoning caused by sulfamethoxazole (disorder),Irrelevant,Confirmed,No laterality
risk of {p open injury of pleura},210094008 | Open injury of pleura (disorder),Irrelevant,Confirmed,No laterality
father has {p thiamphenicol adverse reaction},406434004 | Thiamphenicol adverse reaction (disorder),Irrelevant,Confirmed,No laterality
friend has {p complication of inhalation therapy},111753000 | Complication of inhalation therapy (disorder),Irrelevant,Confirmed,No laterality
ddx {p infection caused by coltavirus},721785008 | Infection caused by Coltavirus (disorder),Irrelevant,Confirmed,No laterality
{p right ventricular diastolic dysfunction} risk assessment,416610007 | Right ventricular diastolic dysfunction (disorder),Irrelevant,Confirmed,No laterality
worried {p bacterial arthritis of elbow},431263002 | Bacterial arthritis of elbow (disorder),Irrelevant,Confirmed,No laterality
ddx {p fistula of thoracic duct},60912005 | Fistula of thoracic duct (disorder),Irrelevant,Confirmed,No laterality
relative {p varicose veins of perineum},275518003 | Varicose veins of perineum (disorder),Irrelevant,Confirmed,No laterality
concerned about {p urophilia},62792007 | Urophilia (disorder),Irrelevant,Confirmed,No laterality
brothers had {p mitral valve annular calcification},251002009 | Mitral valve annular calcification (disorder),Irrelevant,Confirmed,No laterality
dept of {p accidental tranylcypromine poisoning},290873000 | Accidental tranylcypromine poisoning (disorder),Irrelevant,Confirmed,No laterality
grandmother has {p intracranial hemorrhage},1386000 | Intracranial hemorrhage (disorder),Irrelevant,Confirmed,No laterality
wifes has {p burn of upper limb},6055000 | Burn of upper limb (disorder),Irrelevant,Confirmed,No laterality
relative suffers from {p diffuse crescentic glomerulonephritis},64212008 | Diffuse crescentic glomerulonephritis (disorder),Irrelevant,Confirmed,No laterality
mum feels {p holoprosencephaly craniosynostosis syndrome},715434005 | Holoprosencephaly craniosynostosis syndrome (disorder),Irrelevant,Confirmed,No laterality
wife had {p alprazolam adverse reaction},292350008 | Alprazolam adverse reaction (disorder),Irrelevant,Confirmed,No laterality
family member has {p seminal fluid-induced anaphylaxis},241941001 | Seminal fluid-induced anaphylaxis (disorder),Irrelevant,Confirmed,No laterality
wife had {p accidental cephradine overdose},296688000 | Accidental cephradine overdose (disorder),Irrelevant,Confirmed,No laterality
cousin suffers from {p discharge from nipple},54302000 | Discharge from nipple (disorder),Irrelevant,Confirmed,No laterality
relation {p abscess of paraumbilical region},447045002 | Abscess of paraumbilical region (disorder),Irrelevant,Confirmed,No laterality
{p silicotuberculosis} precautions,233763009 | Silicotuberculosis (disorder),Irrelevant,Confirmed,No laterality
worried {p complete posterior synechia},247043006 | Complete posterior synechia (disorder),Irrelevant,Confirmed,No laterality
friend feels {p disorder of hymen},128074002 | Disorder of hymen (disorder),Irrelevant,Confirmed,No laterality
sibling has {p atypical parkinsonism},722964001 | Atypical Parkinsonism (disorder),Irrelevant,Confirmed,No laterality
husbands suffers from {p compartment syndrome of hand},212382003 | Compartment syndrome of hand (disorder),Irrelevant,Confirmed,No laterality
grandfather {p congenital ileal stenosis},204700004 | Congenital ileal stenosis (disorder),Irrelevant,Confirmed,No laterality
father had {p white piedra},35586003 | White piedra (disorder),Irrelevant,Confirmed,No laterality
brother {p neoplasm of sacrum},126556005 | Neoplasm of sacrum (disorder),Irrelevant,Confirmed,No laterality
concerned about {p tobramycin adverse reaction},292929005 | Tobramycin adverse reaction (disorder),Irrelevant,Confirmed,No laterality
daughter {p congenital nystagmus},64635004 | Congenital nystagmus (disorder),Irrelevant,Confirmed,No laterality
fhx {p mucosal lentiginosis},239134005 | Mucosal lentiginosis (disorder),Irrelevant,Confirmed,No laterality
family history of {p accidental mitozantrone poisoning},290657009 | Accidental mitozantrone poisoning (disorder),Irrelevant,Confirmed,No laterality
friend {p roifman syndrome},773404000 | Roifman syndrome (disorder),Irrelevant,Confirmed,No laterality
discussed {p acute psychosis},65971000052100 | Acute psychosis (disorder),Irrelevant,Confirmed,No laterality
{p subluxation of sacroiliac joint} risk score,263037004 | Subluxation of sacroiliac joint (disorder),Irrelevant,Confirmed,No laterality
{p bile duct leakage} risk score,235932003 | Bile duct leakage (disorder),Irrelevant,Confirmed,No laterality
family hist {p irregular nystagmus},246759006 | Irregular nystagmus (disorder),Irrelevant,Confirmed,No laterality
relative {p acute inflammatory demyelinating polyneuropathy},26261000119109 | Acute inflammatory demyelinating polyneuropathy (disorder),Irrelevant,Confirmed,No laterality
sisters {p brachymegalodactyly},7589002 | Brachymegalodactyly (disorder),Irrelevant,Confirmed,No laterality
family member {p corticosteroid induced cataract},404647000 | Corticosteroid induced cataract (disorder),Irrelevant,Confirmed,No laterality
grandmother {p secondary intracranial hypotension},725000003 | Secondary intracranial hypotension (disorder),Irrelevant,Confirmed,No laterality
risk of {p bite wound of mouth},312655004 | Bite wound of mouth (disorder),Irrelevant,Confirmed,No laterality
fear of {p lipedematous alopecia},238923001 | Lipedematous alopecia (disorder),Irrelevant,Confirmed,No laterality
family member {p brainstem stroke syndrome},195212005 | Brainstem stroke syndrome (disorder),Irrelevant,Confirmed,No laterality
{p injury of pterygopalatine ganglion} precautions,282800006 | Injury of pterygopalatine ganglion (disorder),Irrelevant,Confirmed,No laterality
aunt had {p postcholecystectomy diarrhea},53156005 | Postcholecystectomy diarrhea (disorder),Irrelevant,Confirmed,No laterality
ddx {p congenital fistula of anus},253774006 | Congenital fistula of anus (disorder),Irrelevant,Confirmed,No laterality
differentialexplain {p ammonium sulfamate toxicity},111780007 | Ammonium sulfamate toxicity (disorder),Irrelevant,Confirmed,No laterality
worried about {p rectourinary fistula},235784001 | Rectourinary fistula (disorder),Irrelevant,Confirmed,No laterality
fhx {p miscarriage with cerebral anoxia},12394009 | Miscarriage with cerebral anoxia (disorder),Irrelevant,Confirmed,No laterality
spouse suffers from {p wood splinter in thumb},283294009 | Wood splinter in thumb (disorder),Irrelevant,Confirmed,No laterality
fear of {p perianal dermatitis},275448003 | Perianal dermatitis (disorder),Irrelevant,Confirmed,No laterality
discussed {p acquired stammering},229631007 | Acquired stammering (disorder),Irrelevant,Confirmed,No laterality
sister {p localized cortical dysplasia},253154006 | Localized cortical dysplasia (disorder),Irrelevant,Confirmed,No laterality
brother has {p drug-induced pemphigus foliaceus},403631009 | Drug-induced pemphigus foliaceus (disorder),Irrelevant,Confirmed,No laterality
sibling had {p contracture of quadriceps},203075006 | Contracture of quadriceps (disorder),Irrelevant,Confirmed,No laterality
brothers suffers from {p drug-induced acute pancreatitis},235944000 | Drug-induced acute pancreatitis (disorder),Irrelevant,Confirmed,No laterality
relative feels {p poisoning caused by hexadimethrine},79044002 | Poisoning caused by hexadimethrine (disorder),Irrelevant,Confirmed,No laterality
mother had {p cystitis with echinococcus infestation},54026009 | Cystitis with Echinococcus infestation (disorder),Irrelevant,Confirmed,No laterality
daughter feels {p chronic arthritis},35908007 | Chronic arthritis (disorder),Irrelevant,Confirmed,No laterality
{p congenital hyperplasia of kidney} risk score,55856005 | Congenital hyperplasia of kidney (disorder),Irrelevant,Confirmed,No laterality
friend feels {p pressure ulcer of breast},699212006 | Pressure ulcer of breast (disorder),Irrelevant,Confirmed,No laterality
grandparent feels {p fungal cardiovascular infection},312150008 | Fungal cardiovascular infection (disorder),Irrelevant,Confirmed,No laterality
son {p olivary heterotopia},253183009 | Olivary heterotopia (disorder),Irrelevant,Confirmed,No laterality
dept of {p dietetic enteritis},30719001 | Dietetic enteritis (disorder),Irrelevant,Confirmed,No laterality
grandmother suffers from {p calculus of prostate},85324003 | Calculus of prostate (disorder),Irrelevant,Confirmed,No laterality
husband has {p serous papillary cystadenocarcinoma ovary},254850005 | Serous papillary cystadenocarcinoma ovary (disorder),Irrelevant,Confirmed,No laterality
brothers {p congenital arteriovenous fistula},234148007 | Congenital arteriovenous fistula (disorder),Irrelevant,Confirmed,No laterality
risk of {p adrenal hemorrhage},49111001 | Adrenal hemorrhage (disorder),Irrelevant,Confirmed,No laterality
friend has {p lethal larsen-like syndrome},719409004 | Lethal Larsen-like syndrome (disorder),Irrelevant,Confirmed,No laterality
grandmother had {p renal hematuria},371020003 | Renal hematuria (disorder),Irrelevant,Confirmed,No laterality
discussion about {p interarytenoid leukoplakia},249446000 | Interarytenoid leukoplakia (disorder),Irrelevant,Confirmed,No laterality
worried about {p adrenocorticotropic hormone deficiency},237692001 | Adrenocorticotropic hormone deficiency (disorder),Irrelevant,Confirmed,No laterality
mum {p combined phagocytic defect},234591005 | Combined phagocytic defect (disorder),Irrelevant,Confirmed,No laterality
wife had {p alternative pathway deficiency},234604001 | Alternative pathway deficiency (disorder),Irrelevant,Confirmed,No laterality
family history of {p vasculopathic erectile dysfunction},8061000119107 | Vasculopathic erectile dysfunction (disorder),Irrelevant,Confirmed,No laterality
friend suffers from {p contact factor deficiency},234452003 | Contact factor deficiency (disorder),Irrelevant,Confirmed,No laterality
husbands has {p inconsistent gingival margin},716714003 | Inconsistent gingival margin (disorder),Irrelevant,Confirmed,No laterality
