text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
{p posterior interosseous nerve injury} negative,212301007 | Posterior interosseous nerve injury (disorder),Present,Negated,No laterality
denied {p pulmonary renal syndrome},236432001 | Pulmonary renal syndrome (disorder),Present,Negated,No laterality
{p osteophyte of left ankle} excluded,316551000119104 | Osteophyte of left ankle (disorder),Present,Negated,Left
{p infected ulcer of skin} none,2622007 | Infected ulcer of skin (disorder),Present,Negated,No laterality
{p macroglossia due to amyloidosis} no,402455004 | Macroglossia due to amyloidosis (disorder),Present,Negated,No laterality
{p female pelvic cellulitis} not detected,280486004 | Female pelvic cellulitis (disorder),Present,Negated,No laterality
{p adduction deformity of finger} not detected,240238007 | Adduction deformity of finger (disorder),Present,Negated,No laterality
no evidence of {p tenosynovitis of ankle},202907005 | Tenosynovitis of ankle (disorder),Present,Negated,No laterality
no {p keystone virus encephalitis},404237007 | Keystone virus encephalitis (disorder),Present,Negated,No laterality
{p drug-induced chronic pancreatitis} not detected,235955000 | Drug-induced chronic pancreatitis (disorder),Present,Negated,No laterality
without mention of {p familial painful callosities},403793002 | Familial painful callosities (disorder),Present,Negated,No laterality
{p familial aldosterone deficiency} absent,715343000 | Familial aldosterone deficiency (disorder),Present,Negated,No laterality
{p biemond's syndrome} none,205828009 | Biemond's syndrome (disorder),Present,Negated,No laterality
{p secondary cataract} absent,766834007 | Secondary cataract (disorder),Present,Negated,No laterality
{p chronic alcoholic hepatitis} absent,307757001 | Chronic alcoholic hepatitis (disorder),Present,Negated,No laterality
{p pectus carinatum} none,38774000 | Pectus carinatum (disorder),Present,Negated,No laterality
didnt {p hill-sachs lesion},202141001 | Hill-Sachs lesion (disorder),Present,Negated,No laterality
{p serosanguineous nipple discharge} negative,290110007 | Serosanguineous nipple discharge (disorder),Present,Negated,No laterality
negative {p severe pulmonary valve stenosis},838540007 | Severe pulmonary valve stenosis (disorder),Present,Negated,No laterality
unlikely {p marfan syndrome type 1},1003407000 | Marfan syndrome type 1 (disorder),Present,Negated,No laterality
{p pili incarnati} not present,9115004 | Pili incarnati (disorder),Present,Negated,No laterality
"denied {p aortic stenosis, non-rheumatic}","194984004 | Aortic stenosis, non-rheumatic (disorder)",Present,Negated,No laterality
negative {p macrophthalmos},93181004 | Macrophthalmos (disorder),Present,Negated,No laterality
absent {p extensor digitorum longus tenosynovitis},202921007 | Extensor digitorum longus tenosynovitis (disorder),Present,Negated,No laterality
never {p retinal dialysis},232003005 | Retinal dialysis (disorder),Present,Negated,No laterality
{p rubella with neurological complication} absent,186567003 | Rubella with neurological complication (disorder),Present,Negated,No laterality
{p carcinoma of cecum} ruled out,255081007 | Carcinoma of cecum (disorder),Present,Negated,No laterality
neg {p cutaneous larva migrans},19362000 | Cutaneous larva migrans (disorder),Present,Negated,No laterality
{p dizziness due to drug} negative,473188002 | Dizziness due to drug (disorder),Present,Negated,No laterality
no evidence of {p scleroderma-associated calcinosis},403514006 | Scleroderma-associated calcinosis (disorder),Present,Negated,No laterality
no {p parafoveal telangiectasia},232024000 | Parafoveal telangiectasia (disorder),Present,Negated,No laterality
{p uridine monophosphate hydrolase deficiency} not detected,234407001 | Uridine monophosphate hydrolase deficiency (disorder),Present,Negated,No laterality
{p intentional pericyazine poisoning} not present,291171007 | Intentional pericyazine poisoning (disorder),Present,Negated,No laterality
{p congenital malposition of thymus} none,93361008 | Congenital malposition of thymus (disorder),Present,Negated,No laterality
unlikely {p arterial-enteric fistula},22883003 | Arterial-enteric fistula (disorder),Present,Negated,No laterality
{p poisoning by caterpillar} none,38918003 | Poisoning by caterpillar (disorder),Present,Negated,No laterality
{p intentional ketazolam poisoning} none,291071005 | Intentional ketazolam poisoning (disorder),Present,Negated,No laterality
{p calcinosis following localized inflammation} absent,402492004 | Calcinosis following localized inflammation (disorder),Present,Negated,No laterality
no evidence of {p anemia caused by medication},428383000 | Anemia caused by medication (disorder),Present,Negated,No laterality
{p alpha-1-antitrypsin hepatitis} no,190944000 | Alpha-1-antitrypsin hepatitis (disorder),Present,Negated,No laterality
{p endometriosis of the cul-de-sac} negative,64286001 | Endometriosis of the cul-de-sac (disorder),Present,Negated,No laterality
{p penile candidiasis} not detected,240708000 | Penile candidiasis (disorder),Present,Negated,No laterality
{p injury of toe} ruled out,282776008 | Injury of toe (disorder),Present,Negated,No laterality
{p accidental tobramycin poisoning} excluded,291485009 | Accidental tobramycin poisoning (disorder),Present,Negated,No laterality
{p application site itching} none,863889003 | Application site itching (disorder),Present,Negated,No laterality
no evidence of {p hereditary bilateral optic atrophy},15699081000119101 | Hereditary bilateral optic atrophy (disorder),Present,Negated,Bilateral
absence of {p piracetam poisoning},290939006 | Piracetam poisoning (disorder),Present,Negated,No laterality
no evidence of {p combination of endocrine dysfunction},111544009 | Combination of endocrine dysfunction (disorder),Present,Negated,No laterality
{p ectrodactyly} neg,81208006 | Ectrodactyly (disorder),Present,Negated,No laterality
{p b-cell lymphoma} negative,109979007 | B-cell lymphoma (disorder),Present,Negated,No laterality
absence of {p congenital malformation},276654001 | Congenital malformation (disorder),Present,Negated,No laterality
{p idiopathic osteolyses} absent,254147009 | Idiopathic osteolyses (disorder),Present,Negated,No laterality
{p acute ulcerative tonsillitis} no,195668008 | Acute ulcerative tonsillitis (disorder),Present,Negated,No laterality
didnt {p infection caused by pomphorhynchus},74044000 | Infection caused by Pomphorhynchus (disorder),Present,Negated,No laterality
no {p lipoma of limb},685811000119100 | Lipoma of limb (disorder),Present,Negated,No laterality
{p acquired horner syndrome} not detected,721537005 | Acquired Horner syndrome (disorder),Present,Negated,No laterality
{p temporomandibular joint disorder} neg,41888000 | Temporomandibular joint disorder (disorder),Present,Negated,No laterality
no {p tuberculoid leprosy},70143003 | Tuberculoid leprosy (disorder),Present,Negated,No laterality
{p psychoactive substance-induced withdrawal syndrome} not detected,74934004 | Psychoactive substance-induced withdrawal syndrome (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p burn of eye region},274205003 | Burn of eye region (disorder),Present,Negated,No laterality
{p functional abdominal pain syndrome} ruled out,449890002 | Functional abdominal pain syndrome (disorder),Present,Negated,No laterality
{p accidental thonzylamine overdose} negative,296426008 | Accidental thonzylamine overdose (disorder),Present,Negated,No laterality
absent {p intentional butabarbitone overdose},296043000 | Intentional butabarbitone overdose (disorder),Present,Negated,No laterality
no {p fiddler's neck},238481009 | Fiddler's neck (disorder),Present,Negated,No laterality
{p chromosome 16p11.2 deletion syndrome} no,699307007 | Chromosome 16p11.2 deletion syndrome (disorder),Present,Negated,No laterality
{p wheat weevil disease} absent,38729007 | Wheat weevil disease (disorder),Present,Negated,No laterality
{p accidental carbenicillin overdose} no,296661005 | Accidental carbenicillin overdose (disorder),Present,Negated,No laterality
{p diprosopus tetrophthalmus} negative,51060001 | Diprosopus tetrophthalmus (disorder),Present,Negated,No laterality
{p accidental papaverine overdose} absent,296505005 | Accidental papaverine overdose (disorder),Present,Negated,No laterality
no {p cutaneous pseudolymphoma},128862000 | Cutaneous pseudolymphoma (disorder),Present,Negated,No laterality
no evidence of {p thoracoceloschisis},93413002 | Thoracoceloschisis (disorder),Present,Negated,No laterality
without mention of {p confusional state},286933003 | Confusional state (disorder),Present,Negated,No laterality
no {p kenny syndrome},82837002 | Kenny syndrome (disorder),Present,Negated,No laterality
{p myopathy in myasthenia gravis} neg,230687001 | Myopathy in myasthenia gravis (disorder),Present,Negated,No laterality
negative {p nonparalytic strabismus},95196002 | Nonparalytic strabismus (disorder),Present,Negated,No laterality
{p abrasion} neg,399963005 | Abrasion (disorder),Present,Negated,No laterality
{p nontraumatic exertional compartment syndrome} neg,427458001 | Nontraumatic exertional compartment syndrome (disorder),Present,Negated,No laterality
denied {p simple obesity},415530009 | Simple obesity (disorder),Present,Negated,No laterality
{p adrenal carcinoma} neg,255035007 | Adrenal carcinoma (disorder),Present,Negated,No laterality
no evidence of {p stenosis of abdominal aorta},233966005 | Stenosis of abdominal aorta (disorder),Present,Negated,No laterality
absent {p choroidal leiomyoma},419977003 | Choroidal leiomyoma (disorder),Present,Negated,No laterality
no {p toxic effect of mycotoxin},26033009 | Toxic effect of mycotoxin (disorder),Present,Negated,No laterality
absence of {p injury of gastrointestinal tract},47771009 | Injury of gastrointestinal tract (disorder),Present,Negated,No laterality
{p contrast media overdose} absent,295319002 | Contrast media overdose (disorder),Present,Negated,No laterality
{p combined perceptive hearing loss} excluded,194426007 | Combined perceptive hearing loss (disorder),Present,Negated,No laterality
{p berry aneurysm} ruled out,277196008 | Berry aneurysm (disorder),Present,Negated,No laterality
{p class i incisal relationship} not detected,235086009 | Class I incisal relationship (disorder),Present,Negated,No laterality
{p accidental overdose by cocaine} not detected,296322006 | Accidental overdose by cocaine (disorder),Present,Negated,No laterality
{p homozygous prothrombin g20210a mutation} neg,441420000 | Homozygous prothrombin G20210A mutation (disorder),Present,Negated,No laterality
{p para-ovarian cyst} ruled out,703077007 | Para-ovarian cyst (disorder),Present,Negated,No laterality
{p complication of transplanted lung} ruled out,44165003 | Complication of transplanted lung (disorder),Present,Negated,No laterality
{p adhesive arachnoiditis} not present,13980006 | Adhesive arachnoiditis (disorder),Present,Negated,No laterality
{p epidermoid cyst} absent,419893006 | Epidermoid cyst (disorder),Present,Negated,No laterality
"no evidence of {p chronic proctocolitis, patchy}","369446006 | Chronic proctocolitis, patchy (disorder)",Present,Negated,No laterality
{p immunosuppressant overdose} not present,295799003 | Immunosuppressant overdose (disorder),Present,Negated,No laterality
{p idiopathic peripheral autonomic neuropathy} excluded,86489003 | Idiopathic peripheral autonomic neuropathy (disorder),Present,Negated,No laterality
absence of {p hypertensive left ventricular hypertrophy},428163005 | Hypertensive left ventricular hypertrophy (disorder),Present,Negated,No laterality
free from {p toad poisoning},3276005 | Toad poisoning (disorder),Present,Negated,No laterality
no {p junctional epidermolysis bullosa mitis},254196004 | Junctional epidermolysis bullosa mitis (disorder),Present,Negated,No laterality
never {p accidental enflurane overdose},295526001 | Accidental enflurane overdose (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p aortic lymphadenopathy},127140000 | Aortic lymphadenopathy (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p syphilitic peritonitis},34964002 | Syphilitic peritonitis (disorder),Present,Negated,No laterality
{p macrolide adverse reaction} neg,292930000 | Macrolide adverse reaction (disorder),Present,Negated,No laterality
{p hyperkinetic aphonia} negative,229638001 | Hyperkinetic aphonia (disorder),Present,Negated,No laterality
{p fracture of neural arch} absent,9966008 | Fracture of neural arch (disorder),Present,Negated,No laterality
without mention of {p daltonism},260030003 | Daltonism (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p flashbacks},30871003 | Flashbacks (disorder),Present,Negated,No laterality
absent {p infectious disorder of tendon},363164004 | Infectious disorder of tendon (disorder),Present,Negated,No laterality
{p pemphigus neonatorum} absent,277475006 | Pemphigus neonatorum (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p intentional ranitidine overdose},295367007 | Intentional ranitidine overdose (disorder),Present,Negated,No laterality
{p deficiency of carbonate dehydratase} neg,124615003 | Deficiency of carbonate dehydratase (disorder),Present,Negated,No laterality
free from {p accidental naloxone poisoning},291402005 | Accidental naloxone poisoning (disorder),Present,Negated,No laterality
absent {p adhesions - cerebral meninges},193071004 | Adhesions - cerebral meninges (disorder),Present,Negated,No laterality
{p disorder of sphenoidal sinus} no,105975006 | Disorder of sphenoidal sinus (disorder),Present,Negated,No laterality
denied {p vitiligo of pinta},56347002 | Vitiligo of pinta (disorder),Present,Negated,No laterality
{p torn aortic cusp} ruled out,250984000 | Torn aortic cusp (disorder),Present,Negated,No laterality
{p melanocytic nevus of neck} negative,109281000 | Melanocytic nevus of neck (disorder),Present,Negated,No laterality
{p anticoagulant adverse reaction} neg,293331003 | Anticoagulant adverse reaction (disorder),Present,Negated,No laterality
free from {p glass in groin},283265002 | Glass in groin (disorder),Present,Negated,No laterality
no {p post-infective hypopituitarism},271386001 | Post-infective hypopituitarism (disorder),Present,Negated,No laterality
"{p sarcoidosis, erythrodermic type} absent","9529007 | Sarcoidosis, erythrodermic type (disorder)",Present,Negated,No laterality
absent {p wolff-parkinson-white pattern},74390002 | Wolff-Parkinson-White pattern (disorder),Present,Negated,No laterality
absence of {p undifferentiated large cell carcinomatosis},424954002 | Undifferentiated large cell carcinomatosis (disorder),Present,Negated,No laterality
{p primary necrotizing systemic vasculitis} excluded,239924002 | Primary necrotizing systemic vasculitis (disorder),Present,Negated,No laterality
{p trichomonal vulvitis} negative,237104007 | Trichomonal vulvitis (disorder),Present,Negated,No laterality
unlikely {p gangrenous pressure ulcer},238492005 | Gangrenous pressure ulcer (disorder),Present,Negated,No laterality
{p zosteriform lichen planus} none,238648000 | Zosteriform lichen planus (disorder),Present,Negated,No laterality
{p arrhythmia during surgery} none,10701000087104 | Arrhythmia during surgery (disorder),Present,Negated,No laterality
absence of {p acute necrotizing ulcerative gingivitis},399050001 | Acute necrotizing ulcerative gingivitis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p homozygous hemoglobinopathy},123772008 | Homozygous hemoglobinopathy (disorder),Present,Negated,No laterality
{p mixed pancreatic endocrine tumor} neg,255043002 | Mixed pancreatic endocrine tumor (disorder),Present,Negated,No laterality
negative {p anal candidiasis},52914002 | Anal candidiasis (disorder),Present,Negated,No laterality
{p hip pathological dislocation} not present,239759009 | Hip pathological dislocation (disorder),Present,Negated,No laterality
{p cyst of mediastinum} no,431264008 | Cyst of mediastinum (disorder),Present,Negated,No laterality
{p transposition of aorta} not detected,253297008 | Transposition of aorta (disorder),Present,Negated,No laterality
{p ascariasis} excluded,2435008 | Ascariasis (disorder),Present,Negated,No laterality
{p corneal non-healing epithelial ulcer} negative,95727005 | Corneal non-healing epithelial ulcer (disorder),Present,Negated,No laterality
{p lenticonus} ruled out,253221000 | Lenticonus (disorder),Present,Negated,No laterality
{p syphilitic aortic incompetence} excluded,61612001 | Syphilitic aortic incompetence (disorder),Present,Negated,No laterality
{p dermite ocre of favre} negative,361209006 | Dermite ocre of Favre (disorder),Present,Negated,No laterality
free from {p xanthogranuloma of choroid plexus},699813007 | Xanthogranuloma of choroid plexus (disorder),Present,Negated,No laterality
absence of {p subacute bronchitis},36426008 | Subacute bronchitis (disorder),Present,Negated,No laterality
absent {p episodic ataxia type 4},718754008 | Episodic ataxia type 4 (disorder),Present,Negated,No laterality
negative {p chronic malayan filarial lymphadenitis},234093002 | Chronic Malayan filarial lymphadenitis (disorder),Present,Negated,No laterality
{p ectopic parotid gland tissue} absent,33990008 | Ectopic parotid gland tissue (disorder),Present,Negated,No laterality
{p chorioretinal tumor} not present,314420008 | Chorioretinal tumor (disorder),Present,Negated,No laterality
{p spastic diplegia} excluded,281411007 | Spastic diplegia (disorder),Present,Negated,No laterality
{p ewing's sarcoma of bone} not detected,307608006 | Ewing's sarcoma of bone (disorder),Present,Negated,No laterality
negative {p chlamydial infection},105629000 | Chlamydial infection (disorder),Present,Negated,No laterality
{p secondary hypothyroidism} not present,82598004 | Secondary hypothyroidism (disorder),Present,Negated,No laterality
negative {p isolated xanthine oxidase deficiency},72682008 | Isolated xanthine oxidase deficiency (disorder),Present,Negated,No laterality
{p contusion of bilateral lungs} negative,11796981000119102 | Contusion of bilateral lungs (disorder),Present,Negated,Bilateral
{p abscess of cardiac septum} absent,405548009 | Abscess of cardiac septum (disorder),Present,Negated,No laterality
no evidence of {p dermatosis of menopause},402804002 | Dermatosis of menopause (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p distal trisomy 19q syndrome},766052008 | Distal trisomy 19q syndrome (disorder),Present,Negated,No laterality
denied {p aneurysm of subclavian artery},40136003 | Aneurysm of subclavian artery (disorder),Present,Negated,No laterality
unlikely {p nettle sting},299974002 | Nettle sting (disorder),Present,Negated,No laterality
{p fissure of bilateral nipples} neg,15953261000119105 | Fissure of bilateral nipples (disorder),Present,Negated,Bilateral
without mention of {p renal dysplasia},204949001 | Renal dysplasia (disorder),Present,Negated,No laterality
not {p subperiosteal abscess of mastoid},72102005 | Subperiosteal abscess of mastoid (disorder),Present,Negated,No laterality
absent {p endocardial fibroelastosis},65457005 | Endocardial fibroelastosis (disorder),Present,Negated,No laterality
no {p holzgreve syndrome},783159001 | Holzgreve syndrome (disorder),Present,Negated,No laterality
{p sacral edema} absent,225707003 | Sacral edema (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p histrionic personality disorder},55341008 | Histrionic personality disorder (disorder),Present,Negated,No laterality
no {p abscess of hand},3633001 | Abscess of hand (disorder),Present,Negated,No laterality
{p acquired stricture of ureter} none,266558006 | Acquired stricture of ureter (disorder),Present,Negated,No laterality
{p hunter mcalpine craniosynostosis syndrome} not present,721227001 | Hunter McAlpine craniosynostosis syndrome (disorder),Present,Negated,No laterality
{p erythropoietic hemochromatosis} neg,7772007 | Erythropoietic hemochromatosis (disorder),Present,Negated,No laterality
absent {p bacterial meningoencephalomyelitis},963741000000101 | Bacterial meningoencephalomyelitis (disorder),Present,Negated,No laterality
{p angiosarcoma} negative,403977003 | Angiosarcoma (disorder),Present,Negated,No laterality
{p spinal cord disorder} no,48522003 | Spinal cord disorder (disorder),Present,Negated,No laterality
never {p celiac crisis},396330006 | Celiac crisis (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p cutaneous lymphadenoma},403953009 | Cutaneous lymphadenoma (disorder),Present,Negated,No laterality
{p post-viral paroxysmal cold hemoglobinuria} excluded,35703006 | Post-viral paroxysmal cold hemoglobinuria (disorder),Present,Negated,No laterality
never {p temephos poisoning},31148005 | Temephos poisoning (disorder),Present,Negated,No laterality
{p anti-pneumococcal polysaccharide antibody deficiency} not detected,234559009 | Anti-pneumococcal polysaccharide antibody deficiency (disorder),Present,Negated,No laterality
{p osteonecrosis caused by drug} no,203483005 | Osteonecrosis caused by drug (disorder),Present,Negated,No laterality
{p dacryoadenitis of right eye} ruled out,335521000119106 | Dacryoadenitis of right eye (disorder),Present,Negated,Right
no {p disease caused by togaviridae},33947007 | Disease caused by Togaviridae (disorder),Present,Negated,No laterality
no {p pseudophakia right eye},980211000000101 | Pseudophakia right eye (disorder),Present,Negated,No laterality
neg {p impacted molars},196416002 | Impacted molars (disorder),Present,Negated,No laterality
{p deficiency of fructose-bisphosphate aldolase} ruled out,124608006 | Deficiency of fructose-bisphosphate aldolase (disorder),Present,Negated,No laterality
absent {p trisomy 12},205653005 | Trisomy 12 (disorder),Present,Negated,No laterality
without mention of {p sunstroke},18615009 | Sunstroke (disorder),Present,Negated,No laterality
{p acute endometritis} absent,67667007 | Acute endometritis (disorder),Present,Negated,No laterality
{p verruciform xanthoma of skin} absent,254756007 | Verruciform xanthoma of skin (disorder),Present,Negated,No laterality
no {p vesicorectal fistula},68301001 | Vesicorectal fistula (disorder),Present,Negated,No laterality
"absent {p complete tear, lumbosacral ligament}","209818005 | Complete tear, lumbosacral ligament (disorder)",Present,Negated,No laterality
absence of {p formaldehyde adverse reaction},292886001 | Formaldehyde adverse reaction (disorder),Present,Negated,No laterality
{p myopic macular degeneration} none,312898002 | Myopic macular degeneration (disorder),Present,Negated,No laterality
{p persistent embryonic otic artery} ruled out,253196005 | Persistent embryonic otic artery (disorder),Present,Negated,No laterality
no {p hepatic actinomycosis},186395002 | Hepatic actinomycosis (disorder),Present,Negated,No laterality
{p accidental diphenhydramine overdose} none,296418000 | Accidental diphenhydramine overdose (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p butyrophenone overdose},296177007 | Butyrophenone overdose (disorder),Present,Negated,No laterality
{p brachydactyly syndrome type e} excluded,63711009 | Brachydactyly syndrome type E (disorder),Present,Negated,No laterality
{p argininosuccinate lyase deficiency} no,41013004 | Argininosuccinate lyase deficiency (disorder),Present,Negated,No laterality
{p callus of heel} no,429265003 | Callus of heel (disorder),Present,Negated,No laterality
{p foreign body in appendix} absent,211637007 | Foreign body in appendix (disorder),Present,Negated,No laterality
{p secondary diabetes insipidus} excluded,13196008 | Secondary diabetes insipidus (disorder),Present,Negated,No laterality
{p koolen de vries syndrome} no,717338006 | Koolen De Vries syndrome (disorder),Present,Negated,No laterality
{p seasonal allergic rhinitis} no,367498001 | Seasonal allergic rhinitis (disorder),Present,Negated,No laterality
denied {p cetirizine adverse reaction},292574007 | Cetirizine adverse reaction (disorder),Present,Negated,No laterality
{p congenital esophageal pouch} no,204667006 | Congenital esophageal pouch (disorder),Present,Negated,No laterality
lack of {p circulatory arrest},261195002 | Circulatory arrest (disorder),Present,Negated,No laterality
{p pre-existing diabetes mellitus} absent,385051000000106 | Pre-existing diabetes mellitus (disorder),Present,Negated,No laterality
"{p 48,xyyy syndrome} absent","733625003 | 48,XYYY syndrome (disorder)",Present,Negated,No laterality
{p diphenylpyraline adverse reaction} not detected,292592004 | Diphenylpyraline adverse reaction (disorder),Present,Negated,No laterality
no {p heart disease},56265001 | Heart disease (disorder),Present,Negated,No laterality
no evidence of {p hypopigmentation of skin},23006000 | Hypopigmentation of skin (disorder),Present,Negated,No laterality
no evidence of {p postoperative myocardial infarction},129574000 | Postoperative myocardial infarction (disorder),Present,Negated,No laterality
{p open division acromioclavicular ligament} absent,209658009 | Open division acromioclavicular ligament (disorder),Present,Negated,No laterality
{p lithium citrate adverse reaction} excluded,292278006 | Lithium citrate adverse reaction (disorder),Present,Negated,No laterality
{p molgramostim adverse reaction} ruled out,292192005 | Molgramostim adverse reaction (disorder),Present,Negated,No laterality
"no evidence of {p partial division, triceps tendon}","210520000 | Partial division, triceps tendon (disorder)",Present,Negated,No laterality
no evidence of {p subtrochanteric fracture of femur},263229001 | Subtrochanteric fracture of femur (disorder),Present,Negated,No laterality
no {p habit tic affecting hair},402735004 | Habit tic affecting hair (disorder),Present,Negated,No laterality
absent {p deficiency of phosphoglucokinase},124305004 | Deficiency of phosphoglucokinase (disorder),Present,Negated,No laterality
denied {p d-2-hydroxyglutaric aciduria},237960000 | D-2-hydroxyglutaric aciduria (disorder),Present,Negated,No laterality
{p intentional papaverine overdose} negative,296506006 | Intentional papaverine overdose (disorder),Present,Negated,No laterality
{p recent total retinal detachment} not present,193323009 | Recent total retinal detachment (disorder),Present,Negated,No laterality
unlikely {p taenia saginata infection},69163003 | Taenia saginata infection (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p recessive dystrophic epidermolysis bullosa},48528004 | Recessive dystrophic epidermolysis bullosa (disorder),Present,Negated,No laterality
not {p necrobiosis lipoidica diabeticorum},56391002 | Necrobiosis lipoidica diabeticorum (disorder),Present,Negated,No laterality
absent {p miscarriage complicated by shock},34270000 | Miscarriage complicated by shock (disorder),Present,Negated,No laterality
{p accidental dexamethasone overdose} absent,296846007 | Accidental dexamethasone overdose (disorder),Present,Negated,No laterality
{p intentional zuclopenthixol decanoate poisoning} not detected,291217007 | Intentional zuclopenthixol decanoate poisoning (disorder),Present,Negated,No laterality
{p porphobilinogen synthase deficiency} excluded,64081000 | Porphobilinogen synthase deficiency (disorder),Present,Negated,No laterality
no evidence of {p congenital anomaly of bronchus},50943000 | Congenital anomaly of bronchus (disorder),Present,Negated,No laterality
{p third cranial nerve weakness} negative,388980004 | Third cranial nerve weakness (disorder),Present,Negated,No laterality
without mention of {p panuveitis of right eye},333391000119101 | Panuveitis of right eye (disorder),Present,Negated,Right
{p acute myelofibrosis} negative,109991003 | Acute myelofibrosis (disorder),Present,Negated,No laterality
without {p accidental pyrimethamine overdose},296554003 | Accidental pyrimethamine overdose (disorder),Present,Negated,No laterality
neg {p tietze's disease},30128009 | Tietze's disease (disorder),Present,Negated,No laterality
no {p family amaranthaceae poisoning},123892007 | Family amaranthaceae poisoning (disorder),Present,Negated,No laterality
{p postoperative mechanical intestinal obstruction} not detected,235822009 | Postoperative mechanical intestinal obstruction (disorder),Present,Negated,No laterality
{p osteopetrosis - delayed type} negative,205503007 | Osteopetrosis - delayed type (disorder),Present,Negated,No laterality
{p benign neoplasm of humerus} not present,188939008 | Benign neoplasm of humerus (disorder),Present,Negated,No laterality
without mention of {p adenocarcinoma of paratestis},783056006 | Adenocarcinoma of paratestis (disorder),Present,Negated,No laterality
{p chronic anterior ethmoidal sinusitis} not detected,232393006 | Chronic anterior ethmoidal sinusitis (disorder),Present,Negated,No laterality
lack of {p necrobacillosis},52542005 | Necrobacillosis (disorder),Present,Negated,No laterality
absent {p intentional norepinephrine poisoning},291320002 | Intentional norepinephrine poisoning (disorder),Present,Negated,No laterality
didnt {p cerebral ataxia},28634005 | Cerebral ataxia (disorder),Present,Negated,No laterality
absent {p hazy vision},246636008 | Hazy vision (disorder),Present,Negated,No laterality
{p alkalemia} none,79169000 | Alkalemia (disorder),Present,Negated,No laterality
{p chronic duodenal ileus} none,52232007 | Chronic duodenal ileus (disorder),Present,Negated,No laterality
{p fracture of tarsal bone} ruled out,263245004 | Fracture of tarsal bone (disorder),Present,Negated,No laterality
absence of {p traumatic fracture of bone},1003502008 | Traumatic fracture of bone (disorder),Present,Negated,No laterality
{p sucralfate poisoning} not detected,290345008 | Sucralfate poisoning (disorder),Present,Negated,No laterality
{p melanosis} not detected,414662006 | Melanosis (disorder),Present,Negated,No laterality
{p metachondromatosis} no,205481009 | Metachondromatosis (disorder),Present,Negated,No laterality
didnt {p acquired epidermolysis bullosa},2772003 | Acquired epidermolysis bullosa (disorder),Present,Negated,No laterality
no {p drug-induced nail abnormality},402630000 | Drug-induced nail abnormality (disorder),Present,Negated,No laterality
absent {p thoracic hemivertebra- balanced},205429009 | Thoracic hemivertebra- balanced (disorder),Present,Negated,No laterality
{p inflammatory carcinoma of breast} not present,254840009 | Inflammatory carcinoma of breast (disorder),Present,Negated,No laterality
absent {p hematocele of broad ligament},51108008 | Hematocele of broad ligament (disorder),Present,Negated,No laterality
{p sarcoma of kidney} negative,254918001 | Sarcoma of kidney (disorder),Present,Negated,No laterality
absence of signs and symptoms of {p ascorbic acid deficiency},76169001 | Ascorbic acid deficiency (disorder),Present,Negated,No laterality
{p oral paresthesia} neg,95524000 | Oral paresthesia (disorder),Present,Negated,No laterality
{p bloodstaining of cornea} ruled out,231915009 | Bloodstaining of cornea (disorder),Present,Negated,No laterality
never {p back pain complicating pregnancy},91957002 | Back pain complicating pregnancy (disorder),Present,Negated,No laterality
{p kimmelstiel-wilson syndrome} excluded,311366001 | Kimmelstiel-Wilson syndrome (disorder),Present,Negated,No laterality
{p infection caused by henipavirus} no,721789002 | Infection caused by Henipavirus (disorder),Present,Negated,No laterality
unlikely {p thioridazine poisoning},291190004 | Thioridazine poisoning (disorder),Present,Negated,No laterality
{p glutaryl-coenzyme a dehydrogenase deficiency} not present,360416003 | Glutaryl-coenzyme A dehydrogenase deficiency (disorder),Present,Negated,No laterality
absent {p intentional vitamin a poisoning},291923008 | Intentional vitamin A poisoning (disorder),Present,Negated,No laterality
absence of {p cholecystojejunal fistula},307295007 | Cholecystojejunal fistula (disorder),Present,Negated,No laterality
absent {p pelvis obtecta},23574008 | Pelvis obtecta (disorder),Present,Negated,No laterality
{p puncture wound of foot} no,17288006 | Puncture wound of foot (disorder),Present,Negated,No laterality
{p dipivefrine adverse reaction} no,292517009 | Dipivefrine adverse reaction (disorder),Present,Negated,No laterality
no evidence of {p puerperal osteomalacia},190643008 | Puerperal osteomalacia (disorder),Present,Negated,No laterality
not {p alopecia febrilis},201136006 | Alopecia febrilis (disorder),Present,Negated,No laterality
{p cache valley virus infection} negative,419034002 | Cache Valley virus infection (disorder),Present,Negated,No laterality
no evidence of {p hemorrhage of kidney},95571006 | Hemorrhage of kidney (disorder),Present,Negated,No laterality
{p internal hordeolum} not detected,414521009 | Internal hordeolum (disorder),Present,Negated,No laterality
absent {p dysplasia of eye},18821006 | Dysplasia of eye (disorder),Present,Negated,No laterality
