text,p,p_meta_relevance,p_meta_confirmed,p_meta_laterality
poss {p cyst of uterus},758002 | Cyst of uterus (disorder),Present,Suspected,No laterality
{p injection site pigmentation change} suspected,95380007 | Injection site pigmentation change (disorder),Present,Suspected,No laterality
may be {p granulomatous mediastinitis},233739001 | Granulomatous mediastinitis (disorder),Present,Suspected,No laterality
prob {p hand rheumatism},203106009 | Hand rheumatism (disorder),Present,Suspected,No laterality
{p neoplasm of presacral region} suspected,126646002 | Neoplasm of presacral region (disorder),Present,Suspected,No laterality
suspicion of {p erythrodermic seborrheic dermatitis},402205005 | Erythrodermic seborrheic dermatitis (disorder),Present,Suspected,No laterality
likely {p gonococcal conjunctivitis neonatorum},28438004 | Gonococcal conjunctivitis neonatorum (disorder),Present,Suspected,No laterality
possibly {p itching purpura},238781005 | Itching purpura (disorder),Present,Suspected,No laterality
could be {p acute nontransmural myocardial infarction},1089451000000100 | Acute nontransmural myocardial infarction (disorder),Present,Suspected,No laterality
? {p juvenile elastoma},277812008 | Juvenile elastoma (disorder),Present,Suspected,No laterality
suspect {p adhesion of abdominal wall},30689000 | Adhesion of abdominal wall (disorder),Present,Suspected,No laterality
{p equisetum palustre poisoning} suspected,8779001 | Equisetum palustre poisoning (disorder),Present,Suspected,No laterality
may be {p tenosynovitis of left wrist},1075861000119103 | Tenosynovitis of left wrist (disorder),Present,Suspected,No laterality
suspicion of {p cochlear otosclerosis},91108004 | Cochlear otosclerosis (disorder),Present,Suspected,No laterality
query {p internal gastric fistula},235672009 | Internal gastric fistula (disorder),Present,Suspected,No laterality
may be {p closed injury sciatic nerve},212311000 | Closed injury sciatic nerve (disorder),Present,Suspected,No laterality
suspected {p tendinitis of bilateral hands},15630731000119102 | Tendinitis of bilateral hands (disorder),Present,Suspected,Bilateral
suspicious {p hypertrophic meckel's diverticulum},204688002 | Hypertrophic Meckel's diverticulum (disorder),Present,Suspected,No laterality
poss {p pharyngoesophageal diverticulum},399291005 | Pharyngoesophageal diverticulum (disorder),Present,Suspected,No laterality
susp {p suppurative osteomyelitis of jaw},84224006 | Suppurative osteomyelitis of jaw (disorder),Present,Suspected,No laterality
probable {p proliferative retinopathy},430801000124103 | Proliferative retinopathy (disorder),Present,Suspected,No laterality
susp {p wood splinter under thumbnail},283296006 | Wood splinter under thumbnail (disorder),Present,Suspected,No laterality
poss {p apical callus},229810006 | Apical callus (disorder),Present,Suspected,No laterality
{p aortopulmonary window} suspected,17024001 | Aortopulmonary window (disorder),Present,Suspected,No laterality
could be {p duodenal gastric metaplasia},897291000000102 | Duodenal gastric metaplasia (disorder),Present,Suspected,No laterality
pos {p diminished ovarian reserve},31351000119105 | Diminished ovarian reserve (disorder),Present,Suspected,No laterality
maybe {p neoplasm of mesothelial tissue},126724001 | Neoplasm of mesothelial tissue (disorder),Present,Suspected,No laterality
exclude {p diffuse callus},238466003 | Diffuse callus (disorder),Present,Suspected,No laterality
exclude {p chemical keratitis},418998008 | Chemical keratitis (disorder),Present,Suspected,No laterality
could have {p polymorphic light eruption},238525001 | Polymorphic light eruption (disorder),Present,Suspected,No laterality
could be {p accidental thiethylperazine overdose},296222008 | Accidental thiethylperazine overdose (disorder),Present,Suspected,No laterality
suspect {p pseudophakia of left eye},11673711000119103 | Pseudophakia of left eye (disorder),Present,Suspected,Left
maybe {p acute gonococcal prostatitis},111806005 | Acute gonococcal prostatitis (disorder),Present,Suspected,No laterality
suspect {p ankylosing spondylitis},9631008 | Ankylosing spondylitis (disorder),Present,Suspected,No laterality
possibly {p edetate adverse reaction},292746004 | Edetate adverse reaction (disorder),Present,Suspected,No laterality
possible {p femoral neuropathy},25690000 | Femoral neuropathy (disorder),Present,Suspected,No laterality
could have {p excessive opening of mandible},699450003 | Excessive opening of mandible (disorder),Present,Suspected,No laterality
possibly {p microblepharia},94684003 | Microblepharia (disorder),Present,Suspected,No laterality
pos {p renal phosphaturia},85487008 | Renal phosphaturia (disorder),Present,Suspected,No laterality
suspect {p carcinoma of descending colon},312113007 | Carcinoma of descending colon (disorder),Present,Suspected,No laterality
susp {p malignant neoplasm of thalamus},188287005 | Malignant neoplasm of thalamus (disorder),Present,Suspected,No laterality
poss {p intentional self poisoning},271982007 | Intentional self poisoning (disorder),Present,Suspected,No laterality
query {p fractured hyoid bone},262675006 | Fractured hyoid bone (disorder),Present,Suspected,No laterality
suspicion of {p california serogroup viral meningitis},404239005 | California serogroup viral meningitis (disorder),Present,Suspected,No laterality
maybe {p neurofaciodigitorenal syndrome},725908007 | Neurofaciodigitorenal syndrome (disorder),Present,Suspected,No laterality
query {p yersinia erythema nodosum},240360007 | Yersinia erythema nodosum (disorder),Present,Suspected,No laterality
possible {p ureteric fistula to colon},235783007 | Ureteric fistula to colon (disorder),Present,Suspected,No laterality
sus {p accretion on teeth},6288001 | Accretion on teeth (disorder),Present,Suspected,No laterality
susp {p ilesha virus disease},37780006 | Ilesha virus disease (disorder),Present,Suspected,No laterality
poss {p chondrosarcoma of rib},1153423005 | Chondrosarcoma of rib (disorder),Present,Suspected,No laterality
could have {p retinopathy caused by canthaxanthin},716717005 | Retinopathy caused by canthaxanthin (disorder),Present,Suspected,No laterality
pos {p hemangioma of nose},449175004 | Hemangioma of nose (disorder),Present,Suspected,No laterality
suspicion of {p clinical malaria},735531008 | Clinical malaria (disorder),Present,Suspected,No laterality
suspected {p meptazinol overdose},295205000 | Meptazinol overdose (disorder),Present,Suspected,No laterality
suspect {p disorder of hair},279425004 | Disorder of hair (disorder),Present,Suspected,No laterality
? {p cystic fibrosis of pancreas},235978006 | Cystic fibrosis of pancreas (disorder),Present,Suspected,No laterality
quer {p post-inflammatory pulmonary fibrosis},266368002 | Post-inflammatory pulmonary fibrosis (disorder),Present,Suspected,No laterality
suspect {p pilomatrixoma},274901004 | Pilomatrixoma (disorder),Present,Suspected,No laterality
likely {p cratered ulcer},420369001 | Cratered ulcer (disorder),Present,Suspected,No laterality
probably {p juxtapapillary focal retinitis},699516005 | Juxtapapillary focal retinitis (disorder),Present,Suspected,No laterality
may {p hematoma of buccal mucosa},262653009 | Hematoma of buccal mucosa (disorder),Present,Suspected,No laterality
could have {p phlebosclerosis of intrahepatic vein},1052210007 | Phlebosclerosis of intrahepatic vein (disorder),Present,Suspected,No laterality
susp {p nicardipine adverse reaction},292462006 | Nicardipine adverse reaction (disorder),Present,Suspected,No laterality
sus {p antibacterial drug overdose},296587004 | Antibacterial drug overdose (disorder),Present,Suspected,No laterality
suspected {p benign neoplasm of paraganglion},92267000 | Benign neoplasm of paraganglion (disorder),Present,Suspected,No laterality
{p accidental piroxicam poisoning} suspected,290297004 | Accidental piroxicam poisoning (disorder),Present,Suspected,No laterality
probable {p laceration of sacral cord},262709008 | Laceration of sacral cord (disorder),Present,Suspected,No laterality
{p sickle cell-delta beta^0^-thalassemia} suspected,127044007 | Sickle cell-delta beta^0^-thalassemia (disorder),Present,Suspected,No laterality
could have {p primary syphilis of breast},27460003 | Primary syphilis of breast (disorder),Present,Suspected,No laterality
poss {p intentional radiopharmaceutical overdose},295317000 | Intentional radiopharmaceutical overdose (disorder),Present,Suspected,No laterality
exclude {p pellet wound of thumb},283570005 | Pellet wound of thumb (disorder),Present,Suspected,No laterality
susp {p pancreatoblastoma},189814006 | Pancreatoblastoma (disorder),Present,Suspected,No laterality
{p toriello carey syndrome} suspected,722477003 | Toriello Carey syndrome (disorder),Present,Suspected,No laterality
{p carbuncle of nose} suspected,11857005 | Carbuncle of nose (disorder),Present,Suspected,No laterality
probably {p benign primary hypergammaglobulinemic purpura},190810006 | Benign primary hypergammaglobulinemic purpura (disorder),Present,Suspected,No laterality
suspicion of {p microsporide},238445006 | Microsporide (disorder),Present,Suspected,No laterality
query {p invasive vulval paget's disease},423829008 | Invasive vulval Paget's disease (disorder),Present,Suspected,No laterality
quer {p gingival pyogenic granuloma},235002009 | Gingival pyogenic granuloma (disorder),Present,Suspected,No laterality
query {p centrofacial lentiginosis syndrome},18822004 | Centrofacial lentiginosis syndrome (disorder),Present,Suspected,No laterality
possible {p common femoral artery stenosis},312829002 | Common femoral artery stenosis (disorder),Present,Suspected,No laterality
suspected {p pituitary mesoadenoma},254964006 | Pituitary mesoadenoma (disorder),Present,Suspected,No laterality
could have {p malignant pilonidal cyst},788979007 | Malignant pilonidal cyst (disorder),Present,Suspected,No laterality
maybe {p congenital pulmonary vein confluence},128566008 | Congenital pulmonary vein confluence (disorder),Present,Suspected,No laterality
{p drug-induced erythromelalgia} suspected,403668007 | Drug-induced erythromelalgia (disorder),Present,Suspected,No laterality
exclude {p crushing injury of vulva},74247001 | Crushing injury of vulva (disorder),Present,Suspected,No laterality
suspected {p oxyphenbutazone adverse reaction},292085003 | Oxyphenbutazone adverse reaction (disorder),Present,Suspected,No laterality
sus {p neoplasm of gallbladder},126854002 | Neoplasm of gallbladder (disorder),Present,Suspected,No laterality
prob {p xanthoma diabeticorum},217341008 | Xanthoma diabeticorum (disorder),Present,Suspected,No laterality
suspicious {p hydrops of placenta},75094005 | Hydrops of placenta (disorder),Present,Suspected,No laterality
prob {p cat scratch disease},79974007 | Cat scratch disease (disorder),Present,Suspected,No laterality
possible {p iliolumbar nerve injury},212248007 | Iliolumbar nerve injury (disorder),Present,Suspected,No laterality
{p injury of splanchnic nerve} suspected,51881002 | Injury of splanchnic nerve (disorder),Present,Suspected,No laterality
"maybe {p open fracture olecranon, extra-articular}","208301006 | Open fracture olecranon, extra-articular (disorder)",Present,Suspected,No laterality
probably {p sublingual varices},20656007 | Sublingual varices (disorder),Present,Suspected,No laterality
suspicion of {p thromboxane generation defect},234475005 | Thromboxane generation defect (disorder),Present,Suspected,No laterality
suspect {p gangrenous pneumonia},7063008 | Gangrenous pneumonia (disorder),Present,Suspected,No laterality
exclude {p burn of left eyelid},12081811000119107 | Burn of left eyelid (disorder),Present,Suspected,Left
{p follicular conjunctivitis} suspected,86402005 | Follicular conjunctivitis (disorder),Present,Suspected,No laterality
? {p malignant neoplasm of mesocolon},187809000 | Malignant neoplasm of mesocolon (disorder),Present,Suspected,No laterality
"could be {p open injury, accessory nerve}","212149009 | Open injury, accessory nerve (disorder)",Present,Suspected,No laterality
suspicious {p chondrocalcinosis of left ankle},1074201000119102 | Chondrocalcinosis of left ankle (disorder),Present,Suspected,Left
suspect {p semantic dysphasia},331652006 | Semantic dysphasia (disorder),Present,Suspected,No laterality
query {p thrombocytosis},6631009 | Thrombocytosis (disorder),Present,Suspected,No laterality
could be {p voyeurism},63835008 | Voyeurism (disorder),Present,Suspected,No laterality
susp {p scar of face},447071003 | Scar of face (disorder),Present,Suspected,No laterality
suspected {p deficiency of isomaltase},360854006 | Deficiency of isomaltase (disorder),Present,Suspected,No laterality
probable {p poisoning caused by cephalexin},43893007 | Poisoning caused by cephalexin (disorder),Present,Suspected,No laterality
probably {p pyelon triplex},253860008 | Pyelon triplex (disorder),Present,Suspected,No laterality
? {p gestural tic disorder},230338006 | Gestural tic disorder (disorder),Present,Suspected,No laterality
query {p postoperative adhesions of vagina},32865001 | Postoperative adhesions of vagina (disorder),Present,Suspected,No laterality
prob {p descemetocele of right eye},335441000119101 | Descemetocele of right eye (disorder),Present,Suspected,Right
probably {p sudden visual loss},15203004 | Sudden visual loss (disorder),Present,Suspected,No laterality
sus {p nicotine adverse reaction},292451006 | Nicotine adverse reaction (disorder),Present,Suspected,No laterality
suspicion of {p accidental prochlorperazine overdose},296246001 | Accidental prochlorperazine overdose (disorder),Present,Suspected,No laterality
susp {p secondary hypertriglyceridemia},238087001 | Secondary hypertriglyceridemia (disorder),Present,Suspected,No laterality
{p pityriasis lichenoides} suspected,200983001 | Pityriasis lichenoides (disorder),Present,Suspected,No laterality
prob {p venom-induced angioedema-urticaria},241956005 | Venom-induced angioedema-urticaria (disorder),Present,Suspected,No laterality
suspicious {p rheumatoid nodulosis},402426007 | Rheumatoid nodulosis (disorder),Present,Suspected,No laterality
probably {p blunt injury},425359009 | Blunt injury (disorder),Present,Suspected,No laterality
pos {p 5-hydroxytryptamine secreting neuroendocrine tumor},404810003 | 5-hydroxytryptamine secreting neuroendocrine tumor (disorder),Present,Suspected,No laterality
possible {p capillary hemangioma of eyelid},231828003 | Capillary hemangioma of eyelid (disorder),Present,Suspected,No laterality
suspect {p primary endocardial fibroelastosis},8239009 | Primary endocardial fibroelastosis (disorder),Present,Suspected,No laterality
maybe {p tendon rupture - shoulder},288216005 | Tendon rupture - shoulder (disorder),Present,Suspected,No laterality
maybe {p isolation of subclavian artery},253668003 | Isolation of subclavian artery (disorder),Present,Suspected,No laterality
suspicion of {p phlebitis in pregnancy},1148583001 | Phlebitis in pregnancy (disorder),Present,Suspected,No laterality
possible {p cowpox},70090004 | Cowpox (disorder),Present,Suspected,No laterality
? {p atrophic dermatofibroma},404000008 | Atrophic dermatofibroma (disorder),Present,Suspected,No laterality
query {p trichomonal vaginitis},276877003 | Trichomonal vaginitis (disorder),Present,Suspected,No laterality
suspicious {p congenital anomaly of diaphragm},88386004 | Congenital anomaly of diaphragm (disorder),Present,Suspected,No laterality
probable {p neonatal hyperhistidinemia},80473005 | Neonatal hyperhistidinemia (disorder),Present,Suspected,No laterality
{p retinal artery occlusion} suspected,232035005 | Retinal artery occlusion (disorder),Present,Suspected,No laterality
suspected {p closed fracture of shoulder},704210003 | Closed fracture of shoulder (disorder),Present,Suspected,No laterality
suspicion of {p infection caused by pneumospirura},41107005 | Infection caused by Pneumospirura (disorder),Present,Suspected,No laterality
suspicious {p cardiac disease in pregnancy},274121004 | Cardiac disease in pregnancy (disorder),Present,Suspected,No laterality
query {p aneurysm of gastroepiploic artery},71226004 | Aneurysm of gastroepiploic artery (disorder),Present,Suspected,No laterality
"? {p ehlers-danlos syndrome, type 5}","67202007 | Ehlers-Danlos syndrome, type 5 (disorder)",Present,Suspected,No laterality
prob {p cobb's syndrome},254774003 | Cobb's syndrome (disorder),Present,Suspected,No laterality
suspicion of {p accidental penicillin g poisoning},291546004 | Accidental penicillin G poisoning (disorder),Present,Suspected,No laterality
{p prune belly syndrome} suspected,5187006 | Prune belly syndrome (disorder),Present,Suspected,No laterality
exclude {p bacterial corneal ulcer},231893002 | Bacterial corneal ulcer (disorder),Present,Suspected,No laterality
probably {p intentional sodium picosulfate poisoning},290438009 | Intentional sodium picosulfate poisoning (disorder),Present,Suspected,No laterality
pos {p acquired poliosis circumscripta},50305006 | Acquired poliosis circumscripta (disorder),Present,Suspected,No laterality
likely {p congenital localized alopecia},205592008 | Congenital localized alopecia (disorder),Present,Suspected,No laterality
{p complement receptor 1 deficiency} suspected,234629007 | Complement receptor 1 deficiency (disorder),Present,Suspected,No laterality
exclude {p pituitary gland enlarged},237718009 | Pituitary gland enlarged (disorder),Present,Suspected,No laterality
likely {p gallstone ileus},37976006 | Gallstone ileus (disorder),Present,Suspected,No laterality
may {p herpes simplex corneal endotheliitis},427115009 | Herpes simplex corneal endotheliitis (disorder),Present,Suspected,No laterality
prob {p ceruminous adenoma},403945001 | Ceruminous adenoma (disorder),Present,Suspected,No laterality
? {p gamma heavy chain disease},109984001 | Gamma heavy chain disease (disorder),Present,Suspected,No laterality
quer {p pigment calculus of gallbladder},830075002 | Pigment calculus of gallbladder (disorder),Present,Suspected,No laterality
may {p inflammatory disorder of penis},371163003 | Inflammatory disorder of penis (disorder),Present,Suspected,No laterality
possible {p desipramine overdose},295852003 | Desipramine overdose (disorder),Present,Suspected,No laterality
? {p acquired heinz body anemia},18662002 | Acquired Heinz body anemia (disorder),Present,Suspected,No laterality
probably {p disorder of endocrine receptor},127009005 | Disorder of endocrine receptor (disorder),Present,Suspected,No laterality
likely {p body dysmorphic disorder},83482000 | Body dysmorphic disorder (disorder),Present,Suspected,No laterality
possible {p eclampsia in labor},237283007 | Eclampsia in labor (disorder),Present,Suspected,No laterality
exclude {p accessory lacrimal gland disorder},58670006 | Accessory lacrimal gland disorder (disorder),Present,Suspected,No laterality
exclude {p megaloblastic anemia},53165003 | Megaloblastic anemia (disorder),Present,Suspected,No laterality
could have {p monogenic autoinflammatory syndrome},724593005 | Monogenic autoinflammatory syndrome (disorder),Present,Suspected,No laterality
susp {p newborn thermal injury},276528001 | Newborn thermal injury (disorder),Present,Suspected,No laterality
{p malignant melanoma of groin} suspected,188052001 | Malignant melanoma of groin (disorder),Present,Suspected,No laterality
possible {p acute left otitis media},194288009 | Acute left otitis media (disorder),Present,Suspected,Left
? {p tyrosinemia},190694001 | Tyrosinemia (disorder),Present,Suspected,No laterality
prob {p nonerosive nonspecific gastritis},50874004 | Nonerosive nonspecific gastritis (disorder),Present,Suspected,No laterality
pos {p osmotic diuretic adverse reaction},293482001 | Osmotic diuretic adverse reaction (disorder),Present,Suspected,No laterality
could have {p multiple anomalies of fetus},789557002 | Multiple anomalies of fetus (disorder),Present,Suspected,No laterality
suspicious {p chronic ischemic enterocolitis},46882000 | Chronic ischemic enterocolitis (disorder),Present,Suspected,No laterality
likely {p deficiency of biotin},124910006 | Deficiency of biotin (disorder),Present,Suspected,No laterality
"probably {p degloving injury foot, dorsum}","210722005 | Degloving injury foot, dorsum (disorder)",Present,Suspected,No laterality
likely {p hallux valgus},122480009 | Hallux valgus (disorder),Present,Suspected,No laterality
pos {p sprain of sacrococcygeal ligament},90631008 | Sprain of sacrococcygeal ligament (disorder),Present,Suspected,No laterality
may be {p fluocinonide adverse reaction},293151005 | Fluocinonide adverse reaction (disorder),Present,Suspected,No laterality
poss {p dolichopellic pelvis},36313005 | Dolichopellic pelvis (disorder),Present,Suspected,No laterality
sus {p multiple eruptive juvenile xanthogranuloma},400204000 | Multiple eruptive juvenile xanthogranuloma (disorder),Present,Suspected,No laterality
suspicion of {p pulmonary capillaritis},707437005 | Pulmonary capillaritis (disorder),Present,Suspected,No laterality
could be {p hallucinogen dependence},38247002 | Hallucinogen dependence (disorder),Present,Suspected,No laterality
susp {p thyroglobulin synthesis defect},63127008 | Thyroglobulin synthesis defect (disorder),Present,Suspected,No laterality
suspected {p deficiency of isopentenyl-diphosphate delta-isomerase},124673003 | Deficiency of isopentenyl-diphosphate delta-isomerase (disorder),Present,Suspected,No laterality
suspect {p specific number difficulty},359661001 | Specific number difficulty (disorder),Present,Suspected,No laterality
could have {p lymphovenous edema},445472003 | Lymphovenous edema (disorder),Present,Suspected,No laterality
possible {p closed fracture of hand},704005005 | Closed fracture of hand (disorder),Present,Suspected,No laterality
probable {p cellulitis of flank},66918004 | Cellulitis of flank (disorder),Present,Suspected,No laterality
suspicion of {p antiarrhythmic drug adverse reaction},293436009 | Antiarrhythmic drug adverse reaction (disorder),Present,Suspected,No laterality
suspicious {p pyoderma faciale},29909004 | Pyoderma faciale (disorder),Present,Suspected,No laterality
pos {p rheumatic fever nodule},240041006 | Rheumatic fever nodule (disorder),Present,Suspected,No laterality
sus {p esophagitis grade ii},413226009 | Esophagitis grade II (disorder),Present,Suspected,No laterality
prob {p materno-fetal metastatic malignant melanoma},402560002 | Materno-fetal metastatic malignant melanoma (disorder),Present,Suspected,No laterality
suspicious {p brachial artery embolus},233974006 | Brachial artery embolus (disorder),Present,Suspected,No laterality
could have {p gonococcal perihepatitis},237042003 | Gonococcal perihepatitis (disorder),Present,Suspected,No laterality
possibly {p acute viral encephalitis},230161000 | Acute viral encephalitis (disorder),Present,Suspected,No laterality
probably {p benign polyp of colon},698019000 | Benign polyp of colon (disorder),Present,Suspected,No laterality
pos {p cerebrospinal fluid circulation disorder},2432006 | Cerebrospinal fluid circulation disorder (disorder),Present,Suspected,No laterality
could be {p friedlander's bacillus infection},186435004 | Friedlander's bacillus infection (disorder),Present,Suspected,No laterality
may {p furuncle of left ankle},10627111000119104 | Furuncle of left ankle (disorder),Present,Suspected,Left
possibly {p congenital malposition of digit},93317000 | Congenital malposition of digit (disorder),Present,Suspected,No laterality
prob {p rupture of artery},46126003 | Rupture of artery (disorder),Present,Suspected,No laterality
exclude {p hereditary mixed polyposis syndrome},787410005 | Hereditary mixed polyposis syndrome (disorder),Present,Suspected,No laterality
could be {p injury of patella},282773000 | Injury of patella (disorder),Present,Suspected,No laterality
suspicious {p drug-induced chronic pancreatitis},235955000 | Drug-induced chronic pancreatitis (disorder),Present,Suspected,No laterality
suspect {p liver damage},243978007 | Liver damage (disorder),Present,Suspected,No laterality
prob {p crigler-najjar syndrome},28259009 | Crigler-Najjar syndrome (disorder),Present,Suspected,No laterality
query {p autoimmune hepatitis type 3},721713007 | Autoimmune hepatitis type 3 (disorder),Present,Suspected,No laterality
maybe {p constitutional fingertip eczema},238558005 | Constitutional fingertip eczema (disorder),Present,Suspected,No laterality
poss {p fibrinous chorditis},195854003 | Fibrinous chorditis (disorder),Present,Suspected,No laterality
possible {p fracture of occipital condyle},127281000 | Fracture of occipital condyle (disorder),Present,Suspected,No laterality
suspicious {p median nail dystrophy},86393005 | Median nail dystrophy (disorder),Present,Suspected,No laterality
{p dystrophic cardiomyopathy} suspected,195032004 | Dystrophic cardiomyopathy (disorder),Present,Suspected,No laterality
exclude {p non-pigmenting fixed drug eruption},403610006 | Non-pigmenting fixed drug eruption (disorder),Present,Suspected,No laterality
susp {p mucolipidosis type iv},725296006 | Mucolipidosis type IV (disorder),Present,Suspected,No laterality
sus {p purulent nipple discharge},290111006 | Purulent nipple discharge (disorder),Present,Suspected,No laterality
query {p mastoiditis},52404001 | Mastoiditis (disorder),Present,Suspected,No laterality
may {p leukocoria of right eye},334381000119102 | Leukocoria of right eye (disorder),Present,Suspected,Right
suspicion of {p open wound of trachea},210386008 | Open wound of trachea (disorder),Present,Suspected,No laterality
could be {p dicephalic parapagus},458087008 | Dicephalic parapagus (disorder),Present,Suspected,No laterality
poss {p sound-induced photism},423356004 | Sound-induced photism (disorder),Present,Suspected,No laterality
sus {p transection of rectum},262881000 | Transection of rectum (disorder),Present,Suspected,No laterality
pos {p injury of uterine artery},8281003 | Injury of uterine artery (disorder),Present,Suspected,No laterality
possible {p fibromyalgia},203082005 | Fibromyalgia (disorder),Present,Suspected,No laterality
suspicious {p animal bite of axilla},283804008 | Animal bite of axilla (disorder),Present,Suspected,No laterality
maybe {p postoperative cardiopulmonary failure},698504006 | Postoperative cardiopulmonary failure (disorder),Present,Suspected,No laterality
probable {p darwin's tubercle},29715005 | Darwin's tubercle (disorder),Present,Suspected,No laterality
suspected {p acute necrotizing otitis media},360595002 | Acute necrotizing otitis media (disorder),Present,Suspected,No laterality
{p cogan-reese syndrome} suspected,404633004 | Cogan-Reese syndrome (disorder),Present,Suspected,No laterality
? {p open wound of trachea},210386008 | Open wound of trachea (disorder),Present,Suspected,No laterality
suspicion of {p abnormal jaw movement},95521008 | Abnormal jaw movement (disorder),Present,Suspected,No laterality
query {p poisoning caused by idoxuridine},46673008 | Poisoning caused by idoxuridine (disorder),Present,Suspected,No laterality
{p crystal arthropathy of pelvis} suspected,445477009 | Crystal arthropathy of pelvis (disorder),Present,Suspected,No laterality
may be {p spasmodic croup},22951000119104 | Spasmodic croup (disorder),Present,Suspected,No laterality
pos {p dermatosis caused by tapeworm},403134000 | Dermatosis caused by tapeworm (disorder),Present,Suspected,No laterality
sus {p suppurative parotitis},95303006 | Suppurative parotitis (disorder),Present,Suspected,No laterality
pos {p oxalate poisoning},38509008 | Oxalate poisoning (disorder),Present,Suspected,No laterality
possibly {p ruptured bladder with uroperitoneum},69784004 | Ruptured bladder with uroperitoneum (disorder),Present,Suspected,No laterality
{p moderate biliary tract dysplasia} suspected,308863004 | Moderate biliary tract dysplasia (disorder),Present,Suspected,No laterality
suspect {p hemorrhage of colon},95540002 | Hemorrhage of colon (disorder),Present,Suspected,No laterality
could be {p pyelitis},27174002 | Pyelitis (disorder),Present,Suspected,No laterality
suspected {p dysplasia of vulva},399382009 | Dysplasia of vulva (disorder),Present,Suspected,No laterality
susp {p distance exotropia},313158009 | Distance exotropia (disorder),Present,Suspected,No laterality
exclude {p forearm sprain},262990008 | Forearm sprain (disorder),Present,Suspected,No laterality
may be {p tracheomalacia},95434006 | Tracheomalacia (disorder),Present,Suspected,No laterality
maybe {p congenital diffuse lipomatosis},238904008 | Congenital diffuse lipomatosis (disorder),Present,Suspected,No laterality
suspicion of {p human immunodeficiency virus encephalitis},398329009 | Human immunodeficiency virus encephalitis (disorder),Present,Suspected,No laterality
sus {p isoniazid overdose},296795002 | Isoniazid overdose (disorder),Present,Suspected,No laterality
suspicious {p cubital bursitis},957401000000108 | Cubital bursitis (disorder),Present,Suspected,No laterality
{p aplastic anemia} suspected,306058006 | Aplastic anemia (disorder),Present,Suspected,No laterality
maybe {p deficiency of carboxypeptidase a},124492008 | Deficiency of carboxypeptidase A (disorder),Present,Suspected,No laterality
suspicion of {p pyostomatitis vegetans},38438008 | Pyostomatitis vegetans (disorder),Present,Suspected,No laterality
exclude {p bilateral metatarsus adductus},15667441000119108 | Bilateral metatarsus adductus (disorder),Present,Suspected,Bilateral
{p diffuse pretibial myxedema} suspected,402466006 | Diffuse pretibial myxedema (disorder),Present,Suspected,No laterality
exclude {p chlorpyrifos poisoning},33996002 | Chlorpyrifos poisoning (disorder),Present,Suspected,No laterality
poss {p chronic rhinosinusitis},897657000 | Chronic rhinosinusitis (disorder),Present,Suspected,No laterality
maybe {p changuinola virus disease},76446006 | Changuinola virus disease (disorder),Present,Suspected,No laterality
probable {p dactylitis of finger},328211000119107 | Dactylitis of finger (disorder),Present,Suspected,No laterality
pos {p minor head injury},274164006 | Minor head injury (disorder),Present,Suspected,No laterality
{p accidental chlorpheniramine overdose} suspected,296414003 | Accidental chlorpheniramine overdose (disorder),Present,Suspected,No laterality
? {p deficiency of sulfite reductase},124198001 | Deficiency of sulfite reductase (disorder),Present,Suspected,No laterality
possible {p perinatal anemia},387702001 | Perinatal anemia (disorder),Present,Suspected,No laterality
? {p generalised left ventricular dysfunction},759821000000103 | Generalised left ventricular dysfunction (disorder),Present,Suspected,No laterality
may {p disorder of visual pathways},54767005 | Disorder of visual pathways (disorder),Present,Suspected,No laterality
possible {p injury whilst circuit training},1067641000000106 | Injury whilst circuit training (disorder),Present,Suspected,No laterality
poss {p pressure ulcer},399912005 | Pressure ulcer (disorder),Present,Suspected,No laterality
possible {p congenital dilatation of aorta},45237002 | Congenital dilatation of aorta (disorder),Present,Suspected,No laterality
? {p trachomatous pannus},55555001 | Trachomatous pannus (disorder),Present,Suspected,No laterality
suspect {p papillary thyroid carcinoma},255029007 | Papillary thyroid carcinoma (disorder),Present,Suspected,No laterality
query {p polysomia},723974008 | Polysomia (disorder),Present,Suspected,No laterality
sus {p burning scrotum},238969001 | Burning scrotum (disorder),Present,Suspected,No laterality
suspicious {p ascending aorta abnormality},253640002 | Ascending aorta abnormality (disorder),Present,Suspected,No laterality
probable {p interruption of coronary artery},461104009 | Interruption of coronary artery (disorder),Present,Suspected,No laterality
probable {p atrophy of optic disc},95774001 | Atrophy of optic disc (disorder),Present,Suspected,No laterality
could be {p barotrauma of descent},241978003 | Barotrauma of descent (disorder),Present,Suspected,No laterality
could be {p cyst of prostate},409658007 | Cyst of prostate (disorder),Present,Suspected,No laterality
suspected {p postinfectious neuralgia},17111003 | Postinfectious neuralgia (disorder),Present,Suspected,No laterality
suspicion of {p edematous laryngitis},86773000 | Edematous laryngitis (disorder),Present,Suspected,No laterality
may {p chronic pancreatitis},235494005 | Chronic pancreatitis (disorder),Present,Suspected,No laterality
suspicious {p zonular nonsenile cataract},699520009 | Zonular nonsenile cataract (disorder),Present,Suspected,No laterality
exclude {p congenital anomaly of pericardium},93018000 | Congenital anomaly of pericardium (disorder),Present,Suspected,No laterality
suspicious {p madura foot - actinomycotic},186397005 | Madura foot - actinomycotic (disorder),Present,Suspected,No laterality
suspicious {p oxymetholone adverse reaction},293221008 | Oxymetholone adverse reaction (disorder),Present,Suspected,No laterality
